GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA2010,A43AB2010,B37AA2010,B37AB2010,B39AA2010,B39AB2010
"G2000150","2010","Kansas","20","200","Butler County","015","0150","Butler County",23992,2066,18354,5638,94,77
"G2000170","2010","Kansas","20","200","Chase County","017","0170","Chase County",1150,353,891,259,1,0
"G2000190","2010","Kansas","20","200","Chautauqua County","019","0190","Chautauqua County",1612,538,1246,366,4,2
"G2000210","2010","Kansas","20","200","Cherokee County","021","0210","Cherokee County",8625,1265,6347,2278,25,19
"G2000230","2010","Kansas","20","200","Cheyenne County","023","0230","Cheyenne County",1260,258,971,289,1,0
"G2000250","2010","Kansas","20","200","Clark County","025","0250","Clark County",923,212,670,253,0,0
"G2000270","2010","Kansas","20","200","Clay County","027","0270","Clay County",3559,483,2678,881,8,5
"G2000290","2010","Kansas","20","200","Cloud County","029","0290","Cloud County",3910,749,2825,1085,1,5
"G2000310","2010","Kansas","20","200","Coffey County","031","0310","Coffey County",3497,467,2684,813,6,11
"G2000330","2010","Kansas","20","200","Comanche County","033","0330","Comanche County",824,220,634,190,0,0
"G2000350","2010","Kansas","20","200","Cowley County","035","0350","Cowley County",13940,2090,9540,4400,111,174
"G2000370","2010","Kansas","20","200","Crawford County","037","0370","Crawford County",15729,2072,9665,6064,59,233
"G2000390","2010","Kansas","20","200","Decatur County","039","0390","Decatur County",1378,440,1067,311,2,1
"G2000410","2010","Kansas","20","200","Dickinson County","041","0410","Dickinson County",8073,899,5848,2225,20,26
"G2000430","2010","Kansas","20","200","Doniphan County","043","0430","Doniphan County",3136,440,2310,826,34,22
"G2000450","2010","Kansas","20","200","Douglas County","045","0450","Douglas County",43576,3155,22992,20584,535,1076
"G2000470","2010","Kansas","20","200","Edwards County","047","0470","Edwards County",1302,334,995,307,3,1
"G2000490","2010","Kansas","20","200","Elk County","049","0490","Elk County",1284,476,1025,259,0,0
"G2000510","2010","Kansas","20","200","Ellis County","051","0510","Ellis County",11908,964,7369,4539,11,59
"G2000530","2010","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County",2463,776,1936,527,1,1
"G2000550","2010","Kansas","20","200","Finney County","055","0550","Finney County",12359,917,7894,4465,54,201
"G2000570","2010","Kansas","20","200","Ford County","057","0570","Ford County",11145,860,7148,3997,73,155
"G2000590","2010","Kansas","20","200","Franklin County","059","0590","Franklin County",10104,1043,7184,2920,48,53
"G2000610","2010","Kansas","20","200","Geary County","061","0610","Geary County",12690,1827,5944,6746,863,1522
"G2000630","2010","Kansas","20","200","Gove County","063","0630","Gove County",1154,219,906,248,2,2
"G2000650","2010","Kansas","20","200","Graham County","065","0650","Graham County",1196,288,930,266,38,17
"G2000670","2010","Kansas","20","200","Grant County","067","0670","Grant County",2716,229,2017,699,1,7
"G2000690","2010","Kansas","20","200","Gray County","069","0690","Gray County",2153,187,1570,583,2,1
"G2000710","2010","Kansas","20","200","Greeley County","071","0710","Greeley County",525,104,394,131,1,0
"G2000730","2010","Kansas","20","200","Greenwood County","073","0730","Greenwood County",2988,1080,2225,763,2,5
"G2000750","2010","Kansas","20","200","Hamilton County","075","0750","Hamilton County",1060,176,743,317,0,1
"G2000770","2010","Kansas","20","200","Harper County","077","0770","Harper County",2545,571,1874,671,2,6
"G2000790","2010","Kansas","20","200","Harvey County","079","0790","Harvey County",13411,1116,9480,3931,81,115
"G2000810","2010","Kansas","20","200","Haskell County","081","0810","Haskell County",1510,156,1089,421,0,1
"G2000830","2010","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County",803,170,630,173,5,1
"G2000850","2010","Kansas","20","200","Jackson County","085","0850","Jackson County",5228,551,4058,1170,12,6
"G2000870","2010","Kansas","20","200","Jefferson County","087","0870","Jefferson County",7366,794,6194,1172,21,7
"G2000890","2010","Kansas","20","200","Jewell County","089","0890","Jewell County",1450,582,1152,298,1,1
"G2000910","2010","Kansas","20","200","Johnson County","091","0910","Johnson County",212882,13689,150722,62160,2982,6119
"G2000930","2010","Kansas","20","200","Kearny County","093","0930","Kearny County",1400,156,1027,373,5,2
"G2000950","2010","Kansas","20","200","Kingman County","095","0950","Kingman County",3227,591,2509,718,0,0
"G2000970","2010","Kansas","20","200","Kiowa County","097","0970","Kiowa County",1014,206,707,307,2,0
"G2000990","2010","Kansas","20","200","Labette County","099","0990","Labette County",8822,1270,6194,2628,165,228
"G2001010","2010","Kansas","20","200","Lane County","101","1010","Lane County",799,191,601,198,2,1
"G2001030","2010","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County",26447,2250,17907,8540,731,1262
"G2001050","2010","Kansas","20","200","Lincoln County","105","1050","Lincoln County",1423,441,1124,299,2,3
"G2001070","2010","Kansas","20","200","Linn County","107","1070","Linn County",4020,1426,3221,799,10,3
"G2001090","2010","Kansas","20","200","Logan County","109","1090","Logan County",1219,222,869,350,5,1
"G2001110","2010","Kansas","20","200","Lyon County","111","1110","Lyon County",13303,1934,8277,5026,83,236
"G2001130","2010","Kansas","20","200","McPherson County","113","1130","McPherson County",11748,973,8634,3114,26,74
"G2001150","2010","Kansas","20","200","Marion County","115","1150","Marion County",5005,941,3945,1060,9,9
"G2001170","2010","Kansas","20","200","Marshall County","117","1170","Marshall County",4300,566,3350,950,2,6
"G2001190","2010","Kansas","20","200","Meade County","119","1190","Meade County",1713,285,1249,464,0,2
"G2001210","2010","Kansas","20","200","Miami County","121","1210","Miami County",12161,1029,9540,2621,62,56
"G2001230","2010","Kansas","20","200","Mitchell County","123","1230","Mitchell County",2790,506,1991,799,2,6
"G2001250","2010","Kansas","20","200","Montgomery County","125","1250","Montgomery County",14382,2196,10080,4302,304,417
"G2001270","2010","Kansas","20","200","Morris County","127","1270","Morris County",2554,652,1978,576,4,5
"G2001290","2010","Kansas","20","200","Morton County","129","1290","Morton County",1250,217,865,385,2,1
"G2001310","2010","Kansas","20","200","Nemaha County","131","1310","Nemaha County",4115,447,3226,889,10,6
"G2001330","2010","Kansas","20","200","Neosho County","133","1330","Neosho County",6645,868,4818,1827,19,27
"G2001350","2010","Kansas","20","200","Ness County","135","1350","Ness County",1365,375,1098,267,0,2
"G2001370","2010","Kansas","20","200","Norton County","137","1370","Norton County",2163,379,1602,561,4,2
"G2001390","2010","Kansas","20","200","Osage County","139","1390","Osage County",6552,951,5151,1401,4,4
"G2001410","2010","Kansas","20","200","Osborne County","141","1410","Osborne County",1742,464,1335,407,2,0
"G2001430","2010","Kansas","20","200","Ottawa County","143","1430","Ottawa County",2456,323,1997,459,3,2
"G2001450","2010","Kansas","20","200","Pawnee County","145","1450","Pawnee County",2665,487,1846,819,30,27
"G2001470","2010","Kansas","20","200","Phillips County","147","1470","Phillips County",2432,617,1848,584,2,1
"G2001490","2010","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County",7878,748,6202,1676,45,18
"G2001510","2010","Kansas","20","200","Pratt County","151","1510","Pratt County",3956,558,2845,1111,16,16
"G2001530","2010","Kansas","20","200","Rawlins County","153","1530","Rawlins County",1176,282,879,297,0,2
"G2001550","2010","Kansas","20","200","Reno County","155","1550","Reno County",25794,2480,17764,8030,219,248
"G2001570","2010","Kansas","20","200","Republic County","157","1570","Republic County",2274,603,1776,498,2,1
"G2001590","2010","Kansas","20","200","Rice County","159","1590","Rice County",3906,642,2952,954,12,24
"G2001610","2010","Kansas","20","200","Riley County","161","1610","Riley County",25796,2416,10793,15003,289,1127
"G2001630","2010","Kansas","20","200","Rooks County","163","1630","Rooks County",2238,530,1740,498,7,5
"G2001650","2010","Kansas","20","200","Rush County","165","1650","Rush County",1511,358,1195,316,0,1
"G2001670","2010","Kansas","20","200","Russell County","167","1670","Russell County",3173,737,2346,827,15,13
"G2001690","2010","Kansas","20","200","Saline County","169","1690","Saline County",22416,1685,15033,7383,294,395
"G2001710","2010","Kansas","20","200","Scott County","171","1710","Scott County",1983,210,1432,551,2,2
"G2001730","2010","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County",193502,18091,126535,66967,7026,10890
"G2001750","2010","Kansas","20","200","Seward County","175","1750","Seward County",7460,601,4807,2653,110,175
"G2001770","2010","Kansas","20","200","Shawnee County","177","1770","Shawnee County",72600,6540,47715,24885,2328,3691
"G2001790","2010","Kansas","20","200","Sheridan County","179","1790","Sheridan County",1099,166,868,231,0,0
"G2001810","2010","Kansas","20","200","Sherman County","181","1810","Sherman County",2608,540,1766,842,5,9
"G2001830","2010","Kansas","20","200","Smith County","183","1830","Smith County",1748,484,1380,368,0,2
"G2001850","2010","Kansas","20","200","Stafford County","185","1850","Stafford County",1907,412,1494,413,2,0
"G2001870","2010","Kansas","20","200","Stanton County","187","1870","Stanton County",825,165,605,220,1,0
"G2001890","2010","Kansas","20","200","Stevens County","189","1890","Stevens County",2044,262,1509,535,2,2
"G2001910","2010","Kansas","20","200","Sumner County","191","1910","Sumner County",9454,1411,7134,2320,34,26
"G2001930","2010","Kansas","20","200","Thomas County","193","1930","Thomas County",3196,340,2162,1034,6,5
"G2001950","2010","Kansas","20","200","Trego County","195","1950","Trego County",1358,324,1058,300,2,0
"G2001970","2010","Kansas","20","200","Wabaunsee County","197","1970","Wabaunsee County",2737,490,2286,451,3,3
"G2001990","2010","Kansas","20","200","Wallace County","199","1990","Wallace County",620,161,460,160,1,1
"G2002010","2010","Kansas","20","200","Washington County","201","2010","Washington County",2474,481,1949,525,0,4
"G2002030","2010","Kansas","20","200","Wichita County","203","2030","Wichita County",891,163,679,212,2,4
"G2002050","2010","Kansas","20","200","Wilson County","205","2050","Wilson County",3933,749,2980,953,1,9
"G2002070","2010","Kansas","20","200","Woodson County","207","2070","Woodson County",1524,498,1189,335,2,1
"G2002090","2010","Kansas","20","200","Wyandotte County","209","2090","Wyandotte County",58399,8348,35231,23168,7229,8599
"G2100010","2010","Kentucky","21","210","Adair County","001","0010","Adair County",7285,1283,5425,1860,90,65
"G2100030","2010","Kentucky","21","210","Allen County","003","0030","Allen County",7848,1459,5950,1898,35,29
"G2100050","2010","Kentucky","21","210","Anderson County","005","0050","Anderson County",8369,758,6302,2067,106,73
"G2100070","2010","Kentucky","21","210","Ballard County","007","0070","Ballard County",3397,488,2670,727,59,29
"G2100090","2010","Kentucky","21","210","Barren County","009","0090","Barren County",16999,2189,11550,5449,272,426
"G2100110","2010","Kentucky","21","210","Bath County","011","0110","Bath County",4587,818,3477,1110,47,30
"G2100130","2010","Kentucky","21","210","Bell County","013","0130","Bell County",11787,1367,7726,4061,101,120
"G2100150","2010","Kentucky","21","210","Boone County","015","0150","Boone County",43216,2938,32167,11049,428,602
"G2100170","2010","Kentucky","21","210","Bourbon County","017","0170","Bourbon County",7976,951,5072,2904,279,275
"G2100190","2010","Kentucky","21","210","Boyd County","019","0190","Boyd County",19787,2016,13921,5866,113,175
"G2100210","2010","Kentucky","21","210","Boyle County","021","0210","Boyle County",11075,1237,7530,3545,378,466
"G2100230","2010","Kentucky","21","210","Bracken County","023","0230","Bracken County",3317,523,2469,848,7,1
"G2100250","2010","Kentucky","21","210","Breathitt County","025","0250","Breathitt County",5494,737,4239,1255,1,2
"G2100270","2010","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge County",7827,2803,6206,1621,88,73
"G2100290","2010","Kentucky","21","210","Bullitt County","029","0290","Bullitt County",27673,1645,22366,5307,94,48
"G2100310","2010","Kentucky","21","210","Butler County","031","0310","Butler County",5057,820,3796,1261,8,6
"G2100330","2010","Kentucky","21","210","Caldwell County","033","0330","Caldwell County",5393,899,4063,1330,146,121
"G2100350","2010","Kentucky","21","210","Calloway County","035","0350","Calloway County",15530,2535,9715,5815,132,388
"G2100370","2010","Kentucky","21","210","Campbell County","037","0370","Campbell County",36069,3454,24689,11380,125,644
"G2100390","2010","Kentucky","21","210","Carlisle County","039","0390","Carlisle County",2116,325,1730,386,9,7
"G2100410","2010","Kentucky","21","210","Carroll County","041","0410","Carroll County",4061,635,2540,1521,36,35
"G2100430","2010","Kentucky","21","210","Carter County","043","0430","Carter County",10760,1551,8425,2335,5,14
"G2100450","2010","Kentucky","21","210","Casey County","045","0450","Casey County",6351,1136,4936,1415,12,5
"G2100470","2010","Kentucky","21","210","Christian County","047","0470","Christian County",26144,3315,13949,12195,1941,3783
"G2100490","2010","Kentucky","21","210","Clark County","049","0490","Clark County",14267,1439,9663,4604,325,385
"G2100510","2010","Kentucky","21","210","Clay County","051","0510","Clay County",7732,1143,5653,2079,70,34
"G2100530","2010","Kentucky","21","210","Clinton County","053","0530","Clinton County",4358,953,3164,1194,5,7
"G2100550","2010","Kentucky","21","210","Crittenden County","055","0550","Crittenden County",3781,788,2961,820,14,6
"G2100570","2010","Kentucky","21","210","Cumberland County","057","0570","Cumberland County",2883,807,2158,725,53,45
"G2100590","2010","Kentucky","21","210","Daviess County","059","0590","Daviess County",38619,2833,26390,12229,613,1109
"G2100610","2010","Kentucky","21","210","Edmonson County","061","0610","Edmonson County",4857,1610,3991,866,9,5
"G2100630","2010","Kentucky","21","210","Elliott County","063","0630","Elliott County",2773,598,2169,604,1,0
"G2100650","2010","Kentucky","21","210","Estill County","065","0650","Estill County",5984,881,4236,1748,4,2
"G2100670","2010","Kentucky","21","210","Fayette County","067","0670","Fayette County",123043,12117,68818,54225,6127,10780
"G2100690","2010","Kentucky","21","210","Fleming County","069","0690","Fleming County",5729,894,4425,1304,39,27
"G2100710","2010","Kentucky","21","210","Floyd County","071","0710","Floyd County",16060,2115,11792,4268,33,30
"G2100730","2010","Kentucky","21","210","Franklin County","073","0730","Franklin County",20662,2502,13391,7271,582,1267
"G2100750","2010","Kentucky","21","210","Fulton County","075","0750","Fulton County",2864,508,1789,1075,236,377
"G2100770","2010","Kentucky","21","210","Gallatin County","077","0770","Gallatin County",3160,626,2285,875,23,29
"G2100790","2010","Kentucky","21","210","Garrard County","079","0790","Garrard County",6668,795,5178,1490,77,65
"G2100810","2010","Kentucky","21","210","Grant County","081","0810","Grant County",8614,1328,6165,2449,17,14
"G2100830","2010","Kentucky","21","210","Graves County","083","0830","Graves County",14978,1799,11055,3923,226,427
"G2100850","2010","Kentucky","21","210","Grayson County","085","0850","Grayson County",10082,3479,7627,2455,24,11
"G2100870","2010","Kentucky","21","210","Green County","087","0870","Green County",4601,723,3494,1107,60,41
"G2100890","2010","Kentucky","21","210","Greenup County","089","0890","Greenup County",14671,1659,11599,3072,61,40
"G2100910","2010","Kentucky","21","210","Hancock County","091","0910","Hancock County",3285,449,2649,636,18,11
"G2100930","2010","Kentucky","21","210","Hardin County","093","0930","Hardin County",39853,3408,25268,14585,2072,2492
"G2100950","2010","Kentucky","21","210","Harlan County","095","0950","Harlan County",11789,1724,8421,3368,172,118
"G2100970","2010","Kentucky","21","210","Harrison County","097","0970","Harrison County",7343,865,5173,2170,66,100
"G2100990","2010","Kentucky","21","210","Hart County","099","0990","Hart County",7097,1462,5353,1744,221,183
"G2101010","2010","Kentucky","21","210","Henderson County","101","1010","Henderson County",18705,1615,12243,6462,519,863
"G2101030","2010","Kentucky","21","210","Henry County","103","1030","Henry County",5963,677,4455,1508,126,59
"G2101050","2010","Kentucky","21","210","Hickman County","105","1050","Hickman County",2028,314,1614,414,103,75
"G2101070","2010","Kentucky","21","210","Hopkins County","107","1070","Hopkins County",18980,2200,13444,5536,558,645
"G2101090","2010","Kentucky","21","210","Jackson County","109","1090","Jackson County",5486,1037,4171,1315,2,1
"G2101110","2010","Kentucky","21","210","Jefferson County","111","1110","Jefferson County",309175,28441,194997,114178,23550,38124
"G2101130","2010","Kentucky","21","210","Jessamine County","113","1130","Jessamine County",17642,1689,11807,5835,260,293
"G2101150","2010","Kentucky","21","210","Johnson County","115","1150","Johnson County",9362,1262,6874,2488,8,5
"G2101170","2010","Kentucky","21","210","Kenton County","117","1170","Kenton County",62768,6207,42443,20325,774,2031
"G2101190","2010","Kentucky","21","210","Knott County","119","1190","Knott County",6414,1047,4991,1423,32,7
"G2101210","2010","Kentucky","21","210","Knox County","121","1210","Knox County",12722,1763,8523,4199,47,60
"G2101230","2010","Kentucky","21","210","Larue County","123","1230","Larue County",5615,557,4247,1368,98,82
"G2101250","2010","Kentucky","21","210","Laurel County","125","1250","Laurel County",23014,2432,16321,6693,79,65
"G2101270","2010","Kentucky","21","210","Lawrence County","127","1270","Lawrence County",6239,1047,4682,1557,4,2
"G2101290","2010","Kentucky","21","210","Lee County","129","1290","Lee County",2910,526,2167,743,5,5
"G2101310","2010","Kentucky","21","210","Leslie County","131","1310","Leslie County",4555,723,3744,811,2,1
"G2101330","2010","Kentucky","21","210","Letcher County","133","1330","Letcher County",10014,1587,7744,2270,20,8
"G2101350","2010","Kentucky","21","210","Lewis County","135","1350","Lewis County",5497,984,4343,1154,9,2
"G2101370","2010","Kentucky","21","210","Lincoln County","137","1370","Lincoln County",9777,1042,7441,2336,149,60
"G2101390","2010","Kentucky","21","210","Livingston County","139","1390","Livingston County",3985,839,3282,703,6,1
"G2101410","2010","Kentucky","21","210","Logan County","141","1410","Logan County",10666,1673,7821,2845,354,365
"G2101430","2010","Kentucky","21","210","Lyon County","143","1430","Lyon County",3287,1504,2645,642,27,23
"G2101450","2010","Kentucky","21","210","McCracken County","145","1450","McCracken County",28227,2852,18762,9465,1061,1922
"G2101470","2010","Kentucky","21","210","McCreary County","147","1470","McCreary County",6477,1030,4720,1757,0,4
"G2101490","2010","Kentucky","21","210","McLean County","149","1490","McLean County",3833,431,3004,829,16,6
"G2101510","2010","Kentucky","21","210","Madison County","151","1510","Madison County",31973,3070,19481,12492,496,835
"G2101530","2010","Kentucky","21","210","Magoffin County","153","1530","Magoffin County",5309,641,4144,1165,2,1
"G2101550","2010","Kentucky","21","210","Marion County","155","1550","Marion County",7358,824,5408,1950,249,308
"G2101570","2010","Kentucky","21","210","Marshall County","157","1570","Marshall County",13073,2675,10506,2567,3,2
"G2101590","2010","Kentucky","21","210","Martin County","159","1590","Martin County",4516,648,3490,1026,2,0
"G2101610","2010","Kentucky","21","210","Mason County","161","1610","Mason County",7031,1074,4755,2276,206,285
"G2101630","2010","Kentucky","21","210","Meade County","163","1630","Meade County",10471,1291,7540,2931,121,198
"G2101650","2010","Kentucky","21","210","Menifee County","165","1650","Menifee County",2440,1304,1924,516,1,3
"G2101670","2010","Kentucky","21","210","Mercer County","167","1670","Mercer County",8682,1259,6399,2283,180,150
"G2101690","2010","Kentucky","21","210","Metcalfe County","169","1690","Metcalfe County",4055,626,3068,987,53,14
"G2101710","2010","Kentucky","21","210","Monroe County","171","1710","Monroe County",4509,695,3319,1190,51,52
"G2101730","2010","Kentucky","21","210","Montgomery County","173","1730","Montgomery County",10435,1264,7083,3352,181,161
"G2101750","2010","Kentucky","21","210","Morgan County","175","1750","Morgan County",4860,970,3764,1096,2,1
"G2101770","2010","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg County",12052,1647,9463,2589,211,160
"G2101790","2010","Kentucky","21","210","Nelson County","179","1790","Nelson County",16826,1249,12806,4020,413,435
"G2101810","2010","Kentucky","21","210","Nicholas County","181","1810","Nicholas County",2809,452,2108,701,13,6
"G2101830","2010","Kentucky","21","210","Ohio County","183","1830","Ohio County",9176,1043,7067,2109,33,34
"G2101850","2010","Kentucky","21","210","Oldham County","185","1850","Oldham County",19431,1257,16640,2791,366,139
"G2101870","2010","Kentucky","21","210","Owen County","187","1870","Owen County",4296,1338,3272,1024,30,17
"G2101890","2010","Kentucky","21","210","Owsley County","189","1890","Owsley County",1914,414,1398,516,1,2
"G2101910","2010","Kentucky","21","210","Pendleton County","191","1910","Pendleton County",5494,845,4215,1279,8,6
"G2101930","2010","Kentucky","21","210","Perry County","193","1930","Perry County",11319,1472,8374,2945,93,82
"G2101950","2010","Kentucky","21","210","Pike County","195","1950","Pike County",26728,3576,20046,6682,61,66
"G2101970","2010","Kentucky","21","210","Powell County","197","1970","Powell County",4834,764,3489,1345,27,4
"G2101990","2010","Kentucky","21","210","Pulaski County","199","1990","Pulaski County",25722,5721,18560,7162,141,128
"G2102010","2010","Kentucky","21","210","Robertson County","201","2010","Robertson County",902,193,705,197,1,0
"G2102030","2010","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle County",6750,953,5151,1599,0,1
"G2102050","2010","Kentucky","21","210","Rowan County","205","2050","Rowan County",8864,1238,5802,3062,17,67
"G2102070","2010","Kentucky","21","210","Russell County","207","2070","Russell County",7401,2592,5512,1889,23,14
"G2102090","2010","Kentucky","21","210","Scott County","209","2090","Scott County",17408,1895,12336,5072,506,472
"G2102110","2010","Kentucky","21","210","Shelby County","211","2110","Shelby County",15321,1285,10938,4383,506,571
"G2102130","2010","Kentucky","21","210","Simpson County","213","2130","Simpson County",6753,682,4583,2170,316,310
"G2102150","2010","Kentucky","21","210","Spencer County","215","2150","Spencer County",6165,539,5172,993,65,33
"G2102170","2010","Kentucky","21","210","Taylor County","217","2170","Taylor County",9832,1032,6758,3074,211,267
"G2102190","2010","Kentucky","21","210","Todd County","219","2190","Todd County",4647,639,3454,1193,215,169
"G2102210","2010","Kentucky","21","210","Trigg County","221","2210","Trigg County",5883,1927,4665,1218,308,160
"G2102230","2010","Kentucky","21","210","Trimble County","223","2230","Trimble County",3420,510,2673,747,4,3
"G2102250","2010","Kentucky","21","210","Union County","225","2250","Union County",5549,592,4123,1426,206,164
"G2102270","2010","Kentucky","21","210","Warren County","227","2270","Warren County",43674,3549,26336,17338,1227,2558
"G2102290","2010","Kentucky","21","210","Washington County","229","2290","Washington County",4507,537,3585,922,151,139
"G2102310","2010","Kentucky","21","210","Wayne County","231","2310","Wayne County",8646,2296,6260,2386,88,60
"G2102330","2010","Kentucky","21","210","Webster County","233","2330","Webster County",5272,664,4027,1245,161,72
"G2102350","2010","Kentucky","21","210","Whitley County","235","2350","Whitley County",13575,1591,9454,4121,14,24
"G2102370","2010","Kentucky","21","210","Wolfe County","237","2370","Wolfe County",3065,595,2189,876,1,0
"G2102390","2010","Kentucky","21","210","Woodford County","239","2390","Woodford County",9806,905,6964,2842,273,246
"G2200010","2010","Louisiana","22","220","Acadia Parish","001","0010","Acadia Parish",22841,2546,16140,6701,1786,2231
"G2200030","2010","Louisiana","22","220","Allen Parish","003","0030","Allen Parish",8516,1217,6291,2225,895,666
"G2200050","2010","Louisiana","22","220","Ascension Parish","005","0050","Ascension Parish",37790,2994,30542,7248,5351,2457
"G2200070","2010","Louisiana","22","220","Assumption Parish","007","0070","Assumption Parish",8736,1615,7126,1610,1679,638
"G2200090","2010","Louisiana","22","220","Avoyelles Parish","009","0090","Avoyelles Parish",15432,2610,11125,4307,1981,1799
"G2200110","2010","Louisiana","22","220","Beauregard Parish","011","0110","Beauregard Parish",13159,1881,10302,2857,920,652
"G2200130","2010","Louisiana","22","220","Bienville Parish","013","0130","Bienville Parish",5838,1880,4361,1477,1575,883
"G2200150","2010","Louisiana","22","220","Bossier Parish","015","0150","Bossier Parish",45215,4136,30213,15002,4248,4833
"G2200170","2010","Louisiana","22","220","Caddo Parish","017","0170","Caddo Parish",102139,9889,63198,38941,21462,23160
"G2200190","2010","Louisiana","22","220","Calcasieu Parish","019","0190","Calcasieu Parish",73996,8062,51533,22463,8651,8524
"G2200210","2010","Louisiana","22","220","Caldwell Parish","021","0210","Caldwell Parish",3905,1089,3025,880,320,265
"G2200230","2010","Louisiana","22","220","Cameron Parish","023","0230","Cameron Parish",2575,1018,2260,315,16,15
"G2200250","2010","Louisiana","22","220","Catahoula Parish","025","0250","Catahoula Parish",3834,1043,3037,797,642,360
"G2200270","2010","Louisiana","22","220","Claiborne Parish","027","0270","Claiborne Parish",6017,1744,4479,1538,1624,1038
"G2200290","2010","Louisiana","22","220","Concordia Parish","029","0290","Concordia Parish",7613,1770,5526,2087,1710,1128
"G2200310","2010","Louisiana","22","220","De Soto Parish","031","0310","De Soto Parish",10562,1728,7964,2598,2549,1522
"G2200330","2010","Louisiana","22","220","East Baton Rouge Parish","033","0330","East Baton Rouge Parish",172057,15296,102341,69716,33607,36980
"G2200350","2010","Louisiana","22","220","East Carroll Parish","035","0350","East Carroll Parish",2552,352,1611,941,881,744
"G2200370","2010","Louisiana","22","220","East Feliciana Parish","037","0370","East Feliciana Parish",7022,992,5738,1284,2084,594
"G2200390","2010","Louisiana","22","220","Evangeline Parish","039","0390","Evangeline Parish",12829,1833,8677,4152,1439,1898
"G2200410","2010","Louisiana","22","220","Franklin Parish","041","0410","Franklin Parish",7904,1130,5808,2096,1233,970
"G2200430","2010","Louisiana","22","220","Grant Parish","043","0430","Grant Parish",7496,1390,5928,1568,457,293
"G2200450","2010","Louisiana","22","220","Iberia Parish","045","0450","Iberia Parish",26778,2920,18995,7783,4344,3489
"G2200470","2010","Louisiana","22","220","Iberville Parish","047","0470","Iberville Parish",11072,1635,8333,2739,3074,1651
"G2200490","2010","Louisiana","22","220","Jackson Parish","049","0490","Jackson Parish",6261,1419,4591,1670,974,788
"G2200510","2010","Louisiana","22","220","Jefferson Parish","051","0510","Jefferson Parish",169647,19488,108044,61603,18075,22409
"G2200530","2010","Louisiana","22","220","Jefferson Davis Parish","053","0530","Jefferson Davis Parish",11771,1535,8867,2904,1125,842
"G2200550","2010","Louisiana","22","220","Lafayette Parish","055","0550","Lafayette Parish",87027,6629,56573,30454,9682,10549
"G2200570","2010","Louisiana","22","220","Lafourche Parish","057","0570","Lafourche Parish",35486,3096,26911,8575,2177,2086
"G2200590","2010","Louisiana","22","220","LaSalle Parish","059","0590","La Salle Parish",5468,1092,4405,1063,269,205
"G2200610","2010","Louisiana","22","220","Lincoln Parish","061","0610","Lincoln Parish",17599,1880,9935,7664,2657,4086
"G2200630","2010","Louisiana","22","220","Livingston Parish","063","0630","Livingston Parish",46007,4163,36718,9289,1424,717
"G2200650","2010","Louisiana","22","220","Madison Parish","065","0650","Madison Parish",4025,779,2471,1554,1106,1169
"G2200670","2010","Louisiana","22","220","Morehouse Parish","067","0670","Morehouse Parish",10853,1570,7441,3412,2508,2105
"G2200690","2010","Louisiana","22","220","Natchitoches Parish","069","0690","Natchitoches Parish",15614,2973,9628,5986,2652,3401
"G2200710","2010","Louisiana","22","220","Orleans Parish","071","0710","Orleans Parish",142158,47738,68003,74155,35616,42827
"G2200730","2010","Louisiana","22","220","Ouachita Parish","073","0730","Ouachita Parish",58691,5790,35924,22767,7603,11653
"G2200750","2010","Louisiana","22","220","Plaquemines Parish","075","0750","Plaquemines Parish",8077,1519,6043,2034,1111,363
"G2200770","2010","Louisiana","22","220","Pointe Coupee Parish","077","0770","Pointe Coupee Parish",9082,2048,6932,2150,1885,1113
"G2200790","2010","Louisiana","22","220","Rapides Parish","079","0790","Rapides Parish",50401,5283,33032,17369,6468,8183
"G2200810","2010","Louisiana","22","220","Red River Parish","081","0810","Red River Parish",3472,656,2657,815,815,419
"G2200830","2010","Louisiana","22","220","Richland Parish","083","0830","Richland Parish",7551,1070,5337,2214,1333,1160
"G2200850","2010","Louisiana","22","220","Sabine Parish","085","0850","Sabine Parish",9622,4508,7544,2078,800,688
"G2200870","2010","Louisiana","22","220","St. Bernard Parish","087","0870","St. Bernard Parish",13221,3573,9105,4116,1001,1101
"G2200890","2010","Louisiana","22","220","St. Charles Parish","089","0890","St. Charles Parish",18557,1339,14804,3753,2959,1735
"G2200910","2010","Louisiana","22","220","St. Helena Parish","091","0910","St. Helena Parish",4333,817,3574,759,1764,422
"G2200930","2010","Louisiana","22","220","St. James Parish","093","0930","St. James Parish",7717,738,6471,1246,2786,860
"G2200950","2010","Louisiana","22","220","St. John the Baptist Parish","095","0950","St. John the Baptist Parish",15965,1545,12637,3328,5840,2084
"G2200970","2010","Louisiana","22","220","St. Landry Parish","097","0970","St. Landry Parish",31857,3835,22494,9363,7048,5406
