GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A83001,A83002,A83003,A84001,A84002,A84003
"G1700990","1920","Illinois","170","La Salle","0990","La Salle",8724,12459,8843,3146,470,583
"G1701010","1920","Illinois","170","Lawrence","1010","Lawrence",2469,2683,1991,610,82,132
"G1701030","1920","Illinois","170","Lee","1030","Lee",2927,3807,2761,897,149,246
"G1701050","1920","Illinois","170","Livingston","1050","Livingston",4323,4755,3635,990,130,361
"G1701070","1920","Illinois","170","Logan","1070","Logan",3040,3472,2474,628,370,225
"G1701090","1920","Illinois","170","McDonough","1090","Mcdonough",2911,3985,2807,1094,84,78
"G1701110","1920","Illinois","170","McHenry","1110","Mchenry",3292,4414,2952,1205,257,288
"G1701130","1920","Illinois","170","McLean","1130","Mclean",8730,8634,6172,2054,408,368
"G1701150","1920","Illinois","170","Macon","1150","Macon",8073,7896,4792,2858,246,185
"G1701170","1920","Illinois","170","Macoupin","1170","Macoupin",5382,8021,5595,2328,98,205
"G1701190","1920","Illinois","170","Madison","1190","Madison",12375,12258,7515,4596,147,247
"G1701210","1920","Illinois","170","Marion","1210","Marion",3236,5862,3370,2376,116,138
"G1701230","1920","Illinois","170","Marshall","1230","Marshall",1660,1806,1476,250,80,146
"G1701250","1920","Illinois","170","Mason","1250","Mason",1962,2210,1581,552,77,118
"G1701270","1920","Illinois","170","Massac","1270","Massac",1470,1922,1363,553,6,73
"G1701290","1920","Illinois","170","Menard","1290","Menard",1338,1513,1128,371,14,98
"G1701310","1920","Illinois","170","Mercer","1310","Mercer",2038,2785,2115,597,73,98
"G1701330","1920","Illinois","170","Monroe","1330","Monroe",1441,1574,1247,309,18,32
"G1701350","1920","Illinois","170","Montgomery","1350","Montgomery",4216,5644,3949,1401,294,235
"G1701370","1920","Illinois","170","Morgan","1370","Morgan",3565,4202,3217,929,56,208
"G1701390","1920","Illinois","170","Moultrie","1390","Moultrie",1683,1805,1229,516,60,134
"G1701410","1920","Illinois","170","Ogle","1410","Ogle",3058,3960,2949,878,133,93
"G1701430","1920","Illinois","170","Peoria","1430","Peoria",13707,13443,7485,5785,173,545
"G1701450","1920","Illinois","170","Perry","1450","Perry",1866,3456,2288,948,220,147
"G1701470","1920","Illinois","170","Piatt","1470","Piatt",1873,1959,1491,422,46,154
"G1701490","1920","Illinois","170","Pike","1490","Pike",2800,4170,2985,1109,76,112
"G1701510","1920","Illinois","170","Pope","1510","Pope",764,1442,965,463,14,50
"G1701530","1920","Illinois","170","Pulaski","1530","Pulaski",1636,1792,1031,609,152,58
"G1701550","1920","Illinois","170","Putnam","1550","Putnam",818,846,530,205,111,39
"G1701570","1920","Illinois","170","Randolph","1570","Randolph",2563,3927,2866,961,100,135
"G1701590","1920","Illinois","170","Richland","1590","Richland",1063,2470,1599,704,167,111
"G1701610","1920","Illinois","170","Rock Island","1610","Rock Island",10482,11372,6042,5167,163,447
"G1701630","1920","Illinois","170","St Clair","1630","St Clair",19462,13178,8211,4854,113,230
"G1701650","1920","Illinois","170","Saline","1650","Saline",3922,4829,3417,1365,47,91
"G1701670","1920","Illinois","170","Sangamon","1670","Sangamon",11873,11408,7452,3753,203,554
"G1701690","1920","Illinois","170","Schuyler","1690","Schuyler",1289,2001,1138,837,26,105
"G1701710","1920","Illinois","170","Scott","1710","Scott",1070,1277,908,356,13,54
"G1701730","1920","Illinois","170","Shelby","1730","Shelby",2812,4610,3097,1432,81,139
"G1701750","1920","Illinois","170","Stark","1750","Stark",1110,1360,1067,268,25,45
"G1701770","1920","Illinois","170","Stephenson","1770","Stephenson",4130,5511,3733,1625,153,297
"G1701790","1920","Illinois","170","Tazewell","1790","Tazewell",3927,5287,3428,1731,128,177
"G1701810","1920","Illinois","170","Union","1810","Union",1821,2300,1467,523,310,218
"G1701830","1920","Illinois","170","Vermilion","1830","Vermilion",10079,10800,5815,4747,238,316
"G1701850","1920","Illinois","170","Wabash","1850","Wabash",1515,1912,1402,499,11,56
"G1701870","1920","Illinois","170","Warren","1870","Warren",2522,2991,1914,877,200,176
"G1701890","1920","Illinois","170","Washington","1890","Washington",1488,2697,2180,445,72,50
"G1701910","1920","Illinois","170","Wayne","1910","Wayne",1611,3703,2306,1367,30,54
"G1701930","1920","Illinois","170","White","1930","White",1966,2914,2107,785,22,56
"G1701950","1920","Illinois","170","Whiteside","1950","Whiteside",4066,4862,3283,1363,216,242
"G1701970","1920","Illinois","170","Will","1970","Will",9479,11198,6921,4003,274,268
"G1701990","1920","Illinois","170","Williamson","1990","Williamson",5406,8284,4733,2547,1004,392
"G1702010","1920","Illinois","170","Winnebago","2010","Winnebago",10042,10791,5288,5298,205,465
"G1702030","1920","Illinois","170","Woodford","2030","Woodford",1820,2641,2083,453,105,151
"G1800010","1920","Indiana","180","Adams","0010","Adams",1694,2953,1882,1033,38,89
"G1800030","1920","Indiana","180","Allen","0030","Allen",11620,14761,7713,6844,204,410
"G1800050","1920","Indiana","180","Bartholomew","0050","Bartholomew",2870,3292,2269,805,218,202
"G1800070","1920","Indiana","180","Benton","0070","Benton",1499,1423,983,365,75,109
"G1800090","1920","Indiana","180","Blackford","0090","Blackford",1411,2092,1592,472,28,69
"G1800110","1920","Indiana","180","Boone","0110","Boone",2403,3888,2499,1346,43,106
"G1800130","1920","Indiana","180","Brown","0130","Brown",393,1171,828,323,20,24
"G1800150","1920","Indiana","180","Carroll","0150","Carroll",1727,2685,2022,644,19,31
"G1800170","1920","Indiana","180","Cass","0170","Cass",4673,4824,3246,1504,74,139
"G1800190","1920","Indiana","180","Clark","0190","Clark",3195,3918,2999,816,103,217
"G1800210","1920","Indiana","180","Clay","0210","Clay",2872,4382,3226,1015,141,105
"G1800230","1920","Indiana","180","Clinton","0230","Clinton",3104,4202,2719,1428,55,152
"G1800250","1920","Indiana","180","Crawford","0250","Crawford",599,2051,1508,524,19,33
"G1800270","1920","Indiana","180","Daviess","0270","Daviess",2047,4051,2256,1715,80,191
"G1800290","1920","Indiana","180","Dearborn","0290","Dearborn",1775,3272,2304,925,43,76
"G1800310","1920","Indiana","180","Decatur","0310","Decatur",1879,2903,2033,641,229,92
"G1800330","1920","Indiana","180","DeKalb","0330","De Kalb",2279,4532,2926,1551,55,74
"G1800350","1920","Indiana","180","Delaware","0350","Delaware",6947,7536,3998,3410,128,211
"G1800370","1920","Indiana","180","Dubois","0370","Dubois",1084,3209,2517,665,27,80
"G1800390","1920","Indiana","180","Elkhart","0390","Elkhart",5872,8642,5262,2968,412,289
"G1800410","1920","Indiana","180","Fayette","0410","Fayette",2087,2227,1261,949,17,71
"G1800430","1920","Indiana","180","Floyd","0430","Floyd",3822,3890,2902,906,82,224
"G1800450","1920","Indiana","180","Fountain","0450","Fountain",2117,2793,1893,832,68,167
"G1800470","1920","Indiana","180","Franklin","0470","Franklin",1206,2358,1770,546,42,123
"G1800490","1920","Indiana","180","Fulton","0490","Fulton",1571,2808,1680,862,266,60
"G1800510","1920","Indiana","180","Gibson","0510","Gibson",2980,4146,2803,1305,38,104
"G1800530","1920","Indiana","180","Grant","0530","Grant",5962,7420,5232,2129,59,194
"G1800550","1920","Indiana","180","Greene","0550","Greene",2830,5922,3861,2030,31,246
"G1800570","1920","Indiana","180","Hamilton","0570","Hamilton",2498,4052,2735,1288,29,94
"G1800590","1920","Indiana","180","Hancock","0590","Hancock",1815,2956,2064,836,56,113
"G1800610","1920","Indiana","180","Harrison","0610","Harrison",1101,3270,2335,892,43,71
"G1800630","1920","Indiana","180","Hendricks","0630","Hendricks",1964,3244,2020,999,225,67
"G1800650","1920","Indiana","180","Henry","0650","Henry",3569,5306,3328,1879,99,217
"G1800670","1920","Indiana","180","Howard","0670","Howard",5410,5606,3230,2320,56,100
"G1800690","1920","Indiana","180","Huntington","0690","Huntington",3009,5101,3394,1649,58,158
"G1800710","1920","Indiana","180","Jackson","0710","Jackson",2149,3764,2694,999,71,138
"G1800730","1920","Indiana","180","Jasper","0730","Jasper",1552,1675,1055,573,47,85
"G1800750","1920","Indiana","180","Jay","0750","Jay",2363,3766,2290,1200,276,167
"G1800770","1920","Indiana","180","Jefferson","0770","Jefferson",1837,3188,2150,852,186,174
"G1800790","1920","Indiana","180","Jennings","0790","Jennings",1100,2163,1461,668,34,85
"G1800810","1920","Indiana","180","Johnson","0810","Johnson",2182,3352,2116,1183,53,79
"G1800830","1920","Indiana","180","Knox","0830","Knox",4750,5970,3086,2727,157,264
"G1800850","1920","Indiana","180","Kosciusko","0850","Kosciusko",2525,4689,2913,1259,517,244
"G1800870","1920","Indiana","180","Lagrange","0870","Lagrange",1262,2233,1417,597,219,185
"G1800890","1920","Indiana","180","Lake","0890","Lake",18727,14709,6253,8139,317,856
"G1800910","1920","Indiana","180","LaPorte","0910","Laporte",5346,6397,4259,1909,229,370
"G1800930","1920","Indiana","180","Lawrence","0930","Lawrence",2755,3959,2722,1128,109,260
"G1800950","1920","Indiana","180","Madison","0950","Madison",7529,9801,5897,3112,792,370
"G1800970","1920","Indiana","180","Marion","0970","Marion",55241,32068,13957,17279,832,2138
"G1800990","1920","Indiana","180","Marshall","0990","Marshall",2219,3935,2637,1206,92,164
"G1801010","1920","Indiana","180","Martin","1010","Martin",719,1934,1257,631,46,41
"G1801030","1920","Indiana","180","Miami","1030","Miami",3277,4251,2769,1455,27,127
"G1801050","1920","Indiana","180","Monroe","1050","Monroe",2674,3307,1904,1359,44,136
"G1801070","1920","Indiana","180","Montgomery","1070","Montgomery",3231,4482,3104,1339,39,103
"G1801090","1920","Indiana","180","Morgan","1090","Morgan",2031,3125,2048,1033,44,128
"G1801110","1920","Indiana","180","Newton","1110","Newton",1158,1185,755,240,190,174
"G1801130","1920","Indiana","180","Noble","1130","Noble",2227,3760,2563,998,199,115
"G1801150","1920","Indiana","180","Ohio","1150","Ohio",370,738,496,166,76,33
"G1801170","1920","Indiana","180","Orange","1170","Orange",1410,2736,2034,624,78,101
"G1801190","1920","Indiana","180","Owen","1190","Owen",1039,2191,1567,601,23,42
"G1801210","1920","Indiana","180","Parke","1210","Parke",1803,2943,2202,691,50,108
"G1801230","1920","Indiana","180","Perry","1230","Perry",1077,2629,1977,620,32,110
"G1801250","1920","Indiana","180","Pike","1250","Pike",1513,2969,2126,817,26,44
"G1801270","1920","Indiana","180","Porter","1270","Porter",1821,3025,1536,989,500,228
"G1801290","1920","Indiana","180","Posey","1290","Posey",2184,2617,1919,664,34,84
"G1801310","1920","Indiana","180","Pulaski","1310","Pulaski",1249,1714,1080,614,20,53
"G1801330","1920","Indiana","180","Putnam","1330","Putnam",1890,3395,2259,1079,57,91
"G1801350","1920","Indiana","180","Randolph","1350","Randolph",2687,4457,2679,1420,358,163
"G1801370","1920","Indiana","180","Ripley","1370","Ripley",1116,3487,2345,1003,139,131
"G1801390","1920","Indiana","180","Rush","1390","Rush",2332,2639,1842,618,179,276
"G1801410","1920","Indiana","180","St Joseph","1410","St Joseph",10727,12290,6399,5589,302,541
"G1801430","1920","Indiana","180","Scott","1430","Scott",524,1305,790,481,34,26
"G1801450","1920","Indiana","180","Shelby","1450","Shelby",2994,3919,2331,1523,65,124
"G1801470","1920","Indiana","180","Spencer","1470","Spencer",1662,2726,2157,546,23,73
"G1801490","1920","Indiana","180","Starke","1490","Starke",807,1470,699,639,132,259
"G1801510","1920","Indiana","180","Steuben","1510","Steuben",1338,2544,1789,683,72,42
"G1801530","1920","Indiana","180","Sullivan","1530","Sullivan",2996,4725,3106,1548,71,121
"G1801550","1920","Indiana","180","Switzerland","1550","Switzerland",801,1643,1222,401,20,55
"G1801570","1920","Indiana","180","Tippecanoe","1570","Tippecanoe",5453,5083,3488,1269,326,311
"G1801590","1920","Indiana","180","Tipton","1590","Tipton",1712,2418,1546,798,74,72
"G1801610","1920","Indiana","180","Union","1610","Union",704,989,798,183,8,35
"G1801630","1920","Indiana","180","Vanderburgh","1630","Vanderburgh",12657,9154,6144,2928,82,428
"G1801650","1920","Indiana","180","Vermillion","1650","Vermillion",3167,3276,1991,1144,141,170
"G1801670","1920","Indiana","180","Vigo","1670","Vigo",13231,11256,5593,5505,158,375
"G1801690","1920","Indiana","180","Wabash","1690","Wabash",2791,4395,2979,1386,30,78
"G1801710","1920","Indiana","180","Warren","1710","Warren",1175,1348,868,368,112,95
"G1801730","1920","Indiana","180","Warrick","1730","Warrick",1726,3055,1882,1081,92,75
"G1801750","1920","Indiana","180","Washington","1750","Washington",1152,2930,1963,895,72,88
"G1801770","1920","Indiana","180","Wayne","1770","Wayne",6151,6317,4310,1930,77,205
"G1801790","1920","Indiana","180","Wells","1790","Wells",1820,3335,1946,1102,287,109
"G1801810","1920","Indiana","180","White","1810","White",1967,2309,1385,720,204,184
"G1801830","1920","Indiana","180","Whitley","1830","Whitley",1408,2776,1806,869,101,72
"G1900010","1920","Iowa","190","Adair","0010","Adair",1417,2066,1012,790,264,97
"G1900030","1920","Iowa","190","Adams","0030","Adams",962,1616,901,686,29,55
"G1900050","1920","Iowa","190","Allamakee","0050","Allamakee",1131,2847,1934,877,36,93
"G1900070","1920","Iowa","190","Appanoose","0070","Appanoose",2977,4312,2706,1519,87,172
"G1900090","1920","Iowa","190","Audubon","0090","Audubon",997,1833,937,870,26,54
"G1900110","1920","Iowa","190","Benton","0110","Benton",2282,3644,2463,1072,109,134
"G1900130","1920","Iowa","190","Black Hawk","0130","Black Hawk",6538,7262,3935,3238,89,264
"G1900150","1920","Iowa","190","Boone","0150","Boone",2940,4023,2670,1311,42,134
"G1900170","1920","Iowa","190","Bremer","0170","Bremer",1388,2736,1957,714,65,46
"G1900190","1920","Iowa","190","Buchanan","0190","Buchanan",1817,2819,1872,859,88,114
"G1900210","1920","Iowa","190","Buena Vista","0210","Buena Vista",1973,2501,1562,920,19,48
"G1900230","1920","Iowa","190","Butler","0230","Butler",1773,2508,1697,772,39,87
"G1900250","1920","Iowa","190","Calhoun","0250","Calhoun",1915,2285,1559,654,72,146
"G1900270","1920","Iowa","190","Carroll","0270","Carroll",1962,2817,1970,740,107,155
"G1900290","1920","Iowa","190","Cass","0290","Cass",1910,2900,1681,1175,44,161
"G1900310","1920","Iowa","190","Cedar","0310","Cedar",1633,2646,1777,758,111,157
"G1900330","1920","Iowa","190","Cerro Gordo","0330","Cerro Gordo",3884,3909,1938,1761,210,216
"G1900350","1920","Iowa","190","Cherokee","0350","Cherokee",1816,2071,1353,689,29,58
"G1900370","1920","Iowa","190","Chickasaw","0370","Chickasaw",1233,2415,1570,798,47,55
"G1900390","1920","Iowa","190","Clarke","0390","Clarke",948,1717,943,682,92,90
"G1900410","1920","Iowa","190","Clay","0410","Clay",1687,1993,1150,822,21,43
"G1900430","1920","Iowa","190","Clayton","0430","Clayton",1696,4205,3037,1124,44,116
"G1900450","1920","Iowa","190","Clinton","0450","Clinton",4146,6528,4525,1858,145,190
"G1900470","1920","Iowa","190","Crawford","0470","Crawford",1727,2967,1753,1053,161,159
"G1900490","1920","Iowa","190","Dallas","0490","Dallas",2866,3463,2345,1075,43,160
"G1900510","1920","Iowa","190","Davis","0510","Davis",969,2194,1253,841,100,59
"G1900530","1920","Iowa","190","Decatur","0530","Decatur",1356,2566,1381,1151,34,97
"G1900550","1920","Iowa","190","Delaware","0550","Delaware",1650,2624,1761,823,40,61
"G1900570","1920","Iowa","190","Des Moines","0570","Des Moines",3837,5451,3772,1594,85,113
"G1900590","1920","Iowa","190","Dickinson","0590","Dickinson",1074,1244,707,528,9,47
"G1900610","1920","Iowa","190","Dubuque","0610","Dubuque",6047,6761,4580,2032,149,461
"G1900630","1920","Iowa","190","Emmet","0630","Emmet",1222,1544,777,723,44,81
"G1900650","1920","Iowa","190","Fayette","0650","Fayette",2672,4427,2975,1399,53,106
"G1900670","1920","Iowa","190","Floyd","0670","Floyd",2054,2747,1810,873,64,76
"G1900690","1920","Iowa","190","Franklin","0690","Franklin",1653,1933,1099,806,28,119
"G1900710","1920","Iowa","190","Fremont","0710","Fremont",1535,2064,1088,642,334,244
"G1900730","1920","Iowa","190","Greene","0730","Greene",1782,2127,1399,682,46,115
"G1900750","1920","Iowa","190","Grundy","0750","Grundy",1520,1714,1134,550,30,121
"G1900770","1920","Iowa","190","Guthrie","0770","Guthrie",1714,2671,1638,958,75,83
"G1900790","1920","Iowa","190","Hamilton","0790","Hamilton",1884,2683,1605,956,122,115
"G1900810","1920","Iowa","190","Hancock","0810","Hancock",1378,1798,1045,712,41,86
"G1900830","1920","Iowa","190","Hardin","0830","Hardin",2279,3322,2293,977,52,99
"G1900850","1920","Iowa","190","Harrison","0850","Harrison",2263,3442,1935,1464,43,140
"G1900870","1920","Iowa","190","Henry","0870","Henry",1571,2949,2088,792,69,76
"G1900890","1920","Iowa","190","Howard","0890","Howard",1078,2075,1351,598,126,51
"G1900910","1920","Iowa","190","Humboldt","0910","Humboldt",1224,1786,998,762,26,39
"G1900930","1920","Iowa","190","Ida","0930","Ida",1192,1555,1035,509,11,30
"G1900950","1920","Iowa","190","Iowa","0950","Iowa",1635,2814,1809,932,73,78
"G1900970","1920","Iowa","190","Jackson","0970","Jackson",1590,3317,2370,905,42,88
"G1900990","1920","Iowa","190","Jasper","0990","Jasper",2605,4070,2327,1534,209,326
"G1901010","1920","Iowa","190","Jefferson","1010","Jefferson",1641,2651,1761,852,38,52
"G1901030","1920","Iowa","190","Johnson","1030","Johnson",2417,4140,2864,1221,55,139
"G1901050","1920","Iowa","190","Jones","1050","Jones",1582,2710,1763,862,85,140
"G1901070","1920","Iowa","190","Keokuk","1070","Keokuk",1721,3755,2572,1122,61,101
"G1901090","1920","Iowa","190","Kossuth","1090","Kossuth",2217,3006,1668,1279,59,161
"G1901110","1920","Iowa","190","Lee","1110","Lee",4430,5556,3957,1547,52,128
"G1901130","1920","Iowa","190","Linn","1130","Linn",7840,10916,6168,4657,91,265
"G1901150","1920","Iowa","190","Louisa","1150","Louisa",1272,1809,1161,624,24,49
"G1901170","1920","Iowa","190","Lucas","1170","Lucas",1539,2247,1404,752,91,131
"G1901190","1920","Iowa","190","Lyon","1190","Lyon",1581,1612,989,596,27,58
"G1901210","1920","Iowa","190","Madison","1210","Madison",1351,2409,1363,979,67,145
"G1901230","1920","Iowa","190","Mahaska","1230","Mahaska",2706,3830,2361,1364,105,230
"G1901250","1920","Iowa","190","Marion","1250","Marion",2209,3909,2672,1126,111,252
"G1901270","1920","Iowa","190","Marshall","1270","Marshall",3399,4423,2899,1490,34,213
"G1901290","1920","Iowa","190","Mills","1290","Mills",1453,1844,1246,540,58,67
"G1901310","1920","Iowa","190","Mitchell","1310","Mitchell",1137,2252,1559,654,39,59
"G1901330","1920","Iowa","190","Monona","1330","Monona",1803,2177,1299,843,35,73
"G1901350","1920","Iowa","190","Monroe","1350","Monroe",2697,2522,1652,820,50,293
"G1901370","1920","Iowa","190","Montgomery","1370","Montgomery",1584,2596,1578,972,46,125
"G1901390","1920","Iowa","190","Muscatine","1390","Muscatine",3328,4299,3047,1228,24,143
"G1901410","1920","Iowa","190","O Brien","1410","O Brien",1899,2470,1619,819,32,80
"G1901430","1920","Iowa","190","Osceola","1430","Osceola",1105,1065,645,389,31,18
"G1901450","1920","Iowa","190","Page","1450","Page",2203,3426,1642,1332,452,237
"G1901470","1920","Iowa","190","Palo Alto","1470","Palo Alto",1506,1840,1112,634,94,69
"G1901490","1920","Iowa","190","Plymouth","1490","Plymouth",2381,2818,2057,734,27,80
"G1901510","1920","Iowa","190","Pocahontas","1510","Pocahontas",1552,1921,1160,700,61,92
"G1901530","1920","Iowa","190","Polk","1530","Polk",17698,19261,9596,9266,399,900
"G1901550","1920","Iowa","190","Pottawattamie","1550","Pottawattamie",5958,8495,4635,3568,292,372
"G1901570","1920","Iowa","190","Poweshiek","1570","Poweshiek",1966,2947,1642,1247,58,126
"G1901590","1920","Iowa","190","Ringgold","1590","Ringgold",1049,2066,751,1028,287,77
"G1901610","1920","Iowa","190","Sac","1610","Sac",1775,2270,1621,627,22,115
"G1901630","1920","Iowa","190","Scott","1630","Scott",9181,8963,5070,3677,216,341
"G1901650","1920","Iowa","190","Shelby","1650","Shelby",1408,2115,1213,761,141,159
"G1901670","1920","Iowa","190","Sioux","1670","Sioux",2433,3093,2180,893,20,117
"G1901690","1920","Iowa","190","Story","1690","Story",2788,3734,2401,1251,82,142
"G1901710","1920","Iowa","190","Tama","1710","Tama",2014,3450,2418,959,73,145
"G1901730","1920","Iowa","190","Taylor","1730","Taylor",1373,2637,1556,1063,18,64
"G1901750","1920","Iowa","190","Union","1750","Union",1586,2823,1755,1012,56,84
"G1901770","1920","Iowa","190","Van Buren","1770","Van Buren",1184,2584,1838,720,26,29
"G1901790","1920","Iowa","190","Wapello","1790","Wapello",4063,5464,3551,1830,83,272
"G1901810","1920","Iowa","190","Warren","1810","Warren",1510,2915,1681,1187,47,258
"G1901830","1920","Iowa","190","Washington","1830","Washington",1818,3435,2373,980,82,77
"G1901850","1920","Iowa","190","Wayne","1850","Wayne",1380,2615,1585,995,35,97
"G1901870","1920","Iowa","190","Webster","1870","Webster",4024,4625,2701,1839,85,204
"G1901890","1920","Iowa","190","Winnebago","1890","Winnebago",1029,1706,933,711,62,95
"G1901910","1920","Iowa","190","Winneshiek","1910","Winneshiek",1355,3701,2584,1022,95,76
"G1901930","1920","Iowa","190","Woodbury","1930","Woodbury",11146,9453,4822,4474,157,374
"G1901950","1920","Iowa","190","Worth","1950","Worth",1058,1481,945,519,17,87
"G1901970","1920","Iowa","190","Wright","1970","Wright",2129,2570,1569,964,37,97
"G2000010","1920","Kansas","200","Allen","0010","Allen",2535,3480,2456,1006,18,139
"G2000030","1920","Kansas","200","Anderson","0030","Anderson",1174,2096,1332,734,30,60
"G2000050","1920","Kansas","200","Atchison","0050","Atchison",2499,3312,2306,973,33,140
"G2000070","1920","Kansas","200","Barber","0070","Barber",1041,1250,731,452,67,62
"G2000090","1920","Kansas","200","Barton","0090","Barton",1876,2389,1823,518,48,112
"G2000110","1920","Kansas","200","Bourbon","0110","Bourbon",2556,3308,2212,1047,49,121
"G2000130","1920","Kansas","200","Brown","0130","Brown",2164,2972,1967,974,31,130
"G2000150","1920","Kansas","200","Butler","0150","Butler",6675,3763,2748,886,129,457
"G2000170","1920","Kansas","200","Chase","0170","Chase",743,974,603,310,61,53
"G2000190","1920","Kansas","200","Chautauqua","0190","Chautauqua",1251,1591,1188,369,34,88
"G2000210","1920","Kansas","200","Cherokee","0210","Cherokee",3386,4737,3812,773,152,248
"G2000230","1920","Kansas","200","Cheyenne","0230","Cheyenne",389,861,469,372,20,36
"G2000250","1920","Kansas","200","Clark","0250","Clark",566,555,280,261,14,57
"G2000270","1920","Kansas","200","Clay","0270","Clay",1493,2164,1492,608,64,79
"G2000290","1920","Kansas","200","Cloud","0290","Cloud",1837,2445,1636,766,43,97
"G2000310","1920","Kansas","200","Coffey","0310","Coffey",1373,2201,1317,819,65,98
"G2000330","1920","Kansas","200","Comanche","0330","Comanche",496,671,258,403,10,41
"G2000350","1920","Kansas","200","Cowley","0350","Cowley",3681,5059,3149,1837,73,208
"G2000370","1920","Kansas","200","Crawford","0370","Crawford",6478,8245,5436,2653,156,265
"G2000390","1920","Kansas","200","Decatur","0390","Decatur",717,1212,845,349,18,52
"G2000410","1920","Kansas","200","Dickinson","0410","Dickinson",2339,3798,2544,1133,121,139
"G2000430","1920","Kansas","200","Doniphan","0430","Doniphan",1327,1923,1289,588,46,91
"G2000450","1920","Kansas","200","Douglas","0450","Douglas",2577,3615,2487,1051,77,173
"G2000470","1920","Kansas","200","Edwards","0470","Edwards",678,917,631,185,101,140
"G2000490","1920","Kansas","200","Elk","0490","Elk",894,1407,894,443,70,51
"G2000510","1920","Kansas","200","Ellis","0510","Ellis",863,1716,1158,509,49,132
"G2000530","1920","Kansas","200","Ellsworth","0530","Ellsworth",910,1421,1011,377,33,54
"G2000550","1920","Kansas","200","Finney","0550","Finney",705,1013,576,425,12,132
"G2000570","1920","Kansas","200","Ford","0570","Ford",1754,1506,771,725,10,106
"G2000590","1920","Kansas","200","Franklin","0590","Franklin",2109,3384,2104,1226,54,255
"G2000610","1920","Kansas","200","Geary","0610","Geary",1336,1645,1026,608,11,99
"G2000630","1920","Kansas","200","Gove","0630","Gove",360,675,355,297,23,37
"G2000650","1920","Kansas","200","Graham","0650","Graham",637,987,474,465,48,51
"G2000670","1920","Kansas","200","Grant","0670","Grant",59,171,78,92,1,10
"G2000690","1920","Kansas","200","Gray","0690","Gray",494,580,249,323,8,9
"G2000710","1920","Kansas","200","Greeley","0710","Greeley",84,169,98,59,12,6
"G2000730","1920","Kansas","200","Greenwood","0730","Greenwood",1558,2046,1222,762,62,134
"G2000750","1920","Kansas","200","Hamilton","0750","Hamilton",212,398,221,173,4,15
"G2000770","1920","Kansas","200","Harper","0770","Harper",1377,1821,1255,544,22,116
"G2000790","1920","Kansas","200","Harvey","0790","Harvey",2094,2989,1851,1017,121,86
"G2000810","1920","Kansas","200","Haskell","0810","Haskell",146,186,83,92,11,9
"G2000830","1920","Kansas","200","Hodgeman","0830","Hodgeman",330,489,235,250,4,19
"G2000850","1920","Kansas","200","Jackson","0850","Jackson",1435,2392,1347,975,70,124
"G2000870","1920","Kansas","200","Jefferson","0870","Jefferson",1355,2392,1534,807,51,68
"G2000890","1920","Kansas","200","Jewell","0890","Jewell",1613,2370,1590,743,37,67
"G2000910","1920","Kansas","200","Johnson","0910","Johnson",1697,2908,1924,832,152,199
"G2000930","1920","Kansas","200","Kearny","0930","Kearny",237,372,216,151,5,25
"G2000950","1920","Kansas","200","Kingman","0950","Kingman",1161,1678,954,652,72,91
"G2000970","1920","Kansas","200","Kiowa","0970","Kiowa",649,732,378,332,22,60
"G2000990","1920","Kansas","200","Labette","0990","Labette",3635,4745,3236,1413,96,150
"G2001010","1920","Kansas","200","Lane","1010","Lane",269,397,199,188,10,3
"G2001030","1920","Kansas","200","Leavenworth","1030","Leavenworth",3766,4487,3007,1417,63,118
"G2001050","1920","Kansas","200","Lincoln","1050","Lincoln",821,1471,915,538,18,56
"G2001070","1920","Kansas","200","Linn","1070","Linn",1304,2221,1594,597,30,114
"G2001090","1920","Kansas","200","Logan","1090","Logan",317,469,261,196,12,27
"G2001110","1920","Kansas","200","Lyon","1110","Lyon",2702,3840,2386,1399,55,119
"G2001130","1920","Kansas","200","McPherson","1130","Mcpherson",1920,3298,2403,850,45,84
"G2001150","1920","Kansas","200","Marion","1150","Marion",2032,2716,1883,695,138,425
"G2001170","1920","Kansas","200","Marshall","1170","Marshall",2078,3253,2170,984,99,278
"G2001190","1920","Kansas","200","Meade","1190","Meade",500,747,342,387,18,29
"G2001210","1920","Kansas","200","Miami","1210","Miami",1869,2837,1903,869,65,90
"G2001230","1920","Kansas","200","Mitchell","1230","Mitchell",1376,1965,1280,602,83,63
"G2001250","1920","Kansas","200","Montgomery","1250","Montgomery",5706,6849,4495,2204,150,302
"G2001270","1920","Kansas","200","Morris","1270","Morris",1170,1754,1127,581,46,76
"G2001290","1920","Kansas","200","Morton","1290","Morton",258,483,207,258,18,13
"G2001310","1920","Kansas","200","Nemaha","1310","Nemaha",1670,2692,1716,956,20,60
"G2001330","1920","Kansas","200","Neosho","1330","Neosho",2523,3538,2321,1104,113,134
"G2001350","1920","Kansas","200","Ness","1350","Ness",594,1019,564,450,5,26
"G2001370","1920","Kansas","200","Norton","1370","Norton",1066,1637,1016,548,73,71
"G2001390","1920","Kansas","200","Osage","1390","Osage",1526,3159,2077,956,126,149
"G2001410","1920","Kansas","200","Osborne","1410","Osborne",1141,1808,1140,643,25,96
"G2001430","1920","Kansas","200","Ottawa","1430","Ottawa",1135,1612,1085,492,35,44
"G2001450","1920","Kansas","200","Pawnee","1450","Pawnee",1058,1145,695,432,18,51
