GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFU001,BFU002,BGM001
"G1701490","1930","Illinois","170","Pike","1490","Pike",2181,1326,6614
"G1701510","1930","Illinois","170","Pope","1510","Pope",325,285,1998
"G1701530","1930","Illinois","170","Pulaski","1530","Pulaski",1162,1199,3629
"G1701550","1930","Illinois","170","Putnam","1550","Putnam",475,288,1328
"G1701570","1930","Illinois","170","Randolph","1570","Randolph",2769,1809,6676
"G1701590","1930","Illinois","170","Richland","1590","Richland",1422,705,3713
"G1701610","1930","Illinois","170","Rock Island","1610","Rock Island",12302,10767,22717
"G1701630","1930","Illinois","170","St Clair","1630","St Clair",19113,17531,37385
"G1701650","1930","Illinois","170","Saline","1650","Saline",3580,3157,8976
"G1701670","1930","Illinois","170","Sangamon","1670","Sangamon",13849,10447,26756
"G1701690","1930","Illinois","170","Schuyler","1690","Schuyler",913,508,3118
"G1701710","1930","Illinois","170","Scott","1710","Scott",718,494,2300
"G1701730","1930","Illinois","170","Shelby","1730","Shelby",2358,1049,6992
"G1701750","1930","Illinois","170","Stark","1750","Stark",852,428,2414
"G1701770","1930","Illinois","170","Stephenson","1770","Stephenson",4816,3075,10230
"G1701790","1930","Illinois","170","Tazewell","1790","Tazewell",5634,3551,11029
"G1701810","1930","Illinois","170","Union","1810","Union",1226,1044,4244
"G1701830","1930","Illinois","170","Vermilion","1830","Vermilion",10898,7530,21479
"G1701850","1930","Illinois","170","Wabash","1850","Wabash",1422,949,3358
"G1701870","1930","Illinois","170","Warren","1870","Warren",2315,1375,5831
"G1701890","1930","Illinois","170","Washington","1890","Washington",1364,633,4122
"G1701910","1930","Illinois","170","Wayne","1910","Wayne",1143,611,4838
"G1701930","1930","Illinois","170","White","1930","White",1530,966,4635
"G1701950","1930","Illinois","170","Whiteside","1950","Whiteside",4255,2959,10031
"G1701970","1930","Illinois","170","Will","1970","Will",13781,8687,23157
"G1701990","1930","Illinois","170","Williamson","1990","Williamson",6339,4723,13471
"G1702010","1930","Illinois","170","Winnebago","2010","Winnebago",15396,12238,25779
"G1702030","1930","Illinois","170","Woodford","2030","Woodford",1903,851,4772
"G1800010","1930","Indiana","180","Adams","0010","Adams",1643,891,4680
"G1800030","1930","Indiana","180","Allen","0030","Allen",19332,13369,34201
"G1800050","1930","Indiana","180","Bartholomew","0050","Bartholomew",2309,2196,6510
"G1800070","1930","Indiana","180","Benton","0070","Benton",970,638,2949
"G1800090","1930","Indiana","180","Blackford","0090","Blackford",1541,958,3566
"G1800110","1930","Indiana","180","Boone","0110","Boone",1978,1340,6085
"G1800130","1930","Indiana","180","Brown","0130","Brown",211,167,1304
"G1800150","1930","Indiana","180","Carroll","0150","Carroll",1384,774,4250
"G1800170","1930","Indiana","180","Cass","0170","Cass",3666,2861,8922
"G1800190","1930","Indiana","180","Clark","0190","Clark",3089,2662,7696
"G1800210","1930","Indiana","180","Clay","0210","Clay",2858,1898,6881
"G1800230","1930","Indiana","180","Clinton","0230","Clinton",2923,2086,7430
"G1800250","1930","Indiana","180","Crawford","0250","Crawford",607,336,2534
"G1800270","1930","Indiana","180","Daviess","0270","Daviess",2416,1253,6129
"G1800290","1930","Indiana","180","Dearborn","0290","Dearborn",2131,1331,5270
"G1800310","1930","Indiana","180","Decatur","0310","Decatur",1803,1057,4770
"G1800330","1930","Indiana","180","DeKalb","0330","De Kalb",3088,1520,6695
"G1800350","1930","Indiana","180","Delaware","0350","Delaware",7874,6859,16623
"G1800370","1930","Indiana","180","Dubois","0370","Dubois",2077,852,4594
"G1800390","1930","Indiana","180","Elkhart","0390","Elkhart",9677,5336,17671
"G1800410","1930","Indiana","180","Fayette","0410","Fayette",1883,1923,4784
"G1800430","1930","Indiana","180","Floyd","0430","Floyd",4229,3578,8541
"G1800450","1930","Indiana","180","Fountain","0450","Fountain",1900,1154,4967
"G1800470","1930","Indiana","180","Franklin","0470","Franklin",1062,535,3594
"G1800490","1930","Indiana","180","Fulton","0490","Fulton",1292,837,4204
"G1800510","1930","Indiana","180","Gibson","0510","Gibson",2945,1921,7404
"G1800530","1930","Indiana","180","Grant","0530","Grant",5879,4717,12914
"G1800550","1930","Indiana","180","Greene","0550","Greene",3204,1874,8122
"G1800570","1930","Indiana","180","Hamilton","0570","Hamilton",2391,1425,6619
"G1800590","1930","Indiana","180","Hancock","0590","Hancock",1843,899,4753
"G1800610","1930","Indiana","180","Harrison","0610","Harrison",923,554,4171
"G1800630","1930","Indiana","180","Hendricks","0630","Hendricks",1693,970,5235
"G1800650","1930","Indiana","180","Henry","0650","Henry",3908,2565,9013
"G1800670","1930","Indiana","180","Howard","0670","Howard",4981,5020,11710
"G1800690","1930","Indiana","180","Huntington","0690","Huntington",3257,2043,7727
"G1800710","1930","Indiana","180","Jackson","0710","Jackson",2350,1432,5947
"G1800730","1930","Indiana","180","Jasper","0730","Jasper",969,535,3260
"G1800750","1930","Indiana","180","Jay","0750","Jay",1880,1288,5599
"G1800770","1930","Indiana","180","Jefferson","0770","Jefferson",1621,1090,4843
"G1800790","1930","Indiana","180","Jennings","0790","Jennings",857,585,3048
"G1800810","1930","Indiana","180","Johnson","0810","Johnson",2359,1326,5769
"G1800830","1930","Indiana","180","Knox","0830","Knox",4513,3588,10794
"G1800850","1930","Indiana","180","Kosciusko","0850","Kosciusko",2722,1524,7635
"G1800870","1930","Indiana","180","Lagrange","0870","Lagrange",1088,610,3572
"G1800890","1930","Indiana","180","Lake","0890","Lake",25570,31447,45166
"G1800910","1930","Indiana","180","LaPorte","0910","Laporte",7036,5050,13395
"G1800930","1930","Indiana","180","Lawrence","0930","Lawrence",3856,2497,8568
"G1800950","1930","Indiana","180","Madison","0950","Madison",10191,7522,20139
"G1800970","1930","Indiana","180","Marion","0970","Marion",48895,59753,100694
"G1800990","1930","Indiana","180","Marshall","0990","Marshall",2467,1455,6525
"G1801010","1930","Indiana","180","Martin","1010","Martin",633,375,2399
"G1801030","1930","Indiana","180","Miami","1030","Miami",3283,2156,7550
"G1801050","1930","Indiana","180","Monroe","1050","Monroe",3672,2987,8526
"G1801070","1930","Indiana","180","Montgomery","1070","Montgomery",2942,2104,7401
"G1801090","1930","Indiana","180","Morgan","1090","Morgan",1752,1204,5239
"G1801110","1930","Indiana","180","Newton","1110","Newton",961,525,2571
"G1801130","1930","Indiana","180","Noble","1130","Noble",2575,1394,6148
"G1801150","1930","Indiana","180","Ohio","1150","Ohio",325,170,1045
"G1801170","1930","Indiana","180","Orange","1170","Orange",1486,1041,4253
"G1801190","1930","Indiana","180","Owen","1190","Owen",904,636,3034
"G1801210","1930","Indiana","180","Parke","1210","Parke",1472,941,4478
"G1801230","1930","Indiana","180","Perry","1230","Perry",1430,872,3752
"G1801250","1930","Indiana","180","Pike","1250","Pike",1312,1094,4206
"G1801270","1930","Indiana","180","Porter","1270","Porter",2560,1636,5658
"G1801290","1930","Indiana","180","Posey","1290","Posey",1544,1186,4606
"G1801310","1930","Indiana","180","Pulaski","1310","Pulaski",776,411,2807
"G1801330","1930","Indiana","180","Putnam","1330","Putnam",1729,1116,5250
"G1801350","1930","Indiana","180","Randolph","1350","Randolph",2533,1593,6923
"G1801370","1930","Indiana","180","Ripley","1370","Ripley",1410,744,4640
"G1801390","1930","Indiana","180","Rush","1390","Rush",1714,1211,5113
"G1801410","1930","Indiana","180","St Joseph","1410","St Joseph",22075,14135,36653
"G1801430","1930","Indiana","180","Scott","1430","Scott",520,250,1781
"G1801450","1930","Indiana","180","Shelby","1450","Shelby",3062,1410,7254
"G1801470","1930","Indiana","180","Spencer","1470","Spencer",1119,724,4145
"G1801490","1930","Indiana","180","Starke","1490","Starke",877,500,2798
"G1801510","1930","Indiana","180","Steuben","1510","Steuben",1481,754,3867
"G1801530","1930","Indiana","180","Sullivan","1530","Sullivan",2693,1844,7309
"G1801550","1930","Indiana","180","Switzerland","1550","Switzerland",458,228,2318
"G1801570","1930","Indiana","180","Tippecanoe","1570","Tippecanoe",5127,4668,11839
"G1801590","1930","Indiana","180","Tipton","1590","Tipton",1334,917,4058
"G1801610","1930","Indiana","180","Union","1610","Union",567,238,1699
"G1801630","1930","Indiana","180","Vanderburgh","1630","Vanderburgh",12752,13504,26320
"G1801650","1930","Indiana","180","Vermillion","1650","Vermillion",2661,2220,6029
"G1801670","1930","Indiana","180","Vigo","1670","Vigo",11809,11524,25446
"G1801690","1930","Indiana","180","Wabash","1690","Wabash",2679,1739,6778
"G1801710","1930","Indiana","180","Warren","1710","Warren",628,369,2439
"G1801730","1930","Indiana","180","Warrick","1730","Warrick",1420,1013,4510
"G1801750","1930","Indiana","180","Washington","1750","Washington",1228,671,4145
"G1801770","1930","Indiana","180","Wayne","1770","Wayne",6350,5546,13788
"G1801790","1930","Indiana","180","Wells","1790","Wells",1596,907,4994
"G1801810","1930","Indiana","180","White","1810","White",1480,933,4212
"G1801830","1930","Indiana","180","Whitley","1830","Whitley",1434,835,4332
"G1900010","1930","Iowa","190","Adair","0010","Adair",937,568,3604
"G1900030","1930","Iowa","190","Adams","0030","Adams",648,366,2675
"G1900050","1930","Iowa","190","Allamakee","0050","Allamakee",1242,682,4003
"G1900070","1930","Iowa","190","Appanoose","0070","Appanoose",2437,1925,6479
"G1900090","1930","Iowa","190","Audubon","0090","Audubon",727,464,2966
"G1900110","1930","Iowa","190","Benton","0110","Benton",2148,1068,5904
"G1900130","1930","Iowa","190","Black Hawk","0130","Black Hawk",8395,6712,16034
"G1900150","1930","Iowa","190","Boone","0150","Boone",2851,1932,7177
"G1900170","1930","Iowa","190","Bremer","0170","Bremer",1566,785,4386
"G1900190","1930","Iowa","190","Buchanan","0190","Buchanan",1595,877,4677
"G1900210","1930","Iowa","190","Buena Vista","0210","Buena Vista",1471,1115,4694
"G1900230","1930","Iowa","190","Butler","0230","Butler",1478,746,4464
"G1900250","1930","Iowa","190","Calhoun","0250","Calhoun",1391,901,4452
"G1900270","1930","Iowa","190","Carroll","0270","Carroll",1843,1152,5130
"G1900290","1930","Iowa","190","Cass","0290","Cass",1745,1175,5091
"G1900310","1930","Iowa","190","Cedar","0310","Cedar",1485,718,4465
"G1900330","1930","Iowa","190","Cerro Gordo","0330","Cerro Gordo",3712,3430,8758
"G1900350","1930","Iowa","190","Cherokee","0350","Cherokee",1329,888,4125
"G1900370","1930","Iowa","190","Chickasaw","0370","Chickasaw",1113,558,3682
"G1900390","1930","Iowa","190","Clarke","0390","Clarke",758,497,2764
"G1900410","1930","Iowa","190","Clay","0410","Clay",1132,978,3859
"G1900430","1930","Iowa","190","Clayton","0430","Clayton",2116,1121,6172
"G1900450","1930","Iowa","190","Clinton","0450","Clinton",5685,3205,11128
"G1900470","1930","Iowa","190","Crawford","0470","Crawford",1617,935,5060
"G1900490","1930","Iowa","190","Dallas","0490","Dallas",2307,1878,6541
"G1900510","1930","Iowa","190","Davis","0510","Davis",649,425,3005
"G1900530","1930","Iowa","190","Decatur","0530","Decatur",1121,706,3826
"G1900550","1930","Iowa","190","Delaware","0550","Delaware",1327,869,4456
"G1900570","1930","Iowa","190","Des Moines","0570","Des Moines",5414,3122,10003
"G1900590","1930","Iowa","190","Dickinson","0590","Dickinson",830,624,2682
"G1900610","1930","Iowa","190","Dubuque","0610","Dubuque",6379,5661,13149
"G1900630","1930","Iowa","190","Emmet","0630","Emmet",1023,754,3018
"G1900650","1930","Iowa","190","Fayette","0650","Fayette",2746,1706,7363
"G1900670","1930","Iowa","190","Floyd","0670","Floyd",1899,1400,4946
"G1900690","1930","Iowa","190","Franklin","0690","Franklin",1036,687,3961
"G1900710","1930","Iowa","190","Fremont","0710","Fremont",1055,740,3910
"G1900730","1930","Iowa","190","Greene","0730","Greene",1212,780,4166
"G1900750","1930","Iowa","190","Grundy","0750","Grundy",1039,507,3383
"G1900770","1930","Iowa","190","Guthrie","0770","Guthrie",1284,842,4516
"G1900790","1930","Iowa","190","Hamilton","0790","Hamilton",1514,1174,4864
"G1900810","1930","Iowa","190","Hancock","0810","Hancock",949,539,3431
"G1900830","1930","Iowa","190","Hardin","0830","Hardin",2162,1414,5772
"G1900850","1930","Iowa","190","Harrison","0850","Harrison",1812,1328,6088
"G1900870","1930","Iowa","190","Henry","0870","Henry",1621,891,4498
"G1900890","1930","Iowa","190","Howard","0890","Howard",1068,473,3216
"G1900910","1930","Iowa","190","Humboldt","0910","Humboldt",966,722,3170
"G1900930","1930","Iowa","190","Ida","0930","Ida",867,546,3873
"G1900950","1930","Iowa","190","Iowa","0950","Iowa",1313,697,4353
"G1900970","1930","Iowa","190","Jackson","0970","Jackson",1660,1001,4797
"G1900990","1930","Iowa","190","Jasper","0990","Jasper",2960,2219,8021
"G1901010","1930","Iowa","190","Jefferson","1010","Jefferson",1426,1099,4308
"G1901030","1930","Iowa","190","Johnson","1030","Johnson",3047,2250,7396
"G1901050","1930","Iowa","190","Jones","1050","Jones",1530,867,4550
"G1901070","1930","Iowa","190","Keokuk","1070","Keokuk",1744,898,5328
"G1901090","1930","Iowa","190","Kossuth","1090","Kossuth",1523,1023,5686
"G1901110","1930","Iowa","190","Lee","1110","Lee",4901,3555,10032
"G1901130","1930","Iowa","190","Linn","1130","Linn",10901,7538,21099
"G1901150","1930","Iowa","190","Louisa","1150","Louisa",959,652,3072
"G1901170","1930","Iowa","190","Lucas","1170","Lucas",1267,1056,3859
"G1901190","1930","Iowa","190","Lyon","1190","Lyon",933,674,3409
"G1901210","1930","Iowa","190","Madison","1210","Madison",999,647,3857
"G1901230","1930","Iowa","190","Mahaska","1230","Mahaska",2426,1597,6750
"G1901250","1930","Iowa","190","Marion","1250","Marion",2497,1582,6531
"G1901270","1930","Iowa","190","Marshall","1270","Marshall",3459,2624,8262
"G1901290","1930","Iowa","190","Mills","1290","Mills",1046,756,3554
"G1901310","1930","Iowa","190","Mitchell","1310","Mitchell",1195,576,3530
"G1901330","1930","Iowa","190","Monona","1330","Monona",1147,804,4341
"G1901350","1930","Iowa","190","Monroe","1350","Monroe",1118,920,3795
"G1901370","1930","Iowa","190","Montgomery","1370","Montgomery",1655,1026,4359
"G1901390","1930","Iowa","190","Muscatine","1390","Muscatine",3707,2546,7748
"G1901410","1930","Iowa","190","O Brien","1410","O Brien",1606,1042,4578
"G1901430","1930","Iowa","190","Osceola","1430","Osceola",598,401,2303
"G1901450","1930","Iowa","190","Page","1450","Page",2262,1745,6125
"G1901470","1930","Iowa","190","Palo Alto","1470","Palo Alto",949,723,3528
"G1901490","1930","Iowa","190","Plymouth","1490","Plymouth",1700,1070,5566
"G1901510","1930","Iowa","190","Pocahontas","1510","Pocahontas",921,689,3688
"G1901530","1930","Iowa","190","Polk","1530","Polk",21773,19965,40296
"G1901550","1930","Iowa","190","Pottawattamie","1550","Pottawattamie",7669,5496,16992
"G1901570","1930","Iowa","190","Poweshiek","1570","Poweshiek",1578,1116,4845
"G1901590","1930","Iowa","190","Ringgold","1590","Ringgold",775,482,3230
"G1901610","1930","Iowa","190","Sac","1610","Sac",1431,923,4323
"G1901630","1930","Iowa","190","Scott","1630","Scott",8875,9517,17998
"G1901650","1930","Iowa","190","Shelby","1650","Shelby",1116,644,3987
"G1901670","1930","Iowa","190","Sioux","1670","Sioux",1896,1181,6031
"G1901690","1930","Iowa","190","Story","1690","Story",3102,2420,7590
"G1901710","1930","Iowa","190","Tama","1710","Tama",2068,991,5725
"G1901730","1930","Iowa","190","Taylor","1730","Taylor",1222,668,4103
"G1901750","1930","Iowa","190","Union","1750","Union",1857,1248,4533
"G1901770","1930","Iowa","190","Van Buren","1770","Van Buren",1141,606,3590
"G1901790","1930","Iowa","190","Wapello","1790","Wapello",5086,3568,10360
"G1901810","1930","Iowa","190","Warren","1810","Warren",1393,778,4729
"G1901830","1930","Iowa","190","Washington","1830","Washington",1821,1097,5227
"G1901850","1930","Iowa","190","Wayne","1850","Wayne",1230,741,2856
"G1901870","1930","Iowa","190","Webster","1870","Webster",3723,3666,9207
"G1901890","1930","Iowa","190","Winnebago","1890","Winnebago",825,509,2917
"G1901910","1930","Iowa","190","Winneshiek","1910","Winneshiek",1540,774,5113
"G1901930","1930","Iowa","190","Woodbury","1930","Woodbury",9900,11564,22821
"G1901950","1930","Iowa","190","Worth","1950","Worth",664,445,2639
"G1901970","1930","Iowa","190","Wright","1970","Wright",1674,1183,4878
"G2000010","1930","Kansas","200","Allen","0010","Allen",2323,1572,5877
"G2000030","1930","Kansas","200","Anderson","0030","Anderson",1032,663,3482
"G2000050","1930","Kansas","200","Atchison","0050","Atchison",2436,1811,5847
"G2000070","1930","Kansas","200","Barber","0070","Barber",802,665,2452
"G2000090","1930","Kansas","200","Barton","0090","Barton",1740,1286,4661
"G2000110","1930","Kansas","200","Bourbon","0110","Bourbon",2079,1575,5831
"G2000130","1930","Kansas","200","Brown","0130","Brown",1849,1126,5294
"G2000150","1930","Kansas","200","Butler","0150","Butler",2570,3884,9038
"G2000170","1930","Kansas","200","Chase","0170","Chase",485,410,1765
"G2000190","1930","Kansas","200","Chautauqua","0190","Chautauqua",818,693,2673
"G2000210","1930","Kansas","200","Cherokee","0210","Cherokee",3604,2208,8044
"G2000230","1930","Kansas","200","Cheyenne","0230","Cheyenne",309,237,1531
"G2000250","1930","Kansas","200","Clark","0250","Clark",336,238,1125
"G2000270","1930","Kansas","200","Clay","0270","Clay",1231,783,3930
"G2000290","1930","Kansas","200","Cloud","0290","Cloud",1579,1102,4558
"G2000310","1930","Kansas","200","Coffey","0310","Coffey",1018,581,3713
"G2000330","1930","Kansas","200","Comanche","0330","Comanche",399,279,1235
"G2000350","1930","Kansas","200","Cowley","0350","Cowley",4158,3717,10427
"G2000370","1930","Kansas","200","Crawford","0370","Crawford",6066,4468,12954
"G2000390","1930","Kansas","200","Decatur","0390","Decatur",570,360,2182
"G2000410","1930","Kansas","200","Dickinson","0410","Dickinson",2438,1673,6451
"G2000430","1930","Kansas","200","Doniphan","0430","Doniphan",867,630,3474
"G2000450","1930","Kansas","200","Douglas","0450","Douglas",3029,1988,6844
"G2000470","1930","Kansas","200","Edwards","0470","Edwards",668,409,1832
"G2000490","1930","Kansas","200","Elk","0490","Elk",704,468,2406
"G2000510","1930","Kansas","200","Ellis","0510","Ellis",1026,787,2979
"G2000530","1930","Kansas","200","Ellsworth","0530","Ellsworth",834,466,2431
"G2000550","1930","Kansas","200","Finney","0550","Finney",845,730,2414
"G2000570","1930","Kansas","200","Ford","0570","Ford",1627,1971,4565
"G2000590","1930","Kansas","200","Franklin","0590","Franklin",2193,1473,5954
"G2000610","1930","Kansas","200","Geary","0610","Geary",1121,1487,2976
"G2000630","1930","Kansas","200","Gove","0630","Gove",283,173,1225
"G2000650","1930","Kansas","200","Graham","0650","Graham",299,271,1815
"G2000670","1930","Kansas","200","Grant","0670","Grant",176,167,716
"G2000690","1930","Kansas","200","Gray","0690","Gray",282,266,1338
"G2000710","1930","Kansas","200","Greeley","0710","Greeley",81,102,408
"G2000730","1930","Kansas","200","Greenwood","0730","Greenwood",1362,1591,4997
"G2000750","1930","Kansas","200","Hamilton","0750","Hamilton",200,236,775
"G2000770","1930","Kansas","200","Harper","0770","Harper",1109,641,3322
"G2000790","1930","Kansas","200","Harvey","0790","Harvey",2420,1536,5420
"G2000810","1930","Kansas","200","Haskell","0810","Haskell",139,117,607
"G2000830","1930","Kansas","200","Hodgeman","0830","Hodgeman",137,143,927
"G2000850","1930","Kansas","200","Jackson","0850","Jackson",1004,557,3974
"G2000870","1930","Kansas","200","Jefferson","0870","Jefferson",994,562,3749
"G2000890","1930","Kansas","200","Jewell","0890","Jewell",863,477,3918
"G2000910","1930","Kansas","200","Johnson","0910","Johnson",3432,1374,7197
"G2000930","1930","Kansas","200","Kearny","0930","Kearny",155,189,760
"G2000950","1930","Kansas","200","Kingman","0950","Kingman",797,539,2831
"G2000970","1930","Kansas","200","Kiowa","0970","Kiowa",424,271,1422
"G2000990","1930","Kansas","200","Labette","0990","Labette",3152,2624,8133
"G2001010","1930","Kansas","200","Lane","1010","Lane",197,126,747
"G2001030","1930","Kansas","200","Leavenworth","1030","Leavenworth",3723,2278,8300
"G2001050","1930","Kansas","200","Lincoln","1050","Lincoln",605,331,2336
"G2001070","1930","Kansas","200","Linn","1070","Linn",850,593,3679
"G2001090","1930","Kansas","200","Logan","1090","Logan",274,213,980
"G2001110","1930","Kansas","200","Lyon","1110","Lyon",2951,2128,7360
"G2001130","1930","Kansas","200","McPherson","1130","Mcpherson",2018,1398,5572
"G2001150","1930","Kansas","200","Marion","1150","Marion",1699,1074,5072
"G2001170","1930","Kansas","200","Marshall","1170","Marshall",1871,1256,5861
"G2001190","1930","Kansas","200","Meade","1190","Meade",460,344,1518
"G2001210","1930","Kansas","200","Miami","1210","Miami",1664,1327,5262
"G2001230","1930","Kansas","200","Mitchell","1230","Mitchell",1070,616,3292
"G2001250","1930","Kansas","200","Montgomery","1250","Montgomery",5880,5297,13222
"G2001270","1930","Kansas","200","Morris","1270","Morris",834,600,2958
"G2001290","1930","Kansas","200","Morton","1290","Morton",265,261,937
"G2001310","1930","Kansas","200","Nemaha","1310","Nemaha",1327,755,4523
"G2001330","1930","Kansas","200","Neosho","1330","Neosho",2303,1604,6025
"G2001350","1930","Kansas","200","Ness","1350","Ness",516,312,1853
"G2001370","1930","Kansas","200","Norton","1370","Norton",782,549,2900
"G2001390","1930","Kansas","200","Osage","1390","Osage",1396,781,4736
"G2001410","1930","Kansas","200","Osborne","1410","Osborne",840,548,2966
"G2001430","1930","Kansas","200","Ottawa","1430","Ottawa",832,435,2752
"G2001450","1930","Kansas","200","Pawnee","1450","Pawnee",737,568,2341
"G2001470","1930","Kansas","200","Phillips","1470","Phillips",764,511,3177
"G2001490","1930","Kansas","200","Pottawatomie","1490","Pottawatomie",1194,666,3967
"G2001510","1930","Kansas","200","Pratt","1510","Pratt",1182,932,3170
"G2001530","1930","Kansas","200","Rawlins","1530","Rawlins",381,272,1721
"G2001550","1930","Kansas","200","Reno","1550","Reno",5029,3841,11746
"G2001570","1930","Kansas","200","Republic","1570","Republic",1056,579,3998
"G2001590","1930","Kansas","200","Rice","1590","Rice",1384,818,3606
"G2001610","1930","Kansas","200","Riley","1610","Riley",2007,1620,4955
"G2001630","1930","Kansas","200","Rooks","1630","Rooks",634,434,2378
"G2001650","1930","Kansas","200","Rush","1650","Rush",615,327,2046
"G2001670","1930","Kansas","200","Russell","1670","Russell",803,561,2598
"G2001690","1930","Kansas","200","Saline","1690","Saline",3004,2774,7017
"G2001710","1930","Kansas","200","Scott","1710","Scott",266,253,912
"G2001730","1930","Kansas","200","Sedgwick","1730","Sedgwick",15781,16731,31958
"G2001750","1930","Kansas","200","Seward","1750","Seward",713,589,1729
"G2001770","1930","Kansas","200","Shawnee","1770","Shawnee",11320,8194,20521
"G2001790","1930","Kansas","200","Sheridan","1790","Sheridan",255,150,1358
"G2001810","1930","Kansas","200","Sherman","1810","Sherman",575,489,1695
"G2001830","1930","Kansas","200","Smith","1830","Smith",794,510,3588
"G2001850","1930","Kansas","200","Stafford","1850","Stafford",850,416,2612
"G2001870","1930","Kansas","200","Stanton","1870","Stanton",78,123,481
"G2001890","1930","Kansas","200","Stevens","1890","Stevens",213,218,1051
"G2001910","1930","Kansas","200","Sumner","1910","Sumner",2747,1856,7406
"G2001930","1930","Kansas","200","Thomas","1930","Thomas",491,492,1744
"G2001950","1930","Kansas","200","Trego","1950","Trego",284,202,1434
"G2001970","1930","Kansas","200","Wabaunsee","1970","Wabaunsee",679,389,2769
"G2001990","1930","Kansas","200","Wallace","1990","Wallace",169,121,682
"G2002010","1930","Kansas","200","Washington","2010","Washington",1126,572,4503
"G2002030","1930","Kansas","200","Wichita","2030","Wichita",107,90,542
"G2002050","1930","Kansas","200","Wilson","2050","Wilson",1783,1295,4831
"G2002070","1930","Kansas","200","Woodson","2070","Woodson",654,415,2215
"G2002090","1930","Kansas","200","Wyandotte","2090","Wyandotte",19527,15056,33663
"G2100010","1930","Kentucky","210","Adair","0010","Adair",402,362,3609
"G2100030","1930","Kentucky","210","Allen","0030","Allen",387,453,3641
"G2100050","1930","Kentucky","210","Anderson","0050","Anderson",418,385,2072
"G2100070","1930","Kentucky","210","Ballard","0070","Ballard",556,420,2361
"G2100090","1930","Kentucky","210","Barren","0090","Barren",842,958,5906
"G2100110","1930","Kentucky","210","Bath","0110","Bath",431,299,2554
"G2100130","1930","Kentucky","210","Bell","0130","Bell",1823,4432,7581
"G2100150","1930","Kentucky","210","Boone","0150","Boone",673,380,2516
"G2100170","1930","Kentucky","210","Bourbon","0170","Bourbon",1487,1326,4558
"G2100190","1930","Kentucky","210","Boyd","0190","Boyd",4127,4766,9215
"G2100210","1930","Kentucky","210","Boyle","0210","Boyle",1278,1410,3772
"G2100230","1930","Kentucky","210","Bracken","0230","Bracken",563,371,2445
"G2100250","1930","Kentucky","210","Breathitt","0250","Breathitt",247,495,3815
"G2100270","1930","Kentucky","210","Breckinridge","0270","Breckinridge",749,563,4095
"G2100290","1930","Kentucky","210","Bullitt","0290","Bullitt",437,424,2070
"G2100310","1930","Kentucky","210","Butler","0310","Butler",294,215,2833
"G2100330","1930","Kentucky","210","Caldwell","0330","Caldwell",725,953,3230
"G2100350","1930","Kentucky","210","Calloway","0350","Calloway",606,644,4169
"G2100370","1930","Kentucky","210","Campbell","0370","Campbell",10233,7373,16015
"G2100390","1930","Kentucky","210","Carlisle","0390","Carlisle",390,303,1772
"G2100410","1930","Kentucky","210","Carroll","0410","Carroll",606,466,2057
"G2100430","1930","Kentucky","210","Carter","0430","Carter",826,1270,4569
"G2100450","1930","Kentucky","210","Casey","0450","Casey",153,156,3438
"G2100470","1930","Kentucky","210","Christian","0470","Christian",2076,2247,7748
"G2100490","1930","Kentucky","210","Clark","0490","Clark",1357,1562,4327
"G2100510","1930","Kentucky","210","Clay","0510","Clay",174,259,3369
"G2100530","1930","Kentucky","210","Clinton","0530","Clinton",138,189,1871
"G2100550","1930","Kentucky","210","Crittenden","0550","Crittenden",523,546,2774
"G2100570","1930","Kentucky","210","Cumberland","0570","Cumberland",157,109,2137
"G2100590","1930","Kentucky","210","Daviess","0590","Daviess",2842,4127,9921
"G2100610","1930","Kentucky","210","Edmonson","0610","Edmonson",134,324,2406
"G2100630","1930","Kentucky","210","Elliott","0630","Elliott",23,26,1420
"G2100650","1930","Kentucky","210","Estill","0650","Estill",760,924,3428
"G2100670","1930","Kentucky","210","Fayette","0670","Fayette",6225,8840,15738
"G2100690","1930","Kentucky","210","Fleming","0690","Fleming",621,481,3329
"G2100710","1930","Kentucky","210","Floyd","0710","Floyd",1169,3910,7961
"G2100730","1930","Kentucky","210","Franklin","0730","Franklin",1309,1667,4283
"G2100750","1930","Kentucky","210","Fulton","0750","Fulton",973,1254,3355
"G2100770","1930","Kentucky","210","Gallatin","0770","Gallatin",213,207,1133
"G2100790","1930","Kentucky","210","Garrard","0790","Garrard",364,368,2687
"G2100810","1930","Kentucky","210","Grant","0810","Grant",429,438,2545
"G2100830","1930","Kentucky","210","Graves","0830","Graves",1504,1474,7247
"G2100850","1930","Kentucky","210","Grayson","0850","Grayson",524,355,3895
"G2100870","1930","Kentucky","210","Green","0870","Green",172,200,2612
"G2100890","1930","Kentucky","210","Greenup","0890","Greenup",1301,1367,4790
"G2100910","1930","Kentucky","210","Hancock","0910","Hancock",275,157,1512
"G2100930","1930","Kentucky","210","Hardin","0930","Hardin",1068,851,4809
"G2100950","1930","Kentucky","210","Harlan","0950","Harlan",1979,9706,12099
"G2100970","1930","Kentucky","210","Harrison","0970","Harrison",846,869,3801
"G2100990","1930","Kentucky","210","Hart","0990","Hart",399,426,3707
"G2101010","1930","Kentucky","210","Henderson","1010","Henderson",1919,2021,6354
