GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BXR001,BXS001,BXV001,BXV002,BXW001,BX8001
"G1700470","1940","Illinois","170","Edwards","0470","Edwards",2806,2724,1720,1004,63.1,2806
"G1700490","1940","Illinois","170","Effingham","0490","Effingham",6060,5844,3724,2120,63.7,6060
"G1700510","1940","Illinois","170","Fayette","0510","Fayette",7972,7811,4199,3612,53.8,7972
"G1700530","1940","Illinois","170","Ford","0530","Ford",4488,4380,2079,2301,47.5,4488
"G1700550","1940","Illinois","170","Franklin","0550","Franklin",15642,15462,9225,6237,59.7,15642
"G1700570","1940","Illinois","170","Fulton","0570","Fulton",13585,13248,7312,5936,55.2,13585
"G1700590","1940","Illinois","170","Gallatin","0590","Gallatin",3316,3123,1635,1488,52.4,3316
"G1700610","1940","Illinois","170","Greene","0610","Greene",5955,5763,2943,2820,51.1,5955
"G1700630","1940","Illinois","170","Grundy","0630","Grundy",5350,5115,2675,2440,52.3,5350
"G1700650","1940","Illinois","170","Hamilton","0650","Hamilton",3916,3782,2266,1516,59.9,3916
"G1700670","1940","Illinois","170","Hancock","0670","Hancock",8645,8090,4492,3598,55.5,8645
"G1700690","1940","Illinois","170","Hardin","0690","Hardin",2061,2024,1074,950,53.1,2061
"G1700710","1940","Illinois","170","Henderson","0710","Henderson",2830,2595,1339,1256,51.6,2830
"G1700730","1940","Illinois","170","Henry","0730","Henry",12970,12733,6798,5935,53.4,12970
"G1700750","1940","Illinois","170","Iroquois","0750","Iroquois",9478,9182,4484,4698,48.8,9478
"G1700770","1940","Illinois","170","Jackson","0770","Jackson",10776,10543,5582,4961,52.9,10776
"G1700790","1940","Illinois","170","Jasper","0790","Jasper",3985,3812,2455,1357,64.4,3985
"G1700810","1940","Illinois","170","Jefferson","0810","Jefferson",10129,9857,5805,4052,58.9,10129
"G1700830","1940","Illinois","170","Jersey","0830","Jersey",3939,3802,2178,1624,57.3,3939
"G1700850","1940","Illinois","170","Jo Daviess","0850","Jo Daviess",5999,5760,3355,2405,58.2,5999
"G1700870","1940","Illinois","170","Johnson","0870","Johnson",3013,2930,1761,1169,60.1,3013
"G1700890","1940","Illinois","170","Kane","0890","Kane",35666,34617,18535,16082,53.5,35666
"G1700910","1940","Illinois","170","Kankakee","0910","Kankakee",14804,13899,6995,6904,50.3,14804
"G1700930","1940","Illinois","170","Kendall","0930","Kendall",3291,3053,1612,1441,52.8,3291
"G1700950","1940","Illinois","170","Knox","0950","Knox",15980,15495,7999,7496,51.6,15980
"G1700970","1940","Illinois","170","Lake","0970","Lake",40635,30214,15385,14829,50.9,40635
"G1700990","1940","Illinois","170","La Salle","0990","La Salle",27038,26389,15251,11138,57.8,27038
"G1701010","1940","Illinois","170","Lawrence","1010","Lawrence",5982,5781,3351,2430,58.0,5982
"G1701030","1940","Illinois","170","Lee","1030","Lee",8751,8517,4396,4121,51.6,8751
"G1701050","1940","Illinois","170","Livingston","1050","Livingston",10257,10004,5115,4889,51.1,10257
"G1701070","1940","Illinois","170","Logan","1070","Logan",7316,7144,3495,3649,48.9,7316
"G1701090","1940","Illinois","170","McDonough","1090","Mcdonough",8441,8172,4277,3895,52.3,8441
"G1701110","1940","Illinois","170","McHenry","1110","Mchenry",12798,10330,5550,4780,53.7,12798
"G1701130","1940","Illinois","170","McLean","1130","Mclean",21564,20967,9550,11417,45.5,21564
"G1701150","1940","Illinois","170","Macon","1150","Macon",24868,24349,11518,12831,47.3,24868
"G1701170","1940","Illinois","170","Macoupin","1170","Macoupin",14316,13896,8274,5622,59.5,14316
"G1701190","1940","Illinois","170","Madison","1190","Madison",41751,40882,20669,20213,50.6,41751
"G1701210","1940","Illinois","170","Marion","1210","Marion",14012,13808,7220,6588,52.3,14012
"G1701230","1940","Illinois","170","Marshall","1230","Marshall",3901,3794,2098,1696,55.3,3901
"G1701250","1940","Illinois","170","Mason","1250","Mason",5219,4603,2221,2382,48.3,5219
"G1701270","1940","Illinois","170","Massac","1270","Massac",4323,4246,2289,1957,53.9,4323
"G1701290","1940","Illinois","170","Menard","1290","Menard",3156,3085,1573,1512,51.0,3156
"G1701310","1940","Illinois","170","Mercer","1310","Mercer",5368,5156,2732,2424,53.0,5368
"G1701330","1940","Illinois","170","Monroe","1330","Monroe",3593,3489,1791,1698,51.3,3593
"G1701350","1940","Illinois","170","Montgomery","1350","Montgomery",10390,10155,5877,4278,57.9,10390
"G1701370","1940","Illinois","170","Morgan","1370","Morgan",9501,9251,4401,4850,47.6,9501
"G1701390","1940","Illinois","170","Moultrie","1390","Moultrie",3924,3827,1863,1964,48.7,3924
"G1701410","1940","Illinois","170","Ogle","1410","Ogle",9022,8722,4543,4179,52.1,9022
"G1701430","1940","Illinois","170","Peoria","1430","Peoria",44330,43105,22097,21008,51.3,44330
"G1701450","1940","Illinois","170","Perry","1450","Perry",6745,6536,3921,2615,60.0,6745
"G1701470","1940","Illinois","170","Piatt","1470","Piatt",4266,4147,2018,2129,48.7,4266
"G1701490","1940","Illinois","170","Pike","1490","Pike",7822,7424,3837,3587,51.7,7822
"G1701510","1940","Illinois","170","Pope","1510","Pope",2438,2229,1262,967,56.6,2438
"G1701530","1940","Illinois","170","Pulaski","1530","Pulaski",4335,4273,2026,2247,47.4,4335
"G1701550","1940","Illinois","170","Putnam","1550","Putnam",1622,1518,790,728,52.0,1622
"G1701570","1940","Illinois","170","Randolph","1570","Randolph",8521,8260,4684,3576,56.7,8521
"G1701590","1940","Illinois","170","Richland","1590","Richland",5341,4971,2971,2000,59.8,5341
"G1701610","1940","Illinois","170","Rock Island","1610","Rock Island",32494,31725,16145,15580,50.9,32494
"G1701630","1940","Illinois","170","St Clair","1630","St Clair",48138,46985,22478,24507,47.8,48138
"G1701650","1940","Illinois","170","Saline","1650","Saline",10983,10850,6062,4788,55.9,10983
"G1701670","1940","Illinois","170","Sangamon","1670","Sangamon",33943,33207,16370,16837,49.3,33943
"G1701690","1940","Illinois","170","Schuyler","1690","Schuyler",3402,3275,1700,1575,51.9,3402
"G1701710","1940","Illinois","170","Scott","1710","Scott",2509,2390,1166,1224,48.8,2509
"G1701730","1940","Illinois","170","Shelby","1730","Shelby",8005,7737,4398,3339,56.8,8005
"G1701750","1940","Illinois","170","Stark","1750","Stark",2616,2563,1370,1193,53.5,2616
"G1701770","1940","Illinois","170","Stephenson","1770","Stephenson",12036,11669,6120,5549,52.4,12036
"G1701790","1940","Illinois","170","Tazewell","1790","Tazewell",16783,16260,9750,6510,60.0,16783
"G1701810","1940","Illinois","170","Union","1810","Union",5288,5105,2677,2428,52.4,5288
"G1701830","1940","Illinois","170","Vermilion","1830","Vermilion",25222,24576,12123,12453,49.3,25222
"G1701850","1940","Illinois","170","Wabash","1850","Wabash",4054,3936,2260,1676,57.4,4054
"G1701870","1940","Illinois","170","Warren","1870","Warren",6466,6252,3222,3030,51.5,6466
"G1701890","1940","Illinois","170","Washington","1890","Washington",4664,4491,2636,1855,58.7,4664
"G1701910","1940","Illinois","170","Wayne","1910","Wayne",6302,6107,3597,2510,58.9,6302
"G1701930","1940","Illinois","170","White","1930","White",5864,5691,2977,2714,52.3,5864
"G1701950","1940","Illinois","170","Whiteside","1950","Whiteside",12597,12314,6364,5950,51.7,12597
"G1701970","1940","Illinois","170","Will","1970","Will",29979,29045,15211,13834,52.4,29979
"G1701990","1940","Illinois","170","Williamson","1990","Williamson",15107,14858,9228,5630,62.1,15107
"G1702010","1940","Illinois","170","Winnebago","2010","Winnebago",35483,34818,15686,19132,45.1,35483
"G1702030","1940","Illinois","170","Woodford","2030","Woodford",5488,5256,3003,2253,57.1,5488
"G1800010","1940","Indiana","180","Adams","0010","Adams",5565,5455,3426,2029,62.8,5565
"G1800030","1940","Indiana","180","Allen","0030","Allen",43315,42223,23857,18366,56.5,43315
"G1800050","1940","Indiana","180","Bartholomew","0050","Bartholomew",8406,8146,4112,4034,50.5,8406
"G1800070","1940","Indiana","180","Benton","0070","Benton",3169,3072,1556,1516,50.7,3169
"G1800090","1940","Indiana","180","Blackford","0090","Blackford",4057,3948,2478,1470,62.8,4057
"G1800110","1940","Indiana","180","Boone","0110","Boone",6881,6640,3693,2947,55.6,6881
"G1800130","1940","Indiana","180","Brown","0130","Brown",1907,1618,1109,509,68.5,1907
"G1800150","1940","Indiana","180","Carroll","0150","Carroll",5131,4599,2679,1920,58.3,5131
"G1800170","1940","Indiana","180","Cass","0170","Cass",10588,10343,5622,4721,54.4,10588
"G1800190","1940","Indiana","180","Clark","0190","Clark",9141,8544,4639,3905,54.3,9141
"G1800210","1940","Indiana","180","Clay","0210","Clay",7663,7348,4694,2654,63.9,7663
"G1800230","1940","Indiana","180","Clinton","0230","Clinton",8562,8356,4488,3868,53.7,8562
"G1800250","1940","Indiana","180","Crawford","0250","Crawford",2865,2736,2021,715,73.9,2865
"G1800270","1940","Indiana","180","Daviess","0270","Daviess",7331,7067,4260,2807,60.3,7331
"G1800290","1940","Indiana","180","Dearborn","0290","Dearborn",6672,6447,3919,2528,60.8,6672
"G1800310","1940","Indiana","180","Decatur","0310","Decatur",5385,5066,2964,2102,58.5,5385
"G1800330","1940","Indiana","180","DeKalb","0330","De Kalb",7493,7200,4685,2515,65.1,7493
"G1800350","1940","Indiana","180","Delaware","0350","Delaware",22181,21719,11221,10498,51.7,22181
"G1800370","1940","Indiana","180","Dubois","0370","Dubois",5738,5597,4028,1569,72.0,5738
"G1800390","1940","Indiana","180","Elkhart","0390","Elkhart",21218,20632,12321,8311,59.7,21218
"G1800410","1940","Indiana","180","Fayette","0410","Fayette",5613,5455,2555,2900,46.8,5613
"G1800430","1940","Indiana","180","Floyd","0430","Floyd",10452,10102,5382,4720,53.3,10452
"G1800450","1940","Indiana","180","Fountain","0450","Fountain",5478,5362,3027,2335,56.5,5478
"G1800470","1940","Indiana","180","Franklin","0470","Franklin",4067,3831,2381,1450,62.2,4067
"G1800490","1940","Indiana","180","Fulton","0490","Fulton",5409,4615,2762,1853,59.8,5409
"G1800510","1940","Indiana","180","Gibson","0510","Gibson",8810,8563,4819,3744,56.3,8810
"G1800530","1940","Indiana","180","Grant","0530","Grant",16185,15783,8750,7033,55.4,16185
"G1800550","1940","Indiana","180","Greene","0550","Greene",9488,9150,5966,3184,65.2,9488
"G1800570","1940","Indiana","180","Hamilton","0570","Hamilton",7924,7462,4393,3069,58.9,7924
"G1800590","1940","Indiana","180","Hancock","0590","Hancock",5479,5276,3268,2008,61.9,5479
"G1800610","1940","Indiana","180","Harrison","0610","Harrison",4746,4562,3260,1302,71.5,4746
"G1800630","1940","Indiana","180","Hendricks","0630","Hendricks",6107,5896,3475,2421,58.9,6107
"G1800650","1940","Indiana","180","Henry","0650","Henry",11670,11252,6354,4898,56.5,11670
"G1800670","1940","Indiana","180","Howard","0670","Howard",13693,13528,7272,6256,53.8,13693
"G1800690","1940","Indiana","180","Huntington","0690","Huntington",8870,8557,5156,3401,60.3,8870
"G1800710","1940","Indiana","180","Jackson","0710","Jackson",7468,7296,4410,2886,60.4,7468
"G1800730","1940","Indiana","180","Jasper","0730","Jasper",3940,3859,2050,1809,53.1,3940
"G1800750","1940","Indiana","180","Jay","0750","Jay",6871,6666,3976,2690,59.6,6871
"G1800770","1940","Indiana","180","Jefferson","0770","Jefferson",5614,5293,3161,2132,59.7,5614
"G1800790","1940","Indiana","180","Jennings","0790","Jennings",3632,3428,2208,1220,64.4,3632
"G1800810","1940","Indiana","180","Johnson","0810","Johnson",6760,6516,3579,2937,54.9,6760
"G1800830","1940","Indiana","180","Knox","0830","Knox",12662,12330,6399,5931,51.9,12662
"G1800850","1940","Indiana","180","Kosciusko","0850","Kosciusko",11771,8653,5359,3294,61.9,11771
"G1800870","1940","Indiana","180","Lagrange","0870","Lagrange",4762,3864,2506,1358,64.9,4762
"G1800890","1940","Indiana","180","Lake","0890","Lake",79140,75902,32582,43320,42.9,79140
"G1800910","1940","Indiana","180","LaPorte","0910","Laporte",18534,16788,9344,7444,55.7,18534
"G1800930","1940","Indiana","180","Lawrence","0930","Lawrence",10116,9611,5081,4530,52.9,10116
"G1800950","1940","Indiana","180","Madison","0950","Madison",26178,25325,13601,11724,53.7,26178
"G1800970","1940","Indiana","180","Marion","0970","Marion",136877,131660,53971,77689,41.0,136877
"G1800990","1940","Indiana","180","Marshall","0990","Marshall",7952,7329,4505,2824,61.5,7952
"G1801010","1940","Indiana","180","Martin","1010","Martin",2704,2600,1725,875,66.3,2704
"G1801030","1940","Indiana","180","Miami","1030","Miami",8472,8168,4667,3501,57.1,8472
"G1801050","1940","Indiana","180","Monroe","1050","Monroe",10228,9981,5420,4561,54.3,10228
"G1801070","1940","Indiana","180","Montgomery","1070","Montgomery",8656,8305,4540,3765,54.7,8656
"G1801090","1940","Indiana","180","Morgan","1090","Morgan",5976,5690,3177,2513,55.8,5976
"G1801110","1940","Indiana","180","Newton","1110","Newton",3156,3022,1635,1387,54.1,3156
"G1801130","1940","Indiana","180","Noble","1130","Noble",7649,6598,4161,2437,63.1,7649
"G1801150","1940","Indiana","180","Ohio","1150","Ohio",1188,1118,693,425,62.0,1188
"G1801170","1940","Indiana","180","Orange","1170","Orange",5034,4748,3048,1700,64.2,5034
"G1801190","1940","Indiana","180","Owen","1190","Owen",3760,3478,2232,1246,64.2,3760
"G1801210","1940","Indiana","180","Parke","1210","Parke",5254,5016,2928,2088,58.4,5254
"G1801230","1940","Indiana","180","Perry","1230","Perry",4653,4533,2988,1545,65.9,4653
"G1801250","1940","Indiana","180","Pike","1250","Pike",4940,4759,2900,1859,60.9,4940
"G1801270","1940","Indiana","180","Porter","1270","Porter",8449,7703,4584,3119,59.5,8449
"G1801290","1940","Indiana","180","Posey","1290","Posey",5740,5437,2861,2576,52.6,5740
"G1801310","1940","Indiana","180","Pulaski","1310","Pulaski",3358,3216,1976,1240,61.4,3358
"G1801330","1940","Indiana","180","Putnam","1330","Putnam",6138,5886,3526,2360,59.9,6138
"G1801350","1940","Indiana","180","Randolph","1350","Randolph",8320,8066,4729,3337,58.6,8320
"G1801370","1940","Indiana","180","Ripley","1370","Ripley",5426,5213,3534,1679,67.8,5426
"G1801390","1940","Indiana","180","Rush","1390","Rush",5677,5465,2863,2602,52.4,5677
"G1801410","1940","Indiana","180","St Joseph","1410","St Joseph",44842,43804,24496,19308,55.9,44842
"G1801430","1940","Indiana","180","Scott","1430","Scott",2642,2550,1600,950,62.7,2642
"G1801450","1940","Indiana","180","Shelby","1450","Shelby",8353,7815,4427,3388,56.6,8353
"G1801470","1940","Indiana","180","Spencer","1470","Spencer",4605,4413,2599,1814,58.9,4605
"G1801490","1940","Indiana","180","Starke","1490","Starke",4025,3438,2183,1255,63.5,4025
"G1801510","1940","Indiana","180","Steuben","1510","Steuben",6332,4148,2685,1463,64.7,6332
"G1801530","1940","Indiana","180","Sullivan","1530","Sullivan",8163,7939,4912,3027,61.9,8163
"G1801550","1940","Indiana","180","Switzerland","1550","Switzerland",2562,2438,1515,923,62.1,2562
"G1801570","1940","Indiana","180","Tippecanoe","1570","Tippecanoe",14750,14305,6920,7385,48.4,14750
"G1801590","1940","Indiana","180","Tipton","1590","Tipton",4531,4385,2377,2008,54.2,4531
"G1801610","1940","Indiana","180","Union","1610","Union",1886,1793,972,821,54.2,1886
"G1801630","1940","Indiana","180","Vanderburgh","1630","Vanderburgh",36949,36227,15947,20280,44.0,36949
"G1801650","1940","Indiana","180","Vermillion","1650","Vermillion",6697,6506,3323,3183,51.1,6697
"G1801670","1940","Indiana","180","Vigo","1670","Vigo",31135,30080,14048,16032,46.7,31135
"G1801690","1940","Indiana","180","Wabash","1690","Wabash",7763,7561,4334,3227,57.3,7763
"G1801710","1940","Indiana","180","Warren","1710","Warren",2635,2529,1288,1241,50.9,2635
"G1801730","1940","Indiana","180","Warrick","1730","Warrick",5692,5433,3120,2313,57.4,5692
"G1801750","1940","Indiana","180","Washington","1750","Washington",4766,4662,3107,1555,66.6,4766
"G1801770","1940","Indiana","180","Wayne","1770","Wayne",16779,16456,8126,8330,49.4,16779
"G1801790","1940","Indiana","180","Wells","1790","Wells",5712,5537,3436,2101,62.1,5712
"G1801810","1940","Indiana","180","White","1810","White",5358,4873,2604,2269,53.4,5358
"G1801830","1940","Indiana","180","Whitley","1830","Whitley",5461,4934,3106,1828,63.0,5461
"G1900010","1940","Iowa","190","Adair","0010","Adair",3889,3763,1912,1851,50.8,3889
"G1900030","1940","Iowa","190","Adams","0030","Adams",3114,2930,1482,1448,50.6,3114
"G1900050","1940","Iowa","190","Allamakee","0050","Allamakee",4688,4500,2793,1707,62.1,4688
"G1900070","1940","Iowa","190","Appanoose","0070","Appanoose",7223,6975,3912,3063,56.1,7223
"G1900090","1940","Iowa","190","Audubon","0090","Audubon",3311,3225,1627,1598,50.4,3311
"G1900110","1940","Iowa","190","Benton","0110","Benton",6584,6435,3564,2871,55.4,6584
"G1900130","1940","Iowa","190","Black Hawk","0130","Black Hawk",23053,22621,12222,10399,54.0,23053
"G1900150","1940","Iowa","190","Boone","0150","Boone",8194,7917,4291,3626,54.2,8194
"G1900170","1940","Iowa","190","Bremer","0170","Bremer",5056,4962,2834,2128,57.1,5056
"G1900190","1940","Iowa","190","Buchanan","0190","Buchanan",5542,5348,2865,2483,53.6,5542
"G1900210","1940","Iowa","190","Buena Vista","0210","Buena Vista",5651,5483,2702,2781,49.3,5651
"G1900230","1940","Iowa","190","Butler","0230","Butler",5074,4983,2610,2373,52.4,5074
"G1900250","1940","Iowa","190","Calhoun","0250","Calhoun",5058,4864,2452,2412,50.4,5058
"G1900270","1940","Iowa","190","Carroll","0270","Carroll",5815,5697,2955,2742,51.9,5815
"G1900290","1940","Iowa","190","Cass","0290","Cass",5680,5465,2676,2789,49.0,5680
"G1900310","1940","Iowa","190","Cedar","0310","Cedar",4929,4845,2581,2264,53.3,4929
"G1900330","1940","Iowa","190","Cerro Gordo","0330","Cerro Gordo",12766,11693,5528,6165,47.3,12766
"G1900350","1940","Iowa","190","Cherokee","0350","Cherokee",4670,4606,2106,2500,45.7,4670
"G1900370","1940","Iowa","190","Chickasaw","0370","Chickasaw",4201,4110,2330,1780,56.7,4201
"G1900390","1940","Iowa","190","Clarke","0390","Clarke",3204,3047,1469,1578,48.2,3204
"G1900410","1940","Iowa","190","Clay","0410","Clay",5016,4902,2242,2660,45.7,5016
"G1900430","1940","Iowa","190","Clayton","0430","Clayton",6957,6650,3843,2807,57.8,6957
"G1900450","1940","Iowa","190","Clinton","0450","Clinton",12768,12443,7021,5422,56.4,12768
"G1900470","1940","Iowa","190","Crawford","0470","Crawford",5550,5361,2628,2733,49.0,5550
"G1900490","1940","Iowa","190","Dallas","0490","Dallas",7388,7178,3622,3556,50.5,7388
"G1900510","1940","Iowa","190","Davis","0510","Davis",3394,3207,1732,1475,54.0,3394
"G1900530","1940","Iowa","190","Decatur","0530","Decatur",4174,3970,2005,1965,50.5,4174
"G1900550","1940","Iowa","190","Delaware","0550","Delaware",5135,4903,2492,2411,50.8,5135
"G1900570","1940","Iowa","190","Des Moines","0570","Des Moines",11144,10875,6346,4529,58.4,11144
"G1900590","1940","Iowa","190","Dickinson","0590","Dickinson",5609,3294,1628,1666,49.4,5609
"G1900610","1940","Iowa","190","Dubuque","0610","Dubuque",16268,15915,7726,8189,48.5,16268
"G1900630","1940","Iowa","190","Emmet","0630","Emmet",3634,3548,1725,1823,48.6,3634
"G1900650","1940","Iowa","190","Fayette","0650","Fayette",8152,7919,4503,3416,56.9,8152
"G1900670","1940","Iowa","190","Floyd","0670","Floyd",5839,5706,2987,2719,52.3,5839
"G1900690","1940","Iowa","190","Franklin","0690","Franklin",4538,4446,2184,2262,49.1,4538
"G1900710","1940","Iowa","190","Fremont","0710","Fremont",4364,4143,1879,2264,45.4,4364
"G1900730","1940","Iowa","190","Greene","0730","Greene",4840,4725,2330,2395,49.3,4840
"G1900750","1940","Iowa","190","Grundy","0750","Grundy",3727,3703,1903,1800,51.4,3727
"G1900770","1940","Iowa","190","Guthrie","0770","Guthrie",5059,4889,2519,2370,51.5,5059
"G1900790","1940","Iowa","190","Hamilton","0790","Hamilton",5494,5380,2750,2630,51.1,5494
"G1900810","1940","Iowa","190","Hancock","0810","Hancock",4025,3965,2025,1940,51.1,4025
"G1900830","1940","Iowa","190","Hardin","0830","Hardin",6451,6301,3301,3000,52.4,6451
"G1900850","1940","Iowa","190","Harrison","0850","Harrison",6536,6143,2743,3400,44.7,6536
"G1900870","1940","Iowa","190","Henry","0870","Henry",5028,4856,2707,2149,55.7,5028
"G1900890","1940","Iowa","190","Howard","0890","Howard",3673,3592,1992,1600,55.5,3673
"G1900910","1940","Iowa","190","Humboldt","0910","Humboldt",3620,3565,1911,1654,53.6,3620
"G1900930","1940","Iowa","190","Ida","0930","Ida",3073,3024,1384,1640,45.8,3073
"G1900950","1940","Iowa","190","Iowa","0950","Iowa",4762,4662,2610,2052,56.0,4762
"G1900970","1940","Iowa","190","Jackson","0970","Jackson",5393,5198,3113,2085,59.9,5393
"G1900990","1940","Iowa","190","Jasper","0990","Jasper",9179,8847,4555,4292,51.5,9179
"G1901010","1940","Iowa","190","Jefferson","1010","Jefferson",4808,4641,2434,2207,52.4,4808
"G1901030","1940","Iowa","190","Johnson","1030","Johnson",9623,9356,4841,4515,51.7,9623
"G1901050","1940","Iowa","190","Jones","1050","Jones",5237,5144,2779,2365,54.0,5237
"G1901070","1940","Iowa","190","Keokuk","1070","Keokuk",5725,5520,3382,2138,61.3,5725
"G1901090","1940","Iowa","190","Kossuth","1090","Kossuth",6587,6511,3162,3349,48.6,6587
"G1901110","1940","Iowa","190","Lee","1110","Lee",12045,11425,6187,5238,54.2,12045
"G1901130","1940","Iowa","190","Linn","1130","Linn",27156,26378,14290,12088,54.2,27156
"G1901150","1940","Iowa","190","Louisa","1150","Louisa",3419,3265,1673,1592,51.2,3419
"G1901170","1940","Iowa","190","Lucas","1170","Lucas",4363,4187,2146,2041,51.3,4363
"G1901190","1940","Iowa","190","Lyon","1190","Lyon",3811,3772,1745,2027,46.3,3811
"G1901210","1940","Iowa","190","Madison","1210","Madison",4423,4215,2136,2079,50.7,4423
"G1901230","1940","Iowa","190","Mahaska","1230","Mahaska",7929,7696,4114,3582,53.5,7929
"G1901250","1940","Iowa","190","Marion","1250","Marion",7477,7299,3839,3460,52.6,7477
"G1901270","1940","Iowa","190","Marshall","1270","Marshall",9914,9702,4885,4817,50.4,9914
"G1901290","1940","Iowa","190","Mills","1290","Mills",3866,3662,1764,1898,48.2,3866
"G1901310","1940","Iowa","190","Mitchell","1310","Mitchell",3969,3833,2177,1656,56.8,3969
"G1901330","1940","Iowa","190","Monona","1330","Monona",5065,4861,2202,2659,45.3,5065
"G1901350","1940","Iowa","190","Monroe","1350","Monroe",4127,3964,2135,1829,53.9,4127
"G1901370","1940","Iowa","190","Montgomery","1370","Montgomery",4778,4606,2324,2282,50.5,4778
"G1901390","1940","Iowa","190","Muscatine","1390","Muscatine",9572,9259,4776,4483,51.6,9572
"G1901410","1940","Iowa","190","O Brien","1410","O Brien",5230,5185,2578,2607,49.7,5230
"G1901430","1940","Iowa","190","Osceola","1430","Osceola",2706,2689,1293,1396,48.1,2706
"G1901450","1940","Iowa","190","Page","1450","Page",6963,6678,3279,3399,49.1,6963
"G1901470","1940","Iowa","190","Palo Alto","1470","Palo Alto",4071,4009,1949,2060,48.6,4071
"G1901490","1940","Iowa","190","Plymouth","1490","Plymouth",6145,6001,2805,3196,46.7,6145
"G1901510","1940","Iowa","190","Pocahontas","1510","Pocahontas",4263,4204,2055,2149,48.9,4263
"G1901530","1940","Iowa","190","Polk","1530","Polk",58444,56516,28985,27531,51.3,58444
"G1901550","1940","Iowa","190","Pottawattamie","1550","Pottawattamie",19320,18471,9372,9099,50.7,19320
"G1901570","1940","Iowa","190","Poweshiek","1570","Poweshiek",5527,5368,2779,2589,51.8,5527
"G1901590","1940","Iowa","190","Ringgold","1590","Ringgold",3426,3264,1589,1675,48.7,3426
"G1901610","1940","Iowa","190","Sac","1610","Sac",5001,4763,2400,2363,50.4,5001
"G1901630","1940","Iowa","190","Scott","1630","Scott",24773,24166,11185,12981,46.3,24773
"G1901650","1940","Iowa","190","Shelby","1650","Shelby",4366,4255,2121,2134,49.8,4366
"G1901670","1940","Iowa","190","Sioux","1670","Sioux",6749,6647,3383,3264,50.9,6749
"G1901690","1940","Iowa","190","Story","1690","Story",9406,9286,4886,4400,52.6,9406
"G1901710","1940","Iowa","190","Tama","1710","Tama",6354,6237,3622,2615,58.1,6354
"G1901730","1940","Iowa","190","Taylor","1730","Taylor",4400,4176,2138,2038,51.2,4400
"G1901750","1940","Iowa","190","Union","1750","Union",5009,4848,2491,2357,51.4,5009
"G1901770","1940","Iowa","190","Van Buren","1770","Van Buren",3933,3702,2134,1568,57.6,3933
"G1901790","1940","Iowa","190","Wapello","1790","Wapello",13207,12834,7191,5643,56.0,13207
"G1901810","1940","Iowa","190","Warren","1810","Warren",5334,5110,2691,2419,52.7,5334
"G1901830","1940","Iowa","190","Washington","1830","Washington",5968,5746,3213,2533,55.9,5968
"G1901850","1940","Iowa","190","Wayne","1850","Wayne",4243,4016,2120,1896,52.8,4243
"G1901870","1940","Iowa","190","Webster","1870","Webster",11618,11374,5507,5867,48.4,11618
"G1901890","1940","Iowa","190","Winnebago","1890","Winnebago",3609,3555,1782,1773,50.1,3609
"G1901910","1940","Iowa","190","Winneshiek","1910","Winneshiek",5942,5807,3507,2300,60.4,5942
"G1901930","1940","Iowa","190","Woodbury","1930","Woodbury",29630,28394,11943,16451,42.1,29630
"G1901950","1940","Iowa","190","Worth","1950","Worth",3055,3006,1548,1458,51.5,3055
"G1901970","1940","Iowa","190","Wright","1970","Wright",5576,5442,2623,2819,48.2,5576
"G2000010","1940","Kansas","200","Allen","0010","Allen",6439,6020,3213,2807,53.4,6439
"G2000030","1940","Kansas","200","Anderson","0030","Anderson",3721,3404,1768,1636,51.9,3721
"G2000050","1940","Kansas","200","Atchison","0050","Atchison",6660,6217,3144,3073,50.6,6660
"G2000070","1940","Kansas","200","Barber","0070","Barber",2799,2574,1297,1277,50.4,2799
"G2000090","1940","Kansas","200","Barton","0090","Barton",7191,6790,3242,3548,47.7,7191
"G2000110","1940","Kansas","200","Bourbon","0110","Bourbon",6657,6354,3175,3179,50.0,6657
"G2000130","1940","Kansas","200","Brown","0130","Brown",5454,5080,2488,2592,49.0,5454
"G2000150","1940","Kansas","200","Butler","0150","Butler",9776,9210,4002,5208,43.5,9776
"G2000170","1940","Kansas","200","Chase","0170","Chase",1933,1835,924,911,50.4,1933
"G2000190","1940","Kansas","200","Chautauqua","0190","Chautauqua",2874,2685,1388,1297,51.7,2874
"G2000210","1940","Kansas","200","Cherokee","0210","Cherokee",8904,8656,4845,3811,56.0,8904
"G2000230","1940","Kansas","200","Cheyenne","0230","Cheyenne",1724,1590,876,714,55.1,1724
"G2000250","1940","Kansas","200","Clark","0250","Clark",1227,1107,565,542,51.0,1227
"G2000270","1940","Kansas","200","Clay","0270","Clay",4171,3964,2140,1824,54.0,4171
"G2000290","1940","Kansas","200","Cloud","0290","Cloud",5265,5001,2466,2535,49.3,5265
"G2000310","1940","Kansas","200","Coffey","0310","Coffey",3998,3679,1996,1683,54.3,3998
"G2000330","1940","Kansas","200","Comanche","0330","Comanche",1374,1241,616,625,49.6,1374
"G2000350","1940","Kansas","200","Cowley","0350","Cowley",11931,11102,4960,6142,44.7,11931
"G2000370","1940","Kansas","200","Crawford","0370","Crawford",14106,13614,7698,5916,56.5,14106
"G2000390","1940","Kansas","200","Decatur","0390","Decatur",2368,2062,1127,935,54.7,2368
"G2000410","1940","Kansas","200","Dickinson","0410","Dickinson",7107,6632,3627,3005,54.7,7107
