GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BV2001,BV2002,BV2003,BV2004,BV2005,BV2006
"G1901950","1940","Iowa","190","Worth","1950","Worth",5945,5453,25,26,0,0
"G1901970","1940","Iowa","190","Wright","1970","Wright",10284,9753,0,0,1,0
"G2000010","1940","Kansas","200","Allen","0010","Allen",9683,9677,246,267,0,1
"G2000030","1940","Kansas","200","Anderson","0030","Anderson",5922,5676,27,28,5,0
"G2000050","1940","Kansas","200","Atchison","0050","Atchison",10211,10324,842,844,1,0
"G2000070","1940","Kansas","200","Barber","0070","Barber",4556,4496,9,8,3,1
"G2000090","1940","Kansas","200","Barton","0090","Barton",12338,12189,259,220,2,2
"G2000110","1940","Kansas","200","Bourbon","0110","Bourbon",10108,10014,389,432,0,1
"G2000130","1940","Kansas","200","Brown","0130","Brown",8485,8465,157,134,83,71
"G2000150","1940","Kansas","200","Butler","0150","Butler",16134,15601,133,126,9,10
"G2000170","1940","Kansas","200","Chase","0170","Chase",3199,3089,23,28,3,3
"G2000190","1940","Kansas","200","Chautauqua","0190","Chautauqua",4716,4418,46,41,8,4
"G2000210","1940","Kansas","200","Cherokee","0210","Cherokee",14836,14498,229,232,13,9
"G2000230","1940","Kansas","200","Cheyenne","0230","Cheyenne",3192,3029,0,0,0,0
"G2000250","1940","Kansas","200","Clark","0250","Clark",2122,1953,4,2,0,0
"G2000270","1940","Kansas","200","Clay","0270","Clay",6565,6663,26,27,0,0
"G2000290","1940","Kansas","200","Cloud","0290","Cloud",8561,8658,18,10,0,0
"G2000310","1940","Kansas","200","Coffey","0310","Coffey",6231,6031,8,7,0,1
"G2000330","1940","Kansas","200","Comanche","0330","Comanche",2253,2159,0,0,0,0
"G2000350","1940","Kansas","200","Cowley","0350","Cowley",18356,18793,460,466,37,27
"G2000370","1940","Kansas","200","Crawford","0370","Crawford",21688,21739,356,407,1,0
"G2000390","1940","Kansas","200","Decatur","0390","Decatur",3771,3663,0,0,0,0
"G2000410","1940","Kansas","200","Dickinson","0410","Dickinson",11311,11363,131,117,4,3
"G2000430","1940","Kansas","200","Doniphan","0430","Doniphan",6414,5917,301,286,7,11
"G2000450","1940","Kansas","200","Douglas","0450","Douglas",11372,12143,772,827,33,24
"G2000470","1940","Kansas","200","Edwards","0470","Edwards",3197,3153,15,12,0,0
"G2000490","1940","Kansas","200","Elk","0490","Elk",4196,3984,0,0,0,0
"G2000510","1940","Kansas","200","Ellis","0510","Ellis",8728,8730,24,24,1,1
"G2000530","1940","Kansas","200","Ellsworth","0530","Ellsworth",4950,4831,32,41,1,0
"G2000550","1940","Kansas","200","Finney","0550","Finney",5021,4842,107,122,0,0
"G2000570","1940","Kansas","200","Ford","0570","Ford",8483,8512,117,131,6,5
"G2000590","1940","Kansas","200","Franklin","0590","Franklin",10386,9971,236,234,40,22
"G2000610","1940","Kansas","200","Geary","0610","Geary",7735,6206,734,508,12,27
"G2000630","1940","Kansas","200","Gove","0630","Gove",2503,2273,8,9,0,0
"G2000650","1940","Kansas","200","Graham","0650","Graham",2951,2755,190,175,0,0
"G2000670","1940","Kansas","200","Grant","0670","Grant",1011,933,2,0,0,0
"G2000690","1940","Kansas","200","Gray","0690","Gray",2436,2319,9,9,0,0
"G2000710","1940","Kansas","200","Greeley","0710","Greeley",865,773,0,0,0,0
"G2000730","1940","Kansas","200","Greenwood","0730","Greenwood",8457,8010,5,10,5,8
"G2000750","1940","Kansas","200","Hamilton","0750","Hamilton",1404,1234,2,5,0,0
"G2000770","1940","Kansas","200","Harper","0770","Harper",6020,5995,30,23,0,0
"G2000790","1940","Kansas","200","Harvey","0790","Harvey",10352,10904,205,250,1,0
"G2000810","1940","Kansas","200","Haskell","0810","Haskell",1067,1021,0,0,0,0
"G2000830","1940","Kansas","200","Hodgeman","0830","Hodgeman",1838,1670,16,11,0,0
"G2000850","1940","Kansas","200","Jackson","0850","Jackson",6739,6238,28,25,183,169
"G2000870","1940","Kansas","200","Jefferson","0870","Jefferson",6478,6055,103,81,0,1
"G2000890","1940","Kansas","200","Jewell","0890","Jewell",6093,5872,3,2,0,0
"G2000910","1940","Kansas","200","Johnson","0910","Johnson",16370,16156,366,429,4,2
"G2000930","1940","Kansas","200","Kearny","0930","Kearny",1374,1148,1,2,0,0
"G2000950","1940","Kansas","200","Kingman","0950","Kingman",6095,5888,11,7,0,0
"G2000970","1940","Kansas","200","Kiowa","0970","Kiowa",2604,2508,0,0,0,0
"G2000990","1940","Kansas","200","Labette","0990","Labette",13981,14667,806,880,8,10
"G2001010","1940","Kansas","200","Lane","1010","Lane",1451,1368,1,1,0,0
"G2001030","1940","Kansas","200","Leavenworth","1030","Leavenworth",21722,14840,2905,1575,64,6
"G2001050","1940","Kansas","200","Lincoln","1050","Lincoln",4261,4070,5,1,1,0
"G2001070","1940","Kansas","200","Linn","1070","Linn",6020,5769,95,85,0,0
"G2001090","1940","Kansas","200","Logan","1090","Logan",1801,1748,69,70,0,0
"G2001110","1940","Kansas","200","Lyon","1110","Lyon",12648,13119,335,300,14,8
"G2001130","1940","Kansas","200","McPherson","1130","Mcpherson",12068,12042,10,11,11,10
"G2001150","1940","Kansas","200","Marion","1150","Marion",9577,9342,16,14,1,1
"G2001170","1940","Kansas","200","Marshall","1170","Marshall",10755,10180,21,29,0,1
"G2001190","1940","Kansas","200","Meade","1190","Meade",2777,2689,23,30,2,1
"G2001210","1940","Kansas","200","Miami","1210","Miami",9341,9430,348,362,3,5
"G2001230","1940","Kansas","200","Mitchell","1230","Mitchell",5650,5665,1,19,0,4
"G2001250","1940","Kansas","200","Montgomery","1250","Montgomery",22655,23306,1799,1907,27,35
"G2001270","1940","Kansas","200","Morris","1270","Morris",5204,5011,90,58,0,0
"G2001290","1940","Kansas","200","Morton","1290","Morton",1133,1050,3,0,0,0
"G2001310","1940","Kansas","200","Nemaha","1310","Nemaha",8494,8196,37,34,0,0
"G2001330","1940","Kansas","200","Neosho","1330","Neosho",10876,10884,232,216,1,1
"G2001350","1940","Kansas","200","Ness","1350","Ness",3564,3299,1,0,0,0
"G2001370","1940","Kansas","200","Norton","1370","Norton",4877,4926,15,11,2,0
"G2001390","1940","Kansas","200","Osage","1390","Osage",7796,7241,44,37,0,0
"G2001410","1940","Kansas","200","Osborne","1410","Osborne",4940,4879,11,5,0,0
"G2001430","1940","Kansas","200","Ottawa","1430","Ottawa",4665,4529,19,11,0,0
"G2001450","1940","Kansas","200","Pawnee","1450","Pawnee",5211,4925,101,63,0,0
"G2001470","1940","Kansas","200","Phillips","1470","Phillips",5285,5113,18,19,0,0
"G2001490","1940","Kansas","200","Pottawatomie","1490","Pottawatomie",7329,6612,23,18,14,19
"G2001510","1940","Kansas","200","Pratt","1510","Pratt",6018,6003,162,162,0,3
"G2001530","1940","Kansas","200","Rawlins","1530","Rawlins",3457,3161,0,0,0,0
"G2001550","1940","Kansas","200","Reno","1550","Reno",25608,25634,507,400,13,3
"G2001570","1940","Kansas","200","Republic","1570","Republic",6781,6343,0,0,0,0
"G2001590","1940","Kansas","200","Rice","1590","Rice",8674,8411,69,54,2,3
"G2001610","1940","Kansas","200","Riley","1610","Riley",10006,10181,200,229,1,0
"G2001630","1940","Kansas","200","Rooks","1630","Rooks",4304,4119,43,31,0,0
"G2001650","1940","Kansas","200","Rush","1650","Rush",4214,4052,12,7,0,0
"G2001670","1940","Kansas","200","Russell","1670","Russell",6829,6588,21,26,0,0
"G2001690","1940","Kansas","200","Saline","1690","Saline",14273,14699,267,279,11,6
"G2001710","1940","Kansas","200","Scott","1710","Scott",1962,1809,1,1,0,0
"G2001730","1940","Kansas","200","Sedgwick","1730","Sedgwick",66656,70699,2814,3046,74,22
"G2001750","1940","Kansas","200","Seward","1750","Seward",3282,3202,22,25,4,5
"G2001770","1940","Kansas","200","Shawnee","1770","Shawnee",40397,44091,3204,3486,39,30
"G2001790","1940","Kansas","200","Sheridan","1790","Sheridan",2794,2508,6,4,0,0
"G2001810","1940","Kansas","200","Sherman","1810","Sherman",3279,3141,0,0,1,0
"G2001830","1940","Kansas","200","Smith","1830","Smith",5436,5146,0,0,0,0
"G2001850","1940","Kansas","200","Stafford","1850","Stafford",5273,5183,14,10,3,4
"G2001870","1940","Kansas","200","Stanton","1870","Stanton",749,694,0,0,0,0
"G2001890","1940","Kansas","200","Stevens","1890","Stevens",1579,1503,64,47,0,0
"G2001910","1940","Kansas","200","Sumner","1910","Sumner",12967,12891,154,149,1,1
"G2001930","1940","Kansas","200","Thomas","1930","Thomas",3317,3101,5,2,0,0
"G2001950","1940","Kansas","200","Trego","1950","Trego",2986,2807,12,17,0,0
"G2001970","1940","Kansas","200","Wabaunsee","1970","Wabaunsee",4657,4233,184,143,2,0
"G2001990","1940","Kansas","200","Wallace","1990","Wallace",1148,1007,32,29,0,0
"G2002010","1940","Kansas","200","Washington","2010","Washington",8187,7730,2,2,0,0
"G2002030","1940","Kansas","200","Wichita","2030","Wichita",1133,1045,5,2,0,0
"G2002050","1940","Kansas","200","Wilson","2050","Wilson",8868,8770,44,37,2,2
"G2002070","1940","Kansas","200","Woodson","2070","Woodson",4071,3927,3,3,4,6
"G2002090","1940","Kansas","200","Wyandotte","2090","Wyandotte",60732,61284,10897,12120,26,12
"G2100010","1940","Kentucky","210","Adair","0010","Adair",8936,8527,539,564,0,0
"G2100030","1940","Kentucky","210","Allen","0030","Allen",7644,7484,181,187,0,0
"G2100050","1940","Kentucky","210","Anderson","0050","Anderson",4299,4137,250,250,0,0
"G2100070","1940","Kentucky","210","Ballard","0070","Ballard",4509,4201,403,367,0,0
"G2100090","1940","Kentucky","210","Barren","0090","Barren",12529,12304,1331,1395,0,0
"G2100110","1940","Kentucky","210","Bath","0110","Bath",5473,5214,375,389,0,0
"G2100130","1940","Kentucky","210","Bell","0130","Bell",21193,21004,780,833,2,0
"G2100150","1940","Kentucky","210","Boone","0150","Boone",5480,5031,166,141,0,2
"G2100170","1940","Kentucky","210","Bourbon","0170","Bourbon",7485,7244,1587,1616,0,0
"G2100190","1940","Kentucky","210","Boyd","0190","Boyd",22285,22761,444,435,7,6
"G2100210","1940","Kentucky","210","Boyle","0210","Boyle",7204,7040,1403,1428,0,0
"G2100230","1940","Kentucky","210","Bracken","0230","Bracken",4674,4492,109,113,0,1
"G2100250","1940","Kentucky","210","Breathitt","0250","Breathitt",12207,11611,60,68,0,0
"G2100270","1940","Kentucky","210","Breckinridge","0270","Breckinridge",8662,8284,417,381,0,0
"G2100290","1940","Kentucky","210","Bullitt","0290","Bullitt",4795,4418,154,144,0,0
"G2100310","1940","Kentucky","210","Butler","0310","Butler",7254,6845,139,133,0,0
"G2100330","1940","Kentucky","210","Caldwell","0330","Caldwell",6558,6477,695,769,0,0
"G2100350","1940","Kentucky","210","Calloway","0350","Calloway",9094,9007,461,479,0,0
"G2100370","1940","Kentucky","210","Campbell","0370","Campbell",35496,35346,571,500,2,3
"G2100390","1940","Kentucky","210","Carlisle","0390","Carlisle",3766,3666,108,110,0,0
"G2100410","1940","Kentucky","210","Carroll","0410","Carroll",4283,4065,164,145,0,0
"G2100430","1940","Kentucky","210","Carter","0430","Carter",13154,12342,25,23,1,0
"G2100450","1940","Kentucky","210","Casey","0450","Casey",10143,9740,40,38,0,1
"G2100470","1940","Kentucky","210","Christian","0470","Christian",12604,12546,5392,5586,0,1
"G2100490","1940","Kentucky","210","Clark","0490","Clark",7805,7747,1215,1221,0,0
"G2100510","1940","Kentucky","210","Clay","0510","Clay",12218,11290,191,202,0,0
"G2100530","1940","Kentucky","210","Clinton","0530","Clinton",5212,5014,28,24,0,1
"G2100550","1940","Kentucky","210","Crittenden","0550","Crittenden",5987,5891,109,127,1,0
"G2100570","1940","Kentucky","210","Cumberland","0570","Cumberland",5683,5460,397,383,0,0
"G2100590","1940","Kentucky","210","Daviess","0590","Daviess",23976,24852,1694,1813,0,0
"G2100610","1940","Kentucky","210","Edmonson","0610","Edmonson",5733,5457,83,71,0,0
"G2100630","1940","Kentucky","210","Elliott","0630","Elliott",4477,4236,0,0,0,0
"G2100650","1940","Kentucky","210","Estill","0650","Estill",9090,8786,48,54,0,0
"G2100670","1940","Kentucky","210","Fayette","0670","Fayette",30726,31466,8238,8431,36,2
"G2100690","1940","Kentucky","210","Fleming","0690","Fleming",6472,6304,287,264,0,0
"G2100710","1940","Kentucky","210","Floyd","0710","Floyd",26665,25340,507,474,0,0
"G2100730","1940","Kentucky","210","Franklin","0730","Franklin",10582,10555,1014,1154,2,1
"G2100750","1940","Kentucky","210","Fulton","0750","Fulton",6210,6160,1528,1514,1,0
"G2100770","1940","Kentucky","210","Gallatin","0770","Gallatin",2162,2006,72,67,0,0
"G2100790","1940","Kentucky","210","Garrard","0790","Garrard",5361,5164,680,705,0,0
"G2100810","1940","Kentucky","210","Grant","0810","Grant",5064,4669,74,69,0,0
"G2100830","1940","Kentucky","210","Graves","0830","Graves",14864,14890,981,1028,0,0
"G2100850","1940","Kentucky","210","Grayson","0850","Grayson",8895,8561,51,55,0,0
"G2100870","1940","Kentucky","210","Green","0870","Green",5917,5501,447,456,0,0
"G2100890","1940","Kentucky","210","Greenup","0890","Greenup",12696,12051,85,85,0,0
"G2100910","1940","Kentucky","210","Hancock","0910","Hancock",3361,3196,114,135,1,0
"G2100930","1940","Kentucky","210","Hardin","0930","Hardin",16598,11305,626,570,9,0
"G2100950","1940","Kentucky","210","Harlan","0950","Harlan",34885,32852,3979,3555,4,0
"G2100970","1940","Kentucky","210","Harrison","0970","Harrison",7171,7010,472,469,2,0
"G2100990","1940","Kentucky","210","Hart","0990","Hart",8160,7477,804,798,0,0
"G2101010","1940","Kentucky","210","Henderson","1010","Henderson",11434,11395,2071,2118,2,0
"G2101030","1940","Kentucky","210","Henry","1030","Henry",5721,5480,477,542,0,0
"G2101050","1940","Kentucky","210","Hickman","1050","Hickman",4185,3942,520,495,0,0
"G2101070","1940","Kentucky","210","Hopkins","1070","Hopkins",16810,16580,2175,2223,1,0
"G2101090","1940","Kentucky","210","Jackson","1090","Jackson",8257,8061,13,8,0,0
"G2101110","1940","Kentucky","210","Jefferson","1110","Jefferson",161339,172835,24351,26815,32,20
"G2101130","1940","Kentucky","210","Jessamine","1130","Jessamine",5335,5257,789,791,1,1
"G2101150","1940","Kentucky","210","Johnson","1150","Johnson",13056,12701,8,6,0,0
"G2101170","1940","Kentucky","210","Kenton","1170","Kenton",43393,46217,1701,1822,5,1
"G2101190","1940","Kentucky","210","Knott","1190","Knott",10022,9717,142,126,0,0
"G2101210","1940","Kentucky","210","Knox","1210","Knox",15456,14953,326,293,0,1
"G2101230","1940","Kentucky","210","Larue","1230","Larue",4546,4552,267,257,0,0
"G2101250","1940","Kentucky","210","Laurel","1250","Laurel",12897,12399,176,168,0,0
"G2101270","1940","Kentucky","210","Lawrence","1270","Lawrence",8819,8361,50,45,0,0
"G2101290","1940","Kentucky","210","Lee","1290","Lee",5530,5231,50,49,0,0
"G2101310","1940","Kentucky","210","Leslie","1310","Leslie",7625,7331,12,13,0,0
"G2101330","1940","Kentucky","210","Letcher","1330","Letcher",19795,18739,1073,985,0,0
"G2101350","1940","Kentucky","210","Lewis","1350","Lewis",8146,7510,18,12,0,0
"G2101370","1940","Kentucky","210","Lincoln","1370","Lincoln",9239,9068,783,769,0,0
"G2101390","1940","Kentucky","210","Livingston","1390","Livingston",4591,4312,124,100,0,0
"G2101410","1940","Kentucky","210","Logan","1410","Logan",10238,9789,1662,1656,0,0
"G2101430","1940","Kentucky","210","Lyon","1430","Lyon",4369,3454,980,263,1,0
"G2101450","1940","Kentucky","210","McCracken","1450","Mccracken",20522,21029,3324,3657,2,0
"G2101470","1940","Kentucky","210","McCreary","1470","Mccreary",8389,8024,17,21,0,0
"G2101490","1940","Kentucky","210","McLean","1490","Mclean",5822,5377,125,122,0,0
"G2101510","1940","Kentucky","210","Madison","1510","Madison",12490,12523,1720,1804,2,2
"G2101530","1940","Kentucky","210","Magoffin","1530","Magoffin",8947,8515,17,11,0,0
"G2101550","1940","Kentucky","210","Marion","1550","Marion",7700,7762,712,739,0,0
"G2101570","1940","Kentucky","210","Marshall","1570","Marshall",8609,7837,94,61,0,1
"G2101590","1940","Kentucky","210","Martin","1590","Martin",5663,5307,0,0,0,0
"G2101610","1940","Kentucky","210","Mason","1610","Mason",8470,8499,1067,1030,0,0
"G2101630","1940","Kentucky","210","Meade","1630","Meade",4347,4114,186,180,0,0
"G2101650","1940","Kentucky","210","Menifee","1650","Menifee",2978,2689,16,8,0,0
"G2101670","1940","Kentucky","210","Mercer","1670","Mercer",6682,6674,622,651,0,0
"G2101690","1940","Kentucky","210","Metcalfe","1690","Metcalfe",5284,5033,257,279,0,0
"G2101710","1940","Kentucky","210","Monroe","1710","Monroe",6997,6623,216,234,0,0
"G2101730","1940","Kentucky","210","Montgomery","1730","Montgomery",5316,5342,784,838,0,0
"G2101750","1940","Kentucky","210","Morgan","1750","Morgan",8633,8192,2,0,0,0
"G2101770","1940","Kentucky","210","Muhlenberg","1770","Muhlenberg",17962,17371,1100,1121,0,0
"G2101790","1940","Kentucky","210","Nelson","1790","Nelson",8307,7960,874,863,0,0
"G2101810","1940","Kentucky","210","Nicholas","1810","Nicholas",4225,3896,245,251,0,0
"G2101830","1940","Kentucky","210","Ohio","1830","Ohio",12281,11476,313,351,0,0
"G2101850","1940","Kentucky","210","Oldham","1850","Oldham",5862,3553,970,331,0,0
"G2101870","1940","Kentucky","210","Owen","1870","Owen",5462,5027,244,209,0,0
"G2101890","1940","Kentucky","210","Owsley","1890","Owsley",4623,4283,30,21,0,0
"G2101910","1940","Kentucky","210","Pendleton","1910","Pendleton",5300,4920,103,69,0,0
"G2101930","1940","Kentucky","210","Perry","1930","Perry",23407,22358,1100,963,0,0
"G2101950","1940","Kentucky","210","Pike","1950","Pike",35740,34368,535,474,3,2
"G2101970","1940","Kentucky","210","Powell","1970","Powell",3877,3569,119,106,0,0
"G2101990","1940","Kentucky","210","Pulaski","1990","Pulaski",19899,19149,388,426,1,0
"G2102010","1940","Kentucky","210","Robertson","2010","Robertson",1765,1614,23,17,0,0
"G2102030","1940","Kentucky","210","Rockcastle","2030","Rockcastle",8780,8356,13,16,0,0
"G2102050","1940","Kentucky","210","Rowan","2050","Rowan",6529,6189,8,8,0,0
"G2102070","1940","Kentucky","210","Russell","2070","Russell",6844,6531,116,124,0,0
"G2102090","1940","Kentucky","210","Scott","2090","Scott",6172,6018,1063,1061,0,0
"G2102110","1940","Kentucky","210","Shelby","2110","Shelby",7803,7398,1256,1302,0,0
"G2102130","1940","Kentucky","210","Simpson","2130","Simpson",5016,5005,850,881,0,0
"G2102150","1940","Kentucky","210","Spencer","2150","Spencer",3286,2991,241,239,0,0
"G2102170","1940","Kentucky","210","Taylor","2170","Taylor",6274,6133,582,567,0,0
"G2102190","1940","Kentucky","210","Todd","2190","Todd",5537,5485,1576,1636,0,0
"G2102210","1940","Kentucky","210","Trigg","2210","Trigg",5440,5223,1097,1024,0,0
"G2102230","1940","Kentucky","210","Trimble","2230","Trimble",2916,2663,10,12,0,0
"G2102250","1940","Kentucky","210","Union","2250","Union",7874,7434,1062,1041,0,0
"G2102270","1940","Kentucky","210","Warren","2270","Warren",15859,16038,2265,2463,2,4
"G2102290","1940","Kentucky","210","Washington","2290","Washington",5889,5792,652,631,1,0
"G2102310","1940","Kentucky","210","Wayne","2310","Wayne",8470,8271,225,238,0,0
"G2102330","1940","Kentucky","210","Webster","2330","Webster",8318,8184,1344,1352,0,0
"G2102350","1940","Kentucky","210","Whitley","2350","Whitley",16504,16317,199,166,0,0
"G2102370","1940","Kentucky","210","Wolfe","2370","Wolfe",5087,4903,4,3,0,0
"G2102390","1940","Kentucky","210","Woodford","2390","Woodford",4968,4875,1014,990,0,0
"G2200010","1940","Louisiana","220","Acadia","0010","Acadia",19044,18897,4071,4248,0,0
"G2200030","1940","Louisiana","220","Allen","0030","Allen",6555,6431,2238,2183,71,62
"G2200050","1940","Louisiana","220","Ascension","0050","Ascension",6787,6480,3905,4043,0,0
"G2200070","1940","Louisiana","220","Assumption","0070","Assumption",5534,5476,3801,3729,0,1
"G2200090","1940","Louisiana","220","Avoyelles","0090","Avoyelles",14579,14098,5248,5308,13,10
"G2200110","1940","Louisiana","220","Beauregard","0110","Beauregard",6221,6015,1282,1311,11,7
"G2200130","1940","Louisiana","220","Bienville","0130","Bienville",6413,6029,5796,5695,0,0
"G2200150","1940","Louisiana","220","Bossier","0150","Bossier",9467,7028,8305,8349,9,4
"G2200170","1940","Louisiana","220","Caddo","0170","Caddo",42405,43958,29741,34052,34,13
"G2200190","1940","Louisiana","220","Calcasieu","0190","Calcasieu",21052,20492,7346,7606,7,3
"G2200210","1940","Louisiana","220","Caldwell","0210","Caldwell",4353,4197,1740,1756,0,0
"G2200230","1940","Louisiana","220","Cameron","0230","Cameron",3408,3125,367,303,0,0
"G2200250","1940","Louisiana","220","Catahoula","0250","Catahoula",4868,4405,2651,2694,0,0
"G2200270","1940","Louisiana","220","Claiborne","0270","Claiborne",6394,6376,8474,8609,0,2
"G2200290","1940","Louisiana","220","Concordia","0290","Concordia",2523,2264,4761,5006,5,3
"G2200310","1940","Louisiana","220","De Soto","0310","De Soto",5893,5795,9856,10258,0,1
"G2200330","1940","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",26966,27808,15629,18005,5,2
"G2200350","1940","Louisiana","220","East Carroll","0350","East Carroll",3269,2963,6285,6499,7,0
"G2200370","1940","Louisiana","220","East Feliciana","0370","East Feliciana",3203,3184,5768,5881,2,1
"G2200390","1940","Louisiana","220","Evangeline","0390","Evangeline",12153,11345,3507,3492,0,0
"G2200410","1940","Louisiana","220","Franklin","0410","Franklin",10137,9616,6298,6330,1,0
"G2200430","1940","Louisiana","220","Grant","0430","Grant",6223,5731,1988,1991,0,0
"G2200450","1940","Louisiana","220","Iberia","0450","Iberia",11994,11741,6630,6817,1,0
"G2200470","1940","Louisiana","220","Iberville","0470","Iberville",6880,6632,7201,6970,34,4
"G2200490","1940","Louisiana","220","Jackson","0490","Jackson",6179,6015,2723,2889,1,0
"G2200510","1940","Louisiana","220","Jefferson","0510","Jefferson",21209,20625,4161,4314,83,35
"G2200530","1940","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",9255,8919,2987,3028,1,1
"G2200550","1940","Louisiana","220","Lafayette","0550","Lafayette",14760,15078,6899,7199,5,0
"G2200570","1940","Louisiana","220","Lafourche","0570","Lafourche",16538,16121,2893,2742,168,153
"G2200590","1940","Louisiana","220","La Salle","0590","La Salle",4880,4707,680,657,22,13
"G2200610","1940","Louisiana","220","Lincoln","0610","Lincoln",6799,6752,5455,5784,0,0
"G2200630","1940","Louisiana","220","Livingston","0630","Livingston",8021,7129,1354,1285,1,0
"G2200650","1940","Louisiana","220","Madison","0650","Madison",2966,2689,6412,6363,10,3
"G2200670","1940","Louisiana","220","Morehouse","0670","Morehouse",5790,5642,7853,8276,8,2
"G2200690","1940","Louisiana","220","Natchitoches","0690","Natchitoches",10604,10406,9933,10013,20,21
"G2200710","1940","Louisiana","220","Orleans","0710","Orleans",164966,179809,68829,80205,482,246
"G2200730","1940","Louisiana","220","Ouachita","0730","Ouachita",19135,19006,9910,11110,5,2
"G2200750","1940","Louisiana","220","Plaquemines","0750","Plaquemines",3704,3160,2782,2628,36,8
"G2200770","1940","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",5347,5101,6740,6816,0,0
"G2200790","1940","Louisiana","220","Rapides","0790","Rapides",23129,23329,12920,13979,9,4
"G2200810","1940","Louisiana","220","Red River","0810","Red River",3990,3893,3911,4076,5,6
"G2200830","1940","Louisiana","220","Richland","0830","Richland",8130,7638,6457,6600,3,1
"G2200850","1940","Louisiana","220","Sabine","0850","Sabine",9643,9183,2396,2364,0,0
"G2200870","1940","Louisiana","220","St Bernard","0870","St Bernard",3041,2813,695,710,17,4
"G2200890","1940","Louisiana","220","St Charles","0890","St Charles",4235,4177,1940,1969,0,0
"G2200910","1940","Louisiana","220","St Helena","0910","St Helena",2341,2153,2514,2534,0,0
"G2200930","1940","Louisiana","220","St James","0930","St James",4245,4123,4137,4091,0,0
"G2200950","1940","Louisiana","220","St John The Baptist","0950","St John The Baptist",3982,3908,3503,3373,0,0
"G2200970","1940","Louisiana","220","St Landry","0970","St Landry",19001,18659,16755,17060,4,2
"G2200990","1940","Louisiana","220","St Martin","0990","St Martin",8453,8290,4916,4735,0,0
"G2201010","1940","Louisiana","220","St Mary","1010","St Mary",8715,8437,7164,7078,32,32
"G2201030","1940","Louisiana","220","St Tammany","1030","St Tammany",8260,8056,3581,3722,1,4
"G2201050","1940","Louisiana","220","Tangipahoa","1050","Tangipahoa",15346,15130,7488,7554,1,0
"G2201070","1940","Louisiana","220","Tensas","1070","Tensas",2473,2269,5466,5728,4,0
"G2201090","1940","Louisiana","220","Terrebonne","1090","Terrebonne",13261,12736,4430,4393,558,502
"G2201110","1940","Louisiana","220","Union","1110","Union",7083,6600,3642,3617,1,0
"G2201130","1940","Louisiana","220","Vermilion","1130","Vermilion",16556,16150,2517,2526,0,1
"G2201150","1940","Louisiana","220","Vernon","1150","Vernon",8564,8158,1220,1200,0,0
"G2201170","1940","Louisiana","220","Washington","1170","Washington",12021,11605,5285,5529,1,2
"G2201190","1940","Louisiana","220","Webster","1190","Webster",9981,9448,6972,7274,1,0
"G2201210","1940","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",2246,2158,3412,3447,0,0
"G2201230","1940","Louisiana","220","West Carroll","1230","West Carroll",7839,7162,2143,2105,1,2
"G2201250","1940","Louisiana","220","West Feliciana","1250","West Feliciana",1835,930,5289,3665,1,0
"G2201270","1940","Louisiana","220","Winn","1270","Winn",6535,6110,2070,2208,0,0
"G2300010","1940","Maine","230","Androscoggin","0010","Androscoggin",37352,39275,11,15,19,7
"G2300030","1940","Maine","230","Aroostook","0030","Aroostook",48517,45689,19,9,116,86
"G2300050","1940","Maine","230","Cumberland","0050","Cumberland",71576,73948,225,187,43,21
"G2300070","1940","Maine","230","Franklin","0070","Franklin",10225,9662,1,0,6,2
"G2300090","1940","Maine","230","Hancock","0090","Hancock",16392,16014,2,2,7,5
"G2300110","1940","Maine","230","Kennebec","0110","Kennebec",38380,38731,67,31,15,7
"G2300130","1940","Maine","230","Knox","0130","Knox",13570,13547,39,19,11,5
"G2300150","1940","Maine","230","Lincoln","0150","Lincoln",8266,8025,2,1,0,0
"G2300170","1940","Maine","230","Oxford","0170","Oxford",22066,20557,21,14,2,2
"G2300190","1940","Maine","230","Penobscot","0190","Penobscot",48197,48199,141,129,249,189
"G2300210","1940","Maine","230","Piscataquis","0210","Piscataquis",9509,8948,1,1,6,2
"G2300230","1940","Maine","230","Sagadahoc","0230","Sagadahoc",9481,9345,148,138,6,5
"G2300250","1940","Maine","230","Somerset","0250","Somerset",19570,18635,6,2,15,17
"G2300270","1940","Maine","230","Waldo","0270","Waldo",10848,10302,4,0,4,1
"G2300290","1940","Maine","230","Washington","0290","Washington",19069,18182,10,6,252,248
"G2300310","1940","Maine","230","York","0310","York",41309,41157,28,25,18,13
"G2400010","1940","Maryland","240","Allegany","0010","Allegany",42532,43119,671,649,1,1
"G2400030","1940","Maryland","240","Anne Arundel","0030","Anne Arundel",27911,22613,9363,8400,63,25
"G2400050","1940","Maryland","240","Baltimore","0050","Baltimore",74043,71252,5495,5009,18,8
"G2400090","1940","Maryland","240","Calvert","0090","Calvert",2881,2723,2499,2381,0,0
"G2400110","1940","Maryland","240","Caroline","0110","Caroline",7164,6938,1831,1611,2,3
"G2400130","1940","Maryland","240","Carroll","0130","Carroll",18418,18555,1074,1004,2,1
