GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AZ8AA1980,AZ8AB1980,AZ8AC1980,AZ8AD1980,AZ8AE1980,AZ8AF1980,AZ8AG1980,AZ8AH1980,AZ8AI1980,AZ8AJ1980
"G2801170","1980","Mississippi","28","280","Prentiss County","117","1170","PRENTISS",10309,1213,34,0,,11070,1366,24,0,
"G2801190","1980","Mississippi","28","280","Quitman County","119","1190","QUITMAN",2686,3363,0,13,,2840,3711,0,18,
"G2801210","1980","Mississippi","28","280","Rankin County","121","1210","RANKIN",27607,6158,54,51,,28632,6773,49,59,
"G2801230","1980","Mississippi","28","280","Scott County","123","1230","SCOTT",7815,4088,0,0,,8091,4515,0,0,
"G2801250","1980","Mississippi","28","280","Sharkey County","125","1250","SHARKEY",1338,2468,0,0,,1392,2761,0,0,
"G2801270","1980","Mississippi","28","280","Simpson County","127","1270","SIMPSON",7829,3409,0,0,,8396,3798,0,0,
"G2801290","1980","Mississippi","28","280","Smith County","129","1290","SMITH",5787,1584,12,0,,6066,1605,18,0,
"G2801310","1980","Mississippi","28","280","Stone County","131","1310","STONE",3684,1052,9,0,,3760,1143,25,0,
"G2801330","1980","Mississippi","28","280","Sunflower County","133","1330","SUNFLOWER",6519,10826,0,58,,6570,10765,0,80,
"G2801350","1980","Mississippi","28","280","Tallahatchie County","135","1350","TALLAHATCHIE",3475,4642,0,26,,3785,5181,0,36,
"G2801370","1980","Mississippi","28","280","Tate County","137","1370","TATE",6020,3672,0,8,,6263,4063,0,35,
"G2801390","1980","Mississippi","28","280","Tippah County","139","1390","TIPPAH",7611,1414,0,0,,8133,1564,0,0,
"G2801410","1980","Mississippi","28","280","Tishomingo County","141","1410","TISHOMINGO",8675,334,45,0,,8976,347,40,0,
"G2801430","1980","Mississippi","28","280","Tunica County","143","1430","TUNICA",0,3374,0,0,,0,3676,0,0,
"G2801450","1980","Mississippi","28","280","Union County","145","1450","UNION",9014,1440,0,0,,9674,1560,0,0,
"G2801470","1980","Mississippi","28","280","Walthall County","147","1470","WALTHALL",3951,2746,0,0,,4123,2900,0,0,
"G2801490","1980","Mississippi","28","280","Warren County","149","1490","WARREN",15607,8760,33,144,,16237,10541,55,158,
"G2801510","1980","Mississippi","28","280","Washington County","151","1510","WASHINGTON",15349,18332,41,165,,16154,21952,39,201,
"G2801530","1980","Mississippi","28","280","Wayne County","153","1530","WAYNE",6232,3029,0,0,,6487,3376,0,0,
"G2801550","1980","Mississippi","28","280","Webster County","155","1550","WEBSTER",4010,951,0,0,,4257,1063,0,0,
"G2801570","1980","Mississippi","28","280","Wilkinson County","157","1570","WILKINSON",0,3199,0,0,,0,3509,0,0,
"G2801590","1980","Mississippi","28","280","Winston County","159","1590","WINSTON",5648,3707,55,0,,6073,3930,61,0,
"G2801610","1980","Mississippi","28","280","Yalobusha County","161","1610","YALOBUSHA",3792,0,0,0,,4309,0,0,0,
"G2801630","1980","Mississippi","28","280","Yazoo County","163","1630","YAZOO",6457,6468,0,0,,6776,7583,0,0,
"G2900010","1980","Missouri","29","290","Adair County","001","0010","ADAIR",11400,136,0,159,,12826,152,0,113,
"G2900030","1980","Missouri","29","290","Andrew County","003","0030","ANDREW",6828,0,8,0,,7073,0,29,0,
"G2900050","1980","Missouri","29","290","Atchison County","005","0050","ATCHISON",4121,26,0,0,,4370,27,0,0,
"G2900070","1980","Missouri","29","290","Audrain County","007","0070","AUDRAIN",12135,714,0,0,,12800,751,0,0,
"G2900090","1980","Missouri","29","290","Barry County","009","0090","BARRY",11703,0,25,27,,12541,0,45,29,
"G2900110","1980","Missouri","29","290","Barton County","011","0110","BARTON",5374,0,38,0,,5795,0,49,0,
"G2900130","1980","Missouri","29","290","Bates County","013","0130","BATES",7519,69,0,0,,8157,51,0,0,
"G2900150","1980","Missouri","29","290","Benton County","015","0150","BENTON",5941,0,25,0,,6162,0,24,0,
"G2900170","1980","Missouri","29","290","Bollinger County","017","0170","BOLLINGER",5129,0,0,0,,5099,0,0,0,
"G2900190","1980","Missouri","29","290","Boone County","019","0190","BOONE",44694,3045,147,667,,47085,3321,85,722,
"G2900210","1980","Missouri","29","290","Buchanan County","021","0210","BUCHANAN",39783,1403,98,45,,44562,1302,145,76,
"G2900230","1980","Missouri","29","290","Butler County","023","0230","BUTLER",16758,872,0,117,,18715,1020,0,100,
"G2900250","1980","Missouri","29","290","Caldwell County","025","0250","CALDWELL",4212,0,0,0,,4428,0,0,0,
"G2900270","1980","Missouri","29","290","Callaway County","027","0270","CALLAWAY",14889,837,32,61,,15329,904,48,114,
"G2900290","1980","Missouri","29","290","Camden County","029","0290","CAMDEN",9782,0,11,14,,10112,0,57,20,
"G2900310","1980","Missouri","29","290","Cape Girardeau County","031","0310","CAPE GIRARDEAU",27015,936,38,84,,29382,1224,40,76,
"G2900330","1980","Missouri","29","290","Carroll County","033","0330","CARROLL",5633,125,27,0,,6119,133,30,0,
"G2900350","1980","Missouri","29","290","Carter County","035","0350","CARTER",2698,0,0,0,,2676,0,0,0,
"G2900370","1980","Missouri","29","290","Cass County","037","0370","CASS",24647,234,155,82,,25365,154,136,144,
"G2900390","1980","Missouri","29","290","Cedar County","039","0390","CEDAR",5609,0,0,0,,6165,0,0,0,
"G2900410","1980","Missouri","29","290","Chariton County","041","0410","CHARITON",4877,223,0,0,,5089,273,0,0,
"G2900430","1980","Missouri","29","290","Christian County","043","0430","CHRISTIAN",10928,0,34,0,,11300,0,81,0,
"G2900450","1980","Missouri","29","290","Clark County","045","0450","CLARK",4183,0,0,0,,4293,0,0,0,
"G2900470","1980","Missouri","29","290","Clay County","047","0470","CLAY",64721,724,330,235,,68359,736,328,293,
"G2900490","1980","Missouri","29","290","Clinton County","049","0490","CLINTON",7553,153,25,0,,7977,147,31,0,
"G2900510","1980","Missouri","29","290","Cole County","051","0510","COLE",25814,2852,70,108,,26296,1319,16,117,
"G2900530","1980","Missouri","29","290","Cooper County","053","0530","COOPER",6730,486,0,0,,6972,416,0,0,
"G2900550","1980","Missouri","29","290","Crawford County","055","0550","CRAWFORD",8899,0,33,9,,9308,0,27,24,
"G2900570","1980","Missouri","29","290","Dade County","057","0570","DADE",3525,0,15,0,,3784,0,27,0,
"G2900590","1980","Missouri","29","290","Dallas County","059","0590","DALLAS",5844,0,50,0,,6092,0,76,0,
"G2900610","1980","Missouri","29","290","Daviess County","061","0610","DAVIESS",4280,0,0,0,,4588,0,0,0,
"G2900630","1980","Missouri","29","290","DeKalb County","063","0630","DE KALB",4035,0,0,0,,4149,0,0,0,
"G2900650","1980","Missouri","29","290","Dent County","065","0650","DENT",6918,0,0,32,,7517,0,0,9,
"G2900670","1980","Missouri","29","290","Douglas County","067","0670","DOUGLAS",5646,0,0,0,,5873,0,0,0,
"G2900690","1980","Missouri","29","290","Dunklin County","069","0690","DUNKLIN",16052,1032,19,0,,17849,1301,20,0,
"G2900710","1980","Missouri","29","290","Franklin County","071","0710","FRANKLIN",34460,333,90,57,,35609,365,72,138,
"G2900730","1980","Missouri","29","290","Gasconade County","073","0730","GASCONADE",6422,0,0,11,,6718,0,0,30,
"G2900750","1980","Missouri","29","290","Gentry County","075","0750","GENTRY",3741,0,0,0,,4122,0,0,0,
"G2900770","1980","Missouri","29","290","Greene County","077","0770","GREENE",85470,1600,580,357,,94655,1380,470,439,
"G2900790","1980","Missouri","29","290","Grundy County","079","0790","GRUNDY",5588,19,0,0,,6294,22,0,0,
"G2900810","1980","Missouri","29","290","Harrison County","081","0810","HARRISON",4752,0,0,0,,5097,0,0,0,
"G2900830","1980","Missouri","29","290","Henry County","083","0830","HENRY",9302,84,26,8,,10047,142,24,39,
"G2900850","1980","Missouri","29","290","Hickory County","085","0850","HICKORY",3105,0,0,0,,3227,0,0,0,
"G2900870","1980","Missouri","29","290","Holt County","087","0870","HOLT",3316,0,0,0,,3519,0,0,0,
"G2900890","1980","Missouri","29","290","Howard County","089","0890","HOWARD",4471,378,0,0,,4684,454,0,0,
"G2900910","1980","Missouri","29","290","Howell County","091","0910","HOWELL",13674,39,97,0,,14880,12,69,0,
"G2900930","1980","Missouri","29","290","Iron County","093","0930","IRON",5246,21,47,0,,5681,27,28,0,
"G2900950","1980","Missouri","29","290","Jackson County","095","0950","JACKSON",232934,58928,1481,1950,,256655,66484,1478,2523,
"G2900970","1980","Missouri","29","290","Jasper County","097","0970","JASPER",40012,535,337,219,,44875,520,279,116,
"G2900990","1980","Missouri","29","290","Jefferson County","099","0990","JEFFERSON",71916,498,208,140,,72449,531,157,180,
"G2901010","1980","Missouri","29","290","Johnson County","101","1010","JOHNSON",18339,1089,63,185,,18127,897,22,195,
"G2901030","1980","Missouri","29","290","Knox County","103","1030","KNOX",2648,0,0,0,,2846,0,0,0,
"G2901050","1980","Missouri","29","290","Laclede County","105","1050","LACLEDE",11580,65,76,0,,12382,46,110,0,
"G2901070","1980","Missouri","29","290","Lafayette County","107","1070","LAFAYETTE",14162,418,44,0,,14677,438,66,0,
"G2901090","1980","Missouri","29","290","Lawrence County","109","1090","LAWRENCE",13794,0,79,0,,14991,0,54,0,
"G2901110","1980","Missouri","29","290","Lewis County","111","1110","LEWIS",5142,171,0,0,,5393,182,0,0,
"G2901130","1980","Missouri","29","290","Lincoln County","113","1130","LINCOLN",10645,264,16,0,,10890,308,31,0,
"G2901150","1980","Missouri","29","290","Linn County","115","1150","LINN",7209,40,17,0,,8110,68,17,0,
"G2901170","1980","Missouri","29","290","Livingston County","117","1170","LIVINGSTON",7272,56,0,18,,8196,144,0,37,
"G2901190","1980","Missouri","29","290","McDonald County","119","1190","MCDONALD",7267,0,93,0,,7416,0,111,0,
"G2901210","1980","Missouri","29","290","Macon County","121","1210","MACON",7647,150,0,0,,8322,155,0,0,
"G2901230","1980","Missouri","29","290","Madison County","123","1230","MADISON",5066,0,0,6,,5543,0,0,25,
"G2901250","1980","Missouri","29","290","Maries County","125","1250","MARIES",3821,0,0,0,,3712,0,0,0,
"G2901270","1980","Missouri","29","290","Marion County","127","1270","MARION",12977,629,0,46,,14029,828,0,75,
"G2901290","1980","Missouri","29","290","Mercer County","129","1290","MERCER",2309,0,0,0,,2373,0,0,0,
"G2901310","1980","Missouri","29","290","Miller County","131","1310","MILLER",9051,0,35,0,,9363,0,20,0,
"G2901330","1980","Missouri","29","290","Mississippi County","133","1330","MISSISSIPPI",6123,0,0,0,,6662,0,0,0,
"G2901350","1980","Missouri","29","290","Moniteau County","135","1350","MONITEAU",5789,102,0,0,,6122,41,0,0,
"G2901370","1980","Missouri","29","290","Monroe County","137","1370","MONROE",4595,146,0,0,,4778,169,0,0,
"G2901390","1980","Missouri","29","290","Montgomery County","139","1390","MONTGOMERY",5393,175,0,0,,5762,189,0,0,
"G2901410","1980","Missouri","29","290","Morgan County","141","1410","MORGAN",6590,30,37,0,,7054,44,31,0,
"G2901430","1980","Missouri","29","290","New Madrid County","143","1430","NEW MADRID",9207,1749,0,42,,10001,1887,0,42,
"G2901450","1980","Missouri","29","290","Newton County","145","1450","NEWTON",19374,103,183,29,,20447,73,229,43,
"G2901470","1980","Missouri","29","290","Nodaway County","147","1470","NODAWAY",10792,42,9,73,,10931,30,24,63,
"G2901490","1980","Missouri","29","290","Oregon County","149","1490","OREGON",4887,0,0,0,,5307,0,0,0,
"G2901510","1980","Missouri","29","290","Osage County","151","1510","OSAGE",6096,0,0,0,,5875,0,0,0,
"G2901530","1980","Missouri","29","290","Ozark County","153","1530","OZARK",3911,0,33,0,,3960,0,37,0,
"G2901550","1980","Missouri","29","290","Pemiscot County","155","1550","PEMISCOT",8726,2927,0,14,,9599,3647,0,36,
"G2901570","1980","Missouri","29","290","Perry County","157","1570","PERRY",8215,0,0,33,,8489,0,0,25,
"G2901590","1980","Missouri","29","290","Pettis County","159","1590","PETTIS",16611,667,51,53,,18058,728,83,86,
"G2901610","1980","Missouri","29","290","Phelps County","161","1610","PHELPS",17090,195,61,184,,15601,138,17,145,
"G2901630","1980","Missouri","29","290","Pike County","163","1630","PIKE",7943,500,0,0,,8539,525,0,0,
"G2901650","1980","Missouri","29","290","Platte County","165","1650","PLATTE",22530,244,59,265,,22514,251,75,227,
"G2901670","1980","Missouri","29","290","Polk County","167","1670","POLK",9067,0,38,0,,9606,0,68,0,
"G2901690","1980","Missouri","29","290","Pulaski County","169","1690","PULASKI",20699,3174,298,365,,14328,1528,133,579,
"G2901710","1980","Missouri","29","290","Putnam County","171","1710","PUTNAM",2916,0,0,0,,3153,0,0,0,
"G2901730","1980","Missouri","29","290","Ralls County","173","1730","RALLS",4294,90,0,0,,4438,75,0,0,
"G2901750","1980","Missouri","29","290","Randolph County","175","1750","RANDOLPH",11539,986,71,0,,12149,598,23,0,
"G2901770","1980","Missouri","29","290","Ray County","177","1770","RAY",10235,118,81,0,,10630,197,72,0,
"G2901790","1980","Missouri","29","290","Reynolds County","179","1790","REYNOLDS",3580,0,0,0,,3633,0,0,0,
"G2901810","1980","Missouri","29","290","Ripley County","181","1810","RIPLEY",6043,0,32,0,,6355,0,5,0,
"G2901830","1980","Missouri","29","290","St. Charles County","183","1830","ST. CHARLES",69957,925,229,175,,71070,1124,184,325,
"G2901850","1980","Missouri","29","290","St. Clair County","185","1850","ST. CLAIR",4133,0,38,0,,4377,0,55,0,
"G2901860","1980","Missouri","29","290","Ste. Genevieve County","186","1860","STE. GENEVIEVE",7472,34,0,0,,7592,33,0,0,
"G2901870","1980","Missouri","29","290","St. Francois County","187","1870","ST. FRANCOIS",20208,49,0,13,,22072,119,0,84,
"G2901890","1980","Missouri","29","290","St. Louis County","189","1890","ST. LOUIS",410370,51498,672,4028,,443260,57645,625,4092,
"G2901950","1980","Missouri","29","290","Saline County","195","1950","SALINE",11297,677,36,13,,12190,608,15,49,
"G2901970","1980","Missouri","29","290","Schuyler County","197","1970","SCHUYLER",0,0,0,0,,0,0,0,0,
"G2901990","1980","Missouri","29","290","Scotland County","199","1990","SCOTLAND",2590,0,0,0,,2813,0,0,0,
"G2902010","1980","Missouri","29","290","Scott County","201","2010","SCOTT",17400,1447,19,0,,19024,1679,36,0,
"G2902030","1980","Missouri","29","290","Shannon County","203","2030","SHANNON",0,0,0,0,,0,0,0,0,
"G2902050","1980","Missouri","29","290","Shelby County","205","2050","SHELBY",3676,38,0,0,,4064,33,0,0,
"G2902070","1980","Missouri","29","290","Stoddard County","207","2070","STODDARD",13560,364,0,17,,14729,262,0,25,
"G2902090","1980","Missouri","29","290","Stone County","209","2090","STONE",7621,0,85,0,,7763,0,75,0,
"G2902110","1980","Missouri","29","290","Sullivan County","211","2110","SULLIVAN",3608,0,21,0,,3772,0,19,0,
"G2902130","1980","Missouri","29","290","Taney County","213","2130","TANEY",9828,0,44,30,,10467,0,65,12,
"G2902150","1980","Missouri","29","290","Texas County","215","2150","TEXAS",10214,0,23,9,,10732,0,33,28,
"G2902170","1980","Missouri","29","290","Vernon County","217","2170","VERNON",9213,0,48,10,,10365,0,46,73,
"G2902190","1980","Missouri","29","290","Warren County","219","2190","WARREN",7120,279,0,0,,7234,233,0,0,
"G2902210","1980","Missouri","29","290","Washington County","221","2210","WASHINGTON",8824,54,9,0,,8982,45,59,0,
"G2902230","1980","Missouri","29","290","Wayne County","223","2230","WAYNE",5492,0,28,0,,5687,0,63,0,
"G2902250","1980","Missouri","29","290","Webster County","225","2250","WEBSTER",10046,84,49,0,,10152,0,16,0,
"G2902270","1980","Missouri","29","290","Worth County","227","2270","WORTH",0,0,0,0,,0,0,0,0,
"G2902290","1980","Missouri","29","290","Wright County","229","2290","WRIGHT",7784,0,31,0,,8265,0,45,0,
"G2905100","1980","Missouri","29","290","St. Louis city","510","5100","ST. LOUIS",109006,92849,287,995,,133982,113321,392,1219,
"G3000010","1980","Montana","30","300","Beaverhead County","001","0010","BEAVERHEAD",4106,0,64,0,,3941,0,60,0,
"G3000030","1980","Montana","30","300","Big Horn County","003","0030","BIG HORN",2875,0,2489,0,,2894,0,2637,0,
"G3000050","1980","Montana","30","300","Blaine County","005","0050","BLAINE",2376,0,1148,0,,2378,0,1075,0,
"G3000070","1980","Montana","30","300","Broadwater County","007","0070","BROADWATER",1631,0,0,0,,1600,0,0,0,
"G3000090","1980","Montana","30","300","Carbon County","009","0090","CARBON",3936,0,29,28,,4058,0,17,12,
"G3000110","1980","Montana","30","300","Carter County","011","0110","CARTER",915,0,0,0,,875,0,0,0,
"G3000130","1980","Montana","30","300","Cascade County","013","0130","CASCADE",38132,554,1346,154,,37986,404,1429,317,
"G3000150","1980","Montana","30","300","Chouteau County","015","0150","CHOUTEAU",3048,0,93,0,,2831,0,114,0,
"G3000170","1980","Montana","30","300","Custer County","017","0170","CUSTER",6273,0,118,0,,6475,0,138,0,
"G3000190","1980","Montana","30","300","Daniels County","019","0190","DANIELS",1429,0,0,0,,1395,0,0,0,
"G3000210","1980","Montana","30","300","Dawson County","021","0210","DAWSON",5910,0,54,0,,5702,0,72,0,
"G3000230","1980","Montana","30","300","Deer Lodge County","023","0230","DEER LODGE",6093,37,180,6,,6017,12,142,31,
"G3000250","1980","Montana","30","300","Fallon County","025","0250","FALLON",1889,0,0,0,,1841,0,0,0,
"G3000270","1980","Montana","30","300","Fergus County","027","0270","FERGUS",6387,0,46,0,,6476,0,112,0,
"G3000290","1980","Montana","30","300","Flathead County","029","0290","FLATHEAD",25388,36,280,79,,25681,12,247,99,
"G3000310","1980","Montana","30","300","Gallatin County","031","0310","GALLATIN",21612,0,193,164,,20509,0,261,53,
"G3000330","1980","Montana","30","300","Garfield County","033","0330","GARFIELD",0,0,0,0,,0,0,0,0,
"G3000350","1980","Montana","30","300","Glacier County","035","0350","GLACIER",2913,0,0,0,,2823,0,0,0,
"G3000370","1980","Montana","30","300","Golden Valley County","037","0370","GOLDEN VALLEY",509,0,0,0,,490,0,0,0,
"G3000390","1980","Montana","30","300","Granite County","039","0390","GRANITE",1379,0,24,0,,1263,0,13,0,
"G3000410","1980","Montana","30","300","Hill County","041","0410","HILL",7821,0,1086,39,,7791,0,1207,21,
"G3000430","1980","Montana","30","300","Jefferson County","043","0430","JEFFERSON",3466,0,59,2,,3383,0,50,28,
"G3000450","1980","Montana","30","300","Judith Basin County","045","0450","JUDITH BASIN",0,0,0,0,,0,0,0,0,
"G3000470","1980","Montana","30","300","Lake County","047","0470","LAKE",7811,20,1681,0,,8017,12,1481,0,
"G3000490","1980","Montana","30","300","Lewis and Clark County","049","0490","LEWIS AND CLARK",20640,24,325,34,,21398,19,485,48,
"G3000510","1980","Montana","30","300","Liberty County","051","0510","LIBERTY",1174,0,0,0,,1127,0,0,0,
"G3000530","1980","Montana","30","300","Lincoln County","053","0530","LINCOLN",8802,0,110,20,,8619,0,115,19,
"G3000550","1980","Montana","30","300","McCone County","055","0550","MCCONE",0,0,0,0,,0,0,0,0,
"G3000570","1980","Montana","30","300","Madison County","057","0570","MADISON",2744,0,0,0,,2676,0,0,0,
"G3000590","1980","Montana","30","300","Meagher County","059","0590","MEAGHER",1112,0,0,0,,1028,0,0,0,
"G3000610","1980","Montana","30","300","Mineral County","061","0610","MINERAL",1844,0,25,0,,1775,0,13,0,
"G3000630","1980","Montana","30","300","Missoula County","063","0630","MISSOULA",36608,61,616,349,,37017,15,766,431,
"G3000650","1980","Montana","30","300","Musselshell County","065","0650","MUSSELSHELL",2216,0,0,0,,2193,0,0,0,
"G3000670","1980","Montana","30","300","Park County","067","0670","PARK",6277,0,0,0,,6325,0,0,0,
"G3000690","1980","Montana","30","300","Petroleum County","069","0690","PETROLEUM",356,0,0,0,,299,0,0,0,
"G3000710","1980","Montana","30","300","Phillips County","071","0710","PHILLIPS",2538,0,179,0,,2452,0,183,0,
"G3000730","1980","Montana","30","300","Pondera County","073","0730","PONDERA",3018,0,0,0,,3070,0,0,0,
"G3000750","1980","Montana","30","300","Powder River County","075","0750","POWDER RIVER",1263,0,22,0,,1201,0,25,0,
"G3000770","1980","Montana","30","300","Powell County","077","0770","POWELL",3563,36,147,0,,3152,0,22,0,
"G3000790","1980","Montana","30","300","Prairie County","079","0790","PRAIRIE",874,0,0,0,,915,0,0,0,
"G3000810","1980","Montana","30","300","Ravalli County","081","0810","RAVALLI",10880,49,100,86,,11066,0,151,35,
"G3000830","1980","Montana","30","300","Richland County","083","0830","RICHLAND",6150,0,52,28,,5807,0,45,20,
"G3000850","1980","Montana","30","300","Roosevelt County","085","0850","ROOSEVELT",3262,0,1812,0,,3280,0,2053,0,
"G3000870","1980","Montana","30","300","Rosebud County","087","0870","ROSEBUD",3825,0,1209,0,,3651,0,1197,0,
"G3000890","1980","Montana","30","300","Sanders County","089","0890","SANDERS",4332,0,38,14,,4213,0,35,20,
"G3000910","1980","Montana","30","300","Sheridan County","091","0910","SHERIDAN",2686,0,12,0,,2670,0,29,0,
"G3000930","1980","Montana","30","300","Silver Bow County","093","0930","SILVER BOW",17988,54,305,88,,19016,23,243,84,
"G3000950","1980","Montana","30","300","Stillwater County","095","0950","STILLWATER",2774,0,32,0,,2744,0,48,0,
"G3000970","1980","Montana","30","300","Sweet Grass County","097","0970","SWEET GRASS",1639,0,0,0,,1544,0,0,0,
"G3000990","1980","Montana","30","300","Teton County","099","0990","TETON",3193,0,67,0,,3161,0,54,0,
"G3001010","1980","Montana","30","300","Toole County","101","1010","TOOLE",2652,0,0,0,,2706,0,0,0,
"G3001030","1980","Montana","30","300","Treasure County","103","1030","TREASURE",475,0,0,0,,470,0,0,0,
"G3001050","1980","Montana","30","300","Valley County","105","1050","VALLEY",4707,0,411,0,,4636,0,479,0,
"G3001070","1980","Montana","30","300","Wheatland County","107","1070","WHEATLAND",1154,0,0,0,,1184,0,0,0,
"G3001090","1980","Montana","30","300","Wibaux County","109","1090","WIBAUX",0,0,0,0,,0,0,0,0,
"G3001110","1980","Montana","30","300","Yellowstone County","111","1110","YELLOWSTONE",50830,120,1069,202,,52884,80,1275,227,
"G3001130","1980","Montana","30","300","Yellowstone National Park","113","1130","YELLOWSTONE NATIONAL PARK",159,0,0,0,,116,0,0,0,
"G3100010","1980","Nebraska","31","310","Adams County","001","0010","ADAMS",14506,45,18,14,,15809,42,19,40,
"G3100030","1980","Nebraska","31","310","Antelope County","003","0030","ANTELOPE",4251,0,0,0,,4400,0,0,0,
"G3100050","1980","Nebraska","31","310","Arthur County","005","0050","ARTHUR",266,0,0,0,,247,0,0,0,
"G3100070","1980","Nebraska","31","310","Banner County","007","0070","BANNER",0,0,0,0,,0,0,0,0,
"G3100090","1980","Nebraska","31","310","Blaine County","009","0090","BLAINE",0,0,0,0,,0,0,0,0,
"G3100110","1980","Nebraska","31","310","Boone County","011","0110","BOONE",0,0,0,0,,0,0,0,0,
"G3100130","1980","Nebraska","31","310","Box Butte County","013","0130","BOX BUTTE",6519,0,97,29,,6588,0,135,21,
"G3100150","1980","Nebraska","31","310","Boyd County","015","0150","BOYD",1707,0,0,0,,1624,0,0,0,
"G3100170","1980","Nebraska","31","310","Brown County","017","0170","BROWN",0,0,0,0,,0,0,0,0,
"G3100190","1980","Nebraska","31","310","Buffalo County","019","0190","BUFFALO",16377,28,58,52,,17735,6,22,80,
"G3100210","1980","Nebraska","31","310","Burt County","021","0210","BURT",4279,0,28,0,,4453,0,32,0,
"G3100230","1980","Nebraska","31","310","Butler County","023","0230","BUTLER",4631,0,0,0,,4681,0,0,0,
"G3100250","1980","Nebraska","31","310","Cass County","025","0250","CASS",10055,61,0,4,,10037,27,0,56,
"G3100270","1980","Nebraska","31","310","Cedar County","027","0270","CEDAR",5713,0,0,0,,5642,0,0,0,
"G3100290","1980","Nebraska","31","310","Chase County","029","0290","CHASE",2286,0,18,0,,2379,0,15,0,
"G3100310","1980","Nebraska","31","310","Cherry County","031","0310","CHERRY",3366,0,0,0,,3297,0,0,0,
"G3100330","1980","Nebraska","31","310","Cheyenne County","033","0330","CHEYENNE",4887,0,23,20,,5039,0,18,23,
"G3100350","1980","Nebraska","31","310","Clay County","035","0350","CLAY",3967,0,0,0,,4092,0,0,0,
"G3100370","1980","Nebraska","31","310","Colfax County","037","0370","COLFAX",4862,0,0,0,,4946,0,0,0,
"G3100390","1980","Nebraska","31","310","Cuming County","039","0390","CUMING",5830,0,0,0,,5811,0,0,0,
"G3100410","1980","Nebraska","31","310","Custer County","041","0410","CUSTER",6705,0,21,0,,7115,0,24,0,
"G3100430","1980","Nebraska","31","310","Dakota County","043","0430","DAKOTA",7885,0,81,42,,8072,0,122,72,
"G3100450","1980","Nebraska","31","310","Dawes County","045","0450","DAWES",4554,67,72,17,,4800,7,22,37,
"G3100470","1980","Nebraska","31","310","Dawson County","047","0470","DAWSON",10779,0,0,19,,11006,0,0,32,
"G3100490","1980","Nebraska","31","310","Deuel County","049","0490","DEUEL",1207,0,0,0,,1206,0,0,0,
"G3100510","1980","Nebraska","31","310","Dixon County","051","0510","DIXON",3585,0,0,0,,3538,0,0,0,
"G3100530","1980","Nebraska","31","310","Dodge County","053","0530","DODGE",17095,0,30,32,,18547,0,48,36,
"G3100550","1980","Nebraska","31","310","Douglas County","055","0550","DOUGLAS",167345,18624,1002,1281,,181474,21185,959,1605,
"G3100570","1980","Nebraska","31","310","Dundy County","057","0570","DUNDY",1409,0,0,0,,1429,0,0,0,
"G3100590","1980","Nebraska","31","310","Fillmore County","059","0590","FILLMORE",3851,0,0,0,,4037,0,0,0,
"G3100610","1980","Nebraska","31","310","Franklin County","061","0610","FRANKLIN",2122,0,0,0,,2240,0,0,0,
"G3100630","1980","Nebraska","31","310","Frontier County","063","0630","FRONTIER",1788,0,0,0,,1829,0,0,0,
"G3100650","1980","Nebraska","31","310","Furnas County","065","0650","FURNAS",3120,0,0,0,,3335,0,0,0,
"G3100670","1980","Nebraska","31","310","Gage County","067","0670","GAGE",11704,22,24,22,,12599,12,33,10,
"G3100690","1980","Nebraska","31","310","Garden County","069","0690","GARDEN",1358,0,0,0,,1434,0,0,0,
"G3100710","1980","Nebraska","31","310","Garfield County","071","0710","GARFIELD",1138,0,0,0,,1225,0,0,0,
"G3100730","1980","Nebraska","31","310","Gosper County","073","0730","GOSPER",1089,0,0,0,,1033,0,0,0,
"G3100750","1980","Nebraska","31","310","Grant County","075","0750","GRANT",0,0,0,0,,0,0,0,0,
"G3100770","1980","Nebraska","31","310","Greeley County","077","0770","GREELEY",0,0,0,0,,0,0,0,0,
"G3100790","1980","Nebraska","31","310","Hall County","079","0790","HALL",22623,76,109,20,,24194,46,79,28,
"G3100810","1980","Nebraska","31","310","Hamilton County","081","0810","HAMILTON",4572,0,0,0,,4711,0,0,0,
"G3100830","1980","Nebraska","31","310","Harlan County","083","0830","HARLAN",0,0,0,0,,0,0,0,0,
"G3100850","1980","Nebraska","31","310","Hayes County","085","0850","HAYES",0,0,0,0,,0,0,0,0,
"G3100870","1980","Nebraska","31","310","Hitchcock County","087","0870","HITCHCOCK",2069,0,0,0,,1988,0,0,0,
"G3100890","1980","Nebraska","31","310","Holt County","089","0890","HOLT",6751,0,0,0,,6774,0,0,0,
"G3100910","1980","Nebraska","31","310","Hooker County","091","0910","HOOKER",464,0,0,0,,508,0,0,0,
"G3100930","1980","Nebraska","31","310","Howard County","093","0930","HOWARD",3354,0,0,0,,3400,0,0,0,
"G3100950","1980","Nebraska","31","310","Jefferson County","095","0950","JEFFERSON",4754,0,0,0,,4989,0,0,0,
"G3100970","1980","Nebraska","31","310","Johnson County","097","0970","JOHNSON",2583,0,0,0,,2694,0,0,0,
"G3100990","1980","Nebraska","31","310","Kearney County","099","0990","KEARNEY",3389,0,0,0,,3593,0,0,0,
"G3101010","1980","Nebraska","31","310","Keith County","101","1010","KEITH",4487,0,0,28,,4726,0,0,19,
