GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA125,B69AB125,B69AC125,B84AA125,B84AB125,B84AC125,B84AD125,B84AE125,B84AF125,B69AA125M,B69AB125M,B69AC125M,B84AA125M,B84AB125M,B84AC125M,B84AD125M,B84AE125M,B84AF125M
"G3100950","2008-2012","Nebraska","31","310","Jefferson County","095","0950","Jefferson County, Nebraska",186,4582,705,4138,0,4138,3849,289,1980,66,267,118,133,14,133,166,94,120
"G3100970","2008-2012","Nebraska","31","310","Johnson County","097","0970","Johnson County, Nebraska",252,3155,478,2360,0,2360,2167,193,1934,87,184,83,129,14,129,113,85,143
"G3100990","2008-2012","Nebraska","31","310","Kearney County","099","0990","Kearney County, Nebraska",136,3176,1234,3752,0,3752,3645,107,1405,63,250,151,156,14,156,162,67,148
"G3101010","2008-2012","Nebraska","31","310","Keith County","101","1010","Keith County, Nebraska",221,4689,1250,4345,8,4337,4186,151,2378,70,308,180,178,12,178,180,66,166
"G3101030","2008-2012","Nebraska","31","310","Keya Paha County","103","1030","Keya Paha County, Nebraska",20,490,89,429,0,429,429,0,208,28,68,31,61,10,61,61,10,39
"G3101050","2008-2012","Nebraska","31","310","Kimball County","105","1050","Kimball County, Nebraska",80,2199,478,2043,0,2043,1935,108,1007,37,187,86,122,10,122,121,50,114
"G3101070","2008-2012","Nebraska","31","310","Knox County","107","1070","Knox County, Nebraska",354,4676,1091,4426,0,4426,4272,154,2415,71,211,115,135,14,135,144,44,135
"G3101090","2008-2012","Nebraska","31","310","Lancaster County","109","1090","Lancaster County, Nebraska",4063,109731,63695,165897,388,165509,155461,10048,61483,440,1954,1344,1478,142,1500,1497,770,1455
"G3101110","2008-2012","Nebraska","31","310","Lincoln County","111","1110","Lincoln County, Nebraska",770,19173,4494,18955,3,18952,17844,1108,9262,200,799,360,470,4,470,549,287,454
"G3101130","2008-2012","Nebraska","31","310","Logan County","113","1130","Logan County, Nebraska",2,451,79,396,2,394,394,0,181,27,62,26,45,4,46,46,10,29
"G3101150","2008-2012","Nebraska","31","310","Loup County","115","1150","Loup County, Nebraska",14,312,51,265,0,265,265,0,169,28,50,28,47,10,47,47,10,45
"G3101170","2008-2012","Nebraska","31","310","McPherson County","117","1170","McPherson County, Nebraska",9,205,71,170,0,170,165,5,138,28,53,33,50,10,50,49,8,41
"G3101190","2008-2012","Nebraska","31","310","Madison County","119","1190","Madison County, Nebraska",1520,16201,4698,19039,25,19014,18218,796,8017,298,623,374,368,25,367,379,180,322
"G3101210","2008-2012","Nebraska","31","310","Merrick County","121","1210","Merrick County, Nebraska",146,4430,813,4225,4,4221,3951,270,1909,51,288,137,149,9,150,164,90,160
"G3101230","2008-2012","Nebraska","31","310","Morrill County","123","1230","Morrill County, Nebraska",208,2549,720,2598,0,2598,2427,171,1351,63,189,106,99,10,99,106,60,106
"G3101250","2008-2012","Nebraska","31","310","Nance County","125","1250","Nance County, Nebraska",137,2168,318,1893,0,1893,1784,109,1078,52,147,62,90,10,90,108,45,94
"G3101270","2008-2012","Nebraska","31","310","Nemaha County","127","1270","Nemaha County, Nebraska",140,3440,1170,3706,0,3706,3423,283,2172,54,233,153,151,14,151,164,75,149
"G3101290","2008-2012","Nebraska","31","310","Nuckolls County","129","1290","Nuckolls County, Nebraska",83,2825,421,2216,0,2216,2143,73,1415,35,174,88,123,10,123,123,34,116
"G3101310","2008-2012","Nebraska","31","310","Otoe County","131","1310","Otoe County, Nebraska",357,8162,2298,8633,8,8625,8188,437,3719,95,375,212,242,11,242,239,128,226
"G3101330","2008-2012","Nebraska","31","310","Pawnee County","133","1330","Pawnee County, Nebraska",135,1611,288,1402,5,1397,1329,68,867,43,109,62,92,6,94,95,35,86
"G3101350","2008-2012","Nebraska","31","310","Perkins County","135","1350","Perkins County, Nebraska",47,1606,427,1619,0,1619,1573,46,734,30,147,74,91,10,91,100,29,82
"G3101370","2008-2012","Nebraska","31","310","Phelps County","137","1370","Phelps County, Nebraska",104,4909,1341,4864,0,4864,4746,118,2371,51,309,164,141,14,141,143,57,141
"G3101390","2008-2012","Nebraska","31","310","Pierce County","139","1390","Pierce County, Nebraska",193,3878,828,3967,2,3965,3810,155,1620,47,190,94,93,5,93,96,53,86
"G3101410","2008-2012","Nebraska","31","310","Platte County","141","1410","Platte County, Nebraska",1164,16077,3600,17855,0,17855,16901,954,6730,216,699,329,316,21,316,343,195,316
"G3101430","2008-2012","Nebraska","31","310","Polk County","143","1430","Polk County, Nebraska",101,2981,707,2808,0,2808,2709,99,1422,51,152,82,75,14,75,84,30,71
"G3101450","2008-2012","Nebraska","31","310","Red Willow County","145","1450","Red Willow County, Nebraska",118,5680,1662,6007,0,6007,5749,258,2902,59,403,234,190,16,190,225,102,187
"G3101470","2008-2012","Nebraska","31","310","Richardson County","147","1470","Richardson County, Nebraska",141,4993,952,4204,0,4204,3911,293,2569,68,344,166,196,14,196,244,109,206
"G3101490","2008-2012","Nebraska","31","310","Rock County","149","1490","Rock County, Nebraska",40,899,223,779,0,779,770,9,481,32,88,50,76,10,76,75,8,61
"G3101510","2008-2012","Nebraska","31","310","Saline County","151","1510","Saline County, Nebraska",686,6704,1290,7425,0,7425,6908,517,3763,197,416,188,312,16,312,291,166,306
"G3101530","2008-2012","Nebraska","31","310","Sarpy County","153","1530","Sarpy County, Nebraska",2224,61643,35613,91617,4072,87545,82952,4593,26652,331,1388,1018,692,349,767,836,489,671
"G3101550","2008-2012","Nebraska","31","310","Saunders County","155","1550","Saunders County, Nebraska",463,10192,3355,11088,27,11061,10705,356,4877,124,405,233,247,24,249,254,76,259
"G3101570","2008-2012","Nebraska","31","310","Scotts Bluff County","157","1570","Scotts Bluff County, Nebraska",1173,18289,4996,19433,5,19428,18157,1271,9267,185,746,376,391,5,391,368,233,370
"G3101590","2008-2012","Nebraska","31","310","Seward County","159","1590","Seward County, Nebraska",285,7441,2829,8914,22,8892,8554,338,4313,80,382,241,232,20,234,244,87,244
"G3101610","2008-2012","Nebraska","31","310","Sheridan County","161","1610","Sheridan County, Nebraska",158,2958,794,2732,5,2727,2610,117,1550,49,185,113,92,7,93,107,51,95
"G3101630","2008-2012","Nebraska","31","310","Sherman County","163","1630","Sherman County, Nebraska",89,1872,323,1583,0,1583,1527,56,933,33,128,69,90,10,90,88,25,83
"G3101650","2008-2012","Nebraska","31","310","Sioux County","165","1650","Sioux County, Nebraska",28,647,239,653,0,653,629,24,375,23,78,52,67,10,67,65,16,51
"G3101670","2008-2012","Nebraska","31","310","Stanton County","167","1670","Stanton County, Nebraska",94,3329,635,3476,3,3473,3349,124,1206,37,220,101,101,5,101,114,57,107
"G3101690","2008-2012","Nebraska","31","310","Thayer County","169","1690","Thayer County, Nebraska",125,3056,632,2542,1,2541,2492,49,1689,48,169,79,88,4,88,90,20,88
"G3101710","2008-2012","Nebraska","31","310","Thomas County","171","1710","Thomas County, Nebraska",14,425,110,460,0,460,452,8,174,23,59,34,49,10,49,48,9,43
"G3101730","2008-2012","Nebraska","31","310","Thurston County","173","1730","Thurston County, Nebraska",127,3062,556,2966,0,2966,2525,441,1725,32,164,69,89,14,89,91,71,82
"G3101750","2008-2012","Nebraska","31","310","Valley County","175","1750","Valley County, Nebraska",117,2403,599,2288,0,2288,2262,26,1194,44,182,96,135,10,135,131,22,115
"G3101770","2008-2012","Nebraska","31","310","Washington County","177","1770","Washington County, Nebraska",156,9413,3907,10893,11,10882,10604,278,4970,82,467,314,274,15,273,277,82,283
"G3101790","2008-2012","Nebraska","31","310","Wayne County","179","1790","Wayne County, Nebraska",114,3354,1769,5631,3,5628,5259,369,2332,59,311,249,199,5,198,219,126,199
"G3101810","2008-2012","Nebraska","31","310","Webster County","181","1810","Webster County, Nebraska",85,2160,450,1706,0,1706,1628,78,1323,40,140,63,80,10,80,81,36,80
"G3101830","2008-2012","Nebraska","31","310","Wheeler County","183","1830","Wheeler County, Nebraska",1,392,112,461,0,461,450,11,156,27,63,38,94,10,94,92,12,38
"G3101850","2008-2012","Nebraska","31","310","York County","185","1850","York County, Nebraska",339,6790,2243,7195,2,7193,7059,134,3862,114,413,219,290,3,290,289,54,300
"G3200010","2008-2012","Nevada","32","320","Churchill County","001","0010","Churchill County, Nevada",524,13142,2733,11904,789,11115,9880,1235,7309,162,666,365,507,214,531,534,249,520
"G3200030","2008-2012","Nevada","32","320","Clark County","003","0030","Clark County, Nevada",87560,915329,284558,1030516,8340,1022176,899519,122657,490611,2434,6868,3446,3264,899,3296,4288,2769,3392
"G3200050","2008-2012","Nevada","32","320","Douglas County","005","0050","Douglas County, Nevada",692,25063,8832,23841,260,23581,20959,2622,14882,176,1046,625,571,211,618,693,449,561
"G3200070","2008-2012","Nevada","32","320","Elko County","007","0070","Elko County, Nevada",2042,23321,4759,26022,9,26013,24683,1330,10557,296,978,472,570,16,573,562,263,580
"G3200090","2008-2012","Nevada","32","320","Esmeralda County","009","0090","Esmeralda County, Nevada",51,610,97,372,0,372,323,49,437,38,108,42,78,13,78,76,35,95
"G3200110","2008-2012","Nevada","32","320","Eureka County","011","0110","Eureka County, Nevada",48,867,303,837,0,837,774,63,530,46,141,90,116,13,116,111,51,114
"G3200130","2008-2012","Nevada","32","320","Humboldt County","013","0130","Humboldt County, Nevada",654,8387,1562,8288,0,8288,7429,859,4285,189,627,250,362,21,362,386,237,379
"G3200150","2008-2012","Nevada","32","320","Lander County","015","0150","Lander County, Nevada",244,2819,450,2841,0,2841,2539,302,1443,110,318,166,224,19,224,225,96,206
"G3200170","2008-2012","Nevada","32","320","Lincoln County","017","0170","Lincoln County, Nevada",123,2639,558,1964,0,1964,1745,219,2091,93,319,157,235,19,235,209,103,341
"G3200190","2008-2012","Nevada","32","320","Lyon County","019","0190","Lyon County, Nevada",1753,28238,5166,23177,121,23056,18916,4140,17446,357,1311,688,874,79,884,895,590,912
"G3200210","2008-2012","Nevada","32","320","Mineral County","021","0210","Mineral County, Nevada",144,3185,250,2007,0,2007,1749,258,2041,73,324,89,228,13,228,216,97,209
"G3200230","2008-2012","Nevada","32","320","Nye County","023","0230","Nye County, Nevada",1722,26597,3764,17257,0,17257,14465,2792,18731,311,1175,489,635,28,635,760,428,628
"G3200270","2008-2012","Nevada","32","320","Pershing County","027","0270","Pershing County, Nevada",274,4163,548,2383,3,2380,2117,263,3274,103,330,139,221,6,221,222,132,229
"G3200290","2008-2012","Nevada","32","320","Storey County","029","0290","Storey County, Nevada",58,2535,602,2247,0,2247,1806,441,1259,59,302,166,200,13,200,218,179,194
"G3200310","2008-2012","Nevada","32","320","Washoe County","031","0310","Washoe County, Nevada",15575,188183,74747,227846,724,227122,203151,23971,105963,1009,2925,1824,1948,222,1969,1932,1215,1972
"G3200330","2008-2012","Nevada","32","320","White Pine County","033","0330","White Pine County, Nevada",479,5534,905,4468,0,4468,4021,447,3597,163,437,187,284,21,284,294,158,273
"G3205100","2008-2012","Nevada","32","320","Carson City","510","5100","Carson City, Nevada",1706,28859,8075,28404,53,28351,23583,4768,16476,307,1074,550,703,64,705,628,613,680
"G3300010","2008-2012","New Hampshire","33","330","Belknap County","001","0010","Belknap County, New Hampshire",1409,29724,12345,32686,29,32657,30713,1944,16811,251,1078,661,610,32,607,626,326,642
"G3300030","2008-2012","New Hampshire","33","330","Carroll County","003","0030","Carroll County, New Hampshire",820,24490,10797,24736,13,24723,23287,1436,15375,222,934,666,535,19,538,524,232,562
"G3300050","2008-2012","New Hampshire","33","330","Cheshire County","005","0050","Cheshire County, New Hampshire",1317,34680,15514,43658,117,43541,39680,3861,20261,230,982,707,768,112,790,960,481,755
"G3300070","2008-2012","New Hampshire","33","330","Coos County","007","0070","Coos County, New Hampshire",1287,19297,3964,16560,10,16550,15276,1274,11107,159,612,276,316,12,316,377,160,312
"G3300090","2008-2012","New Hampshire","33","330","Grafton County","009","0090","Grafton County, New Hampshire",1552,36319,22209,47725,34,47691,45089,2602,26955,234,989,865,798,36,792,841,340,815
"G3300110","2008-2012","New Hampshire","33","330","Hillsborough County","011","0110","Hillsborough County, New Hampshire",9832,166757,96327,230585,322,230263,214659,15604,88231,667,2558,1869,1368,140,1372,1543,867,1414
"G3300130","2008-2012","New Hampshire","33","330","Merrimack County","013","0130","Merrimack County, New Hampshire",1878,65755,33974,81408,142,81266,76108,5158,37658,265,1473,1049,819,95,823,934,486,821
"G3300150","2008-2012","New Hampshire","33","330","Rockingham County","015","0150","Rockingham County, New Hampshire",3239,127733,75889,173005,719,172286,161613,10673,65033,391,2162,1616,1352,168,1365,1472,797,1379
"G3300170","2008-2012","New Hampshire","33","330","Strafford County","017","0170","Strafford County, New Hampshire",2591,51921,24285,71137,282,70855,65848,5007,30046,354,1443,944,952,129,948,1031,495,916
"G3300190","2008-2012","New Hampshire","33","330","Sullivan County","019","0190","Sullivan County, New Hampshire",1134,22233,8066,23830,0,23830,22463,1367,11841,201,824,447,473,24,473,472,230,469
"G3400010","2008-2012","New Jersey","34","340","Atlantic County","001","0010","Atlantic County, New Jersey",12183,128493,44642,147279,410,146869,129418,17451,71643,836,2256,1399,1341,140,1354,1496,1036,1341
"G3400030","2008-2012","New Jersey","34","340","Bergen County","003","0030","Bergen County, New Jersey",28221,318142,289061,483186,325,482861,449056,33805,245009,1328,3710,2947,2667,156,2673,2624,1187,2689
"G3400050","2008-2012","New Jersey","34","340","Burlington County","005","0050","Burlington County, New Jersey",8392,194247,105107,244622,3841,240781,219606,21175,114029,678,2368,1812,1376,397,1329,1460,1013,1419
"G3400070","2008-2012","New Jersey","34","340","Camden County","007","0070","Camden County, New Jersey",16615,227720,98244,274435,491,273944,242828,31116,129257,859,2906,1788,1686,184,1665,1956,1360,1654
"G3400090","2008-2012","New Jersey","34","340","Cape May County","009","0090","Cape May County, New Jersey",2203,49274,19595,49115,902,48213,43422,4791,32142,349,1315,817,835,218,891,958,510,835
"G3400110","2008-2012","New Jersey","34","340","Cumberland County","011","0110","Cumberland County, New Jersey",10361,79342,14642,73603,154,73449,63675,9774,50236,818,1629,741,1090,95,1077,1121,613,1117
"G3400130","2008-2012","New Jersey","34","340","Essex County","013","0130","Essex County, New Jersey",40629,310743,163866,404083,204,403879,352627,51252,207904,1497,3522,2548,2269,117,2260,2397,1441,2334
"G3400150","2008-2012","New Jersey","34","340","Gloucester County","015","0150","Gloucester County, New Jersey",4883,132829,53688,156929,171,156758,141184,15574,69674,436,2008,1210,1292,74,1287,1430,818,1289
"G3400170","2008-2012","New Jersey","34","340","Hudson County","017","0170","Hudson County, New Jersey",44339,238911,158683,362279,162,362117,324150,37967,158257,1630,3368,2436,2349,108,2342,2446,1305,2331
"G3400190","2008-2012","New Jersey","34","340","Hunterdon County","019","0190","Hunterdon County, New Jersey",1574,44579,42839,70853,58,70795,65311,5484,31242,314,1188,1102,880,42,883,945,453,907
"G3400210","2008-2012","New Jersey","34","340","Mercer County","021","0210","Mercer County, New Jersey",13389,137057,93141,196112,283,195829,175918,19911,97668,897,2384,1901,1830,143,1848,2003,1126,1796
"G3400230","2008-2012","New Jersey","34","340","Middlesex County","023","0230","Middlesex County, New Jersey",29367,298282,216198,433031,343,432688,396225,36463,215332,1174,3447,2687,2410,146,2417,2510,1345,2493
"G3400250","2008-2012","New Jersey","34","340","Monmouth County","025","0250","Monmouth County, New Jersey",14591,242339,173444,336723,573,336150,308117,28033,162330,858,2966,2521,2168,153,2172,2017,916,2216
"G3400270","2008-2012","New Jersey","34","340","Morris County","027","0270","Morris County, New Jersey",10041,163815,167135,272724,241,272483,253514,18969,118260,761,2567,2249,1663,119,1678,1855,901,1683
"G3400290","2008-2012","New Jersey","34","340","Ocean County","029","0290","Ocean County, New Jersey",12987,286073,99446,270465,749,269716,242575,27141,185501,771,3231,1946,1702,183,1690,1807,1052,1742
"G3400310","2008-2012","New Jersey","34","340","Passaic County","031","0310","Passaic County, New Jersey",32886,208033,83899,252615,108,252507,227313,25194,138179,1474,3219,2051,2194,74,2199,2331,1107,2208
"G3400330","2008-2012","New Jersey","34","340","Salem County","033","0330","Salem County, New Jersey",2014,34526,8567,33268,18,33250,29316,3934,19319,257,961,482,545,18,543,628,371,553
"G3400350","2008-2012","New Jersey","34","340","Somerset County","035","0350","Somerset County, New Jersey",7282,102470,112212,176762,42,176720,164491,12229,76264,681,2041,1957,1222,60,1230,1424,806,1290
"G3400370","2008-2012","New Jersey","34","340","Sussex County","037","0370","Sussex County, New Jersey",1987,67902,32340,84460,75,84385,76598,7787,33885,292,1376,960,877,52,885,905,598,859
"G3400390","2008-2012","New Jersey","34","340","Union County","039","0390","Union County, New Jersey",29649,216283,113726,290919,120,290799,260431,30368,129624,1312,3038,1896,1816,76,1818,1808,1238,1878
"G3400410","2008-2012","New Jersey","34","340","Warren County","041","0410","Warren County, New Jersey",2514,50251,21623,58875,63,58812,53902,4910,27236,325,1226,837,699,47,707,781,380,730
"G3500010","2008-2012","New Mexico","35","350","Bernalillo County","001","0010","Bernalillo County, New Mexico",24267,272684,138596,340551,2462,338089,311023,27066,180864,1145,3571,2261,2227,293,2301,2489,1254,2310
"G3500030","2008-2012","New Mexico","35","350","Catron County","003","0030","Catron County, New Mexico",88,2532,503,1350,0,1350,1195,155,2002,53,294,138,200,12,200,190,97,206
"G3500050","2008-2012","New Mexico","35","350","Chaves County","005","0050","Chaves County, New Mexico",4648,28758,6986,28950,89,28861,26975,1886,20021,429,1083,568,797,68,793,776,311,851
"G3500060","2008-2012","New Mexico","35","350","Cibola County","006","0060","Cibola County, New Mexico",1306,14804,1832,11296,0,11296,9106,2190,9763,233,695,273,540,22,540,503,374,552
"G3500070","2008-2012","New Mexico","35","350","Colfax County","007","0070","Colfax County, New Mexico",427,7407,2020,6292,0,6292,5794,498,4965,124,447,206,324,19,324,341,128,333
"G3500090","2008-2012","New Mexico","35","350","Curry County","009","0090","Curry County, New Mexico",2243,21141,5752,23675,1701,21974,20300,1674,12353,362,921,516,622,280,671,677,290,646
"G3500110","2008-2012","New Mexico","35","350","De Baca County","011","0110","De Baca County, New Mexico",145,970,297,750,0,750,718,32,833,52,143,89,100,12,100,97,23,122
"G3500130","2008-2012","New Mexico","35","350","Doña Ana County","013","0130","Doña Ana County, New Mexico",17326,75850,32676,98103,1023,97080,85907,11173,61317,925,1928,1208,1190,293,1208,1304,731,1248
"G3500150","2008-2012","New Mexico","35","350","Eddy County","015","0150","Eddy County, New Mexico",2602,27019,5381,26587,13,26574,24561,2013,14590,327,1054,478,746,20,747,811,345,699
"G3500170","2008-2012","New Mexico","35","350","Grant County","017","0170","Grant County, New Mexico",1379,14395,5029,12843,39,12804,11701,1103,11204,264,796,482,508,35,509,559,220,481
"G3500190","2008-2012","New Mexico","35","350","Guadalupe County","019","0190","Guadalupe County, New Mexico",222,2620,289,1343,0,1343,1267,76,2308,72,296,103,199,12,199,187,51,239
"G3500210","2008-2012","New Mexico","35","350","Harding County","021","0210","Harding County, New Mexico",15,363,89,265,1,264,234,30,266,27,59,33,53,2,53,47,21,60
"G3500230","2008-2012","New Mexico","35","350","Hidalgo County","023","0230","Hidalgo County, New Mexico",329,2429,500,2276,27,2249,1975,274,1528,95,260,110,146,34,151,168,93,145
"G3500250","2008-2012","New Mexico","35","350","Lea County","025","0250","Lea County, New Mexico",5212,28398,5505,29083,54,29029,26623,2406,18544,519,1136,515,652,59,656,736,416,680
"G3500270","2008-2012","New Mexico","35","350","Lincoln County","027","0270","Lincoln County, New Mexico",597,10867,3800,9888,0,9888,9019,869,7194,147,705,419,500,22,500,599,246,503
"G3500280","2008-2012","New Mexico","35","350","Los Alamos County","028","0280","Los Alamos County, New Mexico",171,4512,8042,9543,31,9512,9119,393,4653,95,431,498,297,34,291,290,131,279
"G3500290","2008-2012","New Mexico","35","350","Luna County","029","0290","Luna County, New Mexico",2944,10985,2142,10297,0,10297,8892,1405,8915,375,652,299,473,22,473,490,272,505
"G3500310","2008-2012","New Mexico","35","350","McKinley County","031","0310","McKinley County, New Mexico",4782,31136,5007,26444,38,26406,23303,3103,25682,421,1159,496,749,35,745,753,360,781
"G3500330","2008-2012","New Mexico","35","350","Mora County","033","0330","Mora County, New Mexico",253,2827,467,2104,0,2104,1960,144,1824,140,404,168,289,12,289,305,123,304
"G3500350","2008-2012","New Mexico","35","350","Otero County","035","0350","Otero County, New Mexico",3155,30903,7211,28224,2445,25779,22843,2936,21905,449,1138,571,809,330,842,767,456,823
"G3500370","2008-2012","New Mexico","35","350","Quay County","037","0370","Quay County, New Mexico",386,4943,917,3470,0,3470,3265,205,3812,105,337,148,247,17,247,232,81,251
"G3500390","2008-2012","New Mexico","35","350","Rio Arriba County","039","0390","Rio Arriba County, New Mexico",2605,19940,4247,18892,12,18880,16346,2534,12533,323,835,412,489,13,491,569,367,488
"G3500410","2008-2012","New Mexico","35","350","Roosevelt County","041","0410","Roosevelt County, New Mexico",958,8077,2221,9531,113,9418,8485,933,5774,193,590,283,352,71,359,345,240,372
"G3500430","2008-2012","New Mexico","35","350","Sandoval County","043","0430","Sandoval County, New Mexico",2588,59340,24242,63267,406,62861,57776,5085,37324,329,1542,999,960,168,958,899,551,979
"G3500450","2008-2012","New Mexico","35","350","San Juan County","045","0450","San Juan County, New Mexico",5615,60808,12294,56842,45,56797,52754,4043,38540,483,1597,655,925,36,922,1058,496,955
"G3500470","2008-2012","New Mexico","35","350","San Miguel County","047","0470","San Miguel County, New Mexico",1527,13888,4171,11978,36,11942,10831,1111,11675,253,810,447,612,54,613,639,264,628
"G3500490","2008-2012","New Mexico","35","350","Santa Fe County","049","0490","Santa Fe County, New Mexico",5814,56652,40465,77278,217,77061,70063,6998,40472,549,1501,1109,899,106,886,867,594,924
"G3500510","2008-2012","New Mexico","35","350","Sierra County","051","0510","Sierra County, New Mexico",665,6427,1841,3933,0,3933,3664,269,6048,249,633,387,548,19,548,560,138,429
"G3500530","2008-2012","New Mexico","35","350","Socorro County","053","0530","Socorro County, New Mexico",1056,7763,2251,6475,8,6467,6005,462,7415,234,586,314,472,15,473,487,177,508
"G3500550","2008-2012","New Mexico","35","350","Taos County","055","0550","Taos County, New Mexico",1164,15833,6882,16592,53,16539,14231,2308,10411,253,892,564,630,63,628,607,402,607
"G3500570","2008-2012","New Mexico","35","350","Torrance County","057","0570","Torrance County, New Mexico",654,9001,1344,6298,0,6298,5240,1058,6630,169,571,226,450,19,450,430,199,451
"G3500590","2008-2012","New Mexico","35","350","Union County","059","0590","Union County, New Mexico",130,2579,469,2093,0,2093,1986,107,1513,49,242,106,168,12,168,167,58,169
"G3500610","2008-2012","New Mexico","35","350","Valencia County","061","0610","Valencia County, New Mexico",3308,37616,8410,33106,78,33028,29300,3728,25426,383,1267,555,816,57,813,854,462,847
"G3600010","2008-2012","New York","36","360","Albany County","001","0010","Albany County, New York",5327,120039,77610,165218,223,164995,153485,11510,86687,485,2173,1689,1608,105,1606,1697,771,1672
"G3600030","2008-2012","New York","36","360","Allegany County","003","0030","Allegany County, New York",1043,23934,5569,23310,26,23284,21232,2052,16609,136,527,267,382,19,384,416,217,379
"G3600050","2008-2012","New York","36","360","Bronx County","005","0050","Bronx County, New York",133176,569102,154346,632705,585,632120,542386,89734,429841,2733,5455,2737,3190,220,3200,3923,2240,3320
"G3600070","2008-2012","New York","36","360","Broome County","007","0070","Broome County, New York",4354,94882,34740,99597,87,99510,91147,8363,65349,399,1829,1108,1288,53,1282,1201,628,1304
"G3600090","2008-2012","New York","36","360","Cattaraugus County","009","0090","Cattaraugus County, New York",2283,42242,9107,39147,31,39116,35684,3432,24545,214,821,448,536,22,534,557,295,532
"G3600110","2008-2012","New York","36","360","Cayuga County","011","0110","Cayuga County, New York",1893,43430,10356,40438,54,40384,37066,3318,24662,221,1026,505,613,41,612,658,393,627
"G3600130","2008-2012","New York","36","360","Chautauqua County","013","0130","Chautauqua County, New York",3536,68021,18418,64637,42,64595,59318,5277,44454,334,1341,708,767,40,762,844,428,782
"G3600150","2008-2012","New York","36","360","Chemung County","015","0150","Chemung County, New York",1496,46763,12542,42129,18,42111,39060,3051,29390,217,1192,685,991,20,990,896,368,1014
"G3600170","2008-2012","New York","36","360","Chenango County","017","0170","Chenango County, New York",1303,27966,5931,24383,26,24357,22254,2103,16218,195,776,358,475,23,473,510,299,500
"G3600190","2008-2012","New York","36","360","Clinton County","019","0190","Clinton County, New York",3209,39941,12274,39998,60,39938,36783,3155,28353,315,1083,664,748,44,752,805,358,766
"G3600210","2008-2012","New York","36","360","Columbia County","021","0210","Columbia County, New York",1367,31265,12632,32658,2,32656,29897,2759,19292,215,997,628,620,4,620,702,315,634
"G3600230","2008-2012","New York","36","360","Cortland County","023","0230","Cortland County, New York",808,22380,7185,24702,29,24673,22769,1904,15635,141,757,434,603,28,602,597,309,597
"G3600250","2008-2012","New York","36","360","Delaware County","025","0250","Delaware County, New York",1247,26039,6333,22902,5,22897,20776,2121,16929,217,813,397,555,8,555,628,327,563
"G3600270","2008-2012","New York","36","360","Dutchess County","027","0270","Dutchess County, New York",7718,126669,64695,156376,246,156130,142133,13997,84609,594,2253,1473,1515,108,1526,1374,924,1546
"G3600290","2008-2012","New York","36","360","Erie County","029","0290","Erie County, New York",20753,415137,188909,475348,636,474712,435659,39053,271159,952,3782,2443,2543,184,2534,2617,1343,2663
"G3600310","2008-2012","New York","36","360","Essex County","031","0310","Essex County, New York",986,20734,7064,19473,44,19429,17828,1601,13575,176,836,498,574,63,569,576,253,598
"G3600330","2008-2012","New York","36","360","Franklin County","033","0330","Franklin County, New York",1937,27384,6378,22710,42,22668,20553,2115,19651,237,834,425,597,36,592,589,321,633
"G3600350","2008-2012","New York","36","360","Fulton County","035","0350","Fulton County, New York",1621,31514,5622,26769,24,26745,24110,2635,18050,229,965,450,513,30,515,510,352,503
"G3600370","2008-2012","New York","36","360","Genesee County","037","0370","Genesee County, New York",1244,31556,8484,32347,104,32243,29842,2401,16207,216,883,460,465,65,455,557,270,485
"G3600390","2008-2012","New York","36","360","Greene County","039","0390","Greene County, New York",1852,26396,6687,22329,42,22287,20475,1812,18637,335,929,486,616,38,606,624,319,630
"G3600410","2008-2012","New York","36","360","Hamilton County","041","0410","Hamilton County, New York",166,2659,946,2286,3,2283,2170,113,1860,41,150,93,103,4,103,106,35,100
"G3600430","2008-2012","New York","36","360","Herkimer County","043","0430","Herkimer County, New York",1519,34048,8997,31939,42,31897,29097,2800,20187,197,875,490,553,35,556,588,317,573
"G3600450","2008-2012","New York","36","360","Jefferson County","045","0450","Jefferson County, New York",1896,56092,14591,59647,9233,50414,45053,5361,30997,236,1262,634,812,618,922,868,422,800
"G3600470","2008-2012","New York","36","360","Kings County","047","0470","Kings County, New York",180408,981496,492484,1232134,1348,1230786,1103912,126874,752346,3081,6408,4239,4027,265,4026,4467,2578,4118
"G3600490","2008-2012","New York","36","360","Lewis County","049","0490","Lewis County, New York",718,15157,2384,13167,167,13000,12105,895,8113,149,496,217,286,59,300,309,144,309
"G3600510","2008-2012","New York","36","360","Livingston County","051","0510","Livingston County, New York",1226,30687,10478,32857,33,32824,30968,1856,20972,188,909,530,667,38,670,639,245,647
"G3600530","2008-2012","New York","36","360","Madison County","053","0530","Madison County, New York",1367,34454,11569,35493,56,35437,33303,2134,23794,216,960,581,575,35,571,646,283,601
"G3600550","2008-2012","New York","36","360","Monroe County","055","0550","Monroe County, New York",17406,300599,174950,385169,272,384897,354455,30442,213449,1237,3487,2457,2231,104,2225,2351,1303,2255
"G3600570","2008-2012","New York","36","360","Montgomery County","057","0570","Montgomery County, New York",1753,27003,5519,24291,73,24218,21503,2715,15525,233,814,372,394,48,397,431,281,401
"G3600590","2008-2012","New York","36","360","Nassau County","059","0590","Nassau County, New York",44790,491520,379024,701630,501,701129,652817,48312,367993,1701,4212,3357,2603,169,2631,3007,1645,2714
